N	3gram	Losev_Dial_3	Narrotol
1	в том что	3	8
2	с одной стороны	3	7
3	о том что	5	6
4	не может быть	6	5
5	в данном случае	1	4
6	к тому же	2	4
7	с другой стороны	2	4
8	той или иной	2	4
9	бы то ни	1	3
10	в этом отношении	1	3
11	то ни было	1	3
12	тем не менее	10	3
13	то же время	1	3
14	в то же	1	3
15	что иное как	6	2
16	более или менее	1	2
17	не только о	2	2
18	подобно тому как	4	2
19	с точки зрения	14	2
20	в таком случае	10	2
21	сами по себе	3	2
22	не отличается от	4	2
23	перед нами не	1	2
24	точно так же	2	2
25	так же как	2	2
26	не что иное	6	2
27	в связи с	1	2
28	этой точки зрения	2	2
29	того или иного	2	2
30	в конечном счете	1	2
31	речь идет о	1	2
32	так или иначе	2	2
33	том что в	1	1
34	в чистом виде	1	1
35	не есть само	1	1
36	но и самого	1	1
37	что каждый из	1	1
38	только потому что	1	1
39	на самом деле	1	1
40	в самом деле	5	1
41	и в особенности	1	1
42	и даже не	1	1
43	то же самое	1	1
44	же как и	1	1
45	он не может	2	1
46	ничем не отличается	4	1
47	из двух или	2	1
48	по крайней мере	5	1
49	до сих пор	1	1
50	тот или иной	2	1
51	и в то	1	1
52	сам по себе	5	1
53	а в особенности	1	1
54	на что не	1	1
55	как это часто	1	1
56	несмотря на свою	1	1
57	одна за другой	1	1
58	а иногда и	1	1
59	может быть только	1	1
60	с этой точки	2	1
61	в ней не	1	1
62	еще не есть	1	1
63	при всем своем	1	1
64	содержит в себе	1	1
65	далеко не всегда	1	1
66	ни на что	1	1
67	все их основные	1	1
68	и как бы	1	1
69	иметь в виду	2	1
70	имеем дело не	1	1
71	так и от	1	1
72	но о том	1	1
73	не мог бы	1	1
74	проявляет себя в	1	1
75	быть не только	1	1
76	не смог бы	1	1
77	есть не что	3	1
78	не о том	1	1
79	если же в	1	1
80	само по себе	5	1
81	том что у	2	1
82	и прежде всего	3	1
83	собственно говоря и	1	1
84	о себе самом	1	1
85	из этих двух	1	1
86	возможна только в	1	1
87	тех или иных	1	1
88	оно и не	1	1
89	как и в	3	1
90	в себе не	1	1
91	поскольку речь идет	1	1
