N	3gram	Medvedev_F_1	Istorich
1	и т д	8	22
2	мы видим что	1	8
3	не может быть	5	7
4	тем не менее	1	6
5	более или менее	6	5
6	с другой стороны	1	5
7	до сих пор	6	5
8	мы увидим что	1	5
9	в большинстве случаев	2	4
10	с одной стороны	4	4
11	в том что	1	4
12	по отношению к	4	3
13	в связи с	2	3
14	но все же	1	3
15	эти две формы	1	2
16	в зависимости от	2	2
17	бы то ни	3	2
18	но и в	1	2
19	вместе с тем	1	2
20	так же как	1	2
21	то ни было	1	2
22	в отличие от	1	2
23	это конечно не	1	2
24	как мы увидим	2	2
25	в одном месте	1	2
26	мы не можем	2	2
27	и должен быть	1	2
28	с самого начала	1	2
29	к тому чтобы	1	1
30	увидим что и	1	1
31	и глубже чем	1	1
32	сводится к тому	2	1
33	и здесь не	1	1
34	прежде всего в	3	1
35	не говоря уже	1	1
36	не только с	1	1
37	не непосредственно а	1	1
38	в этом смысле	1	1
39	ложные представления о	1	1
40	не мешает ему	1	1
41	одной стороны и	4	1
42	же как и	1	1
43	в нем и	2	1
44	в своей книге	2	1
45	как один из	1	1
46	сами по себе	2	1
47	можно говорить о	1	1
48	сказать что и	1	1
49	на самом же	1	1
50	один из возможных	1	1
51	и т п	4	1
52	сюжет или мотив	1	1
53	в противном случае	1	1
54	говоря уже о	1	1
55	при таком положении	2	1
56	и зависит от	1	1
57	в это время	1	1
58	в том чтобы	2	1
59	но в то	2	1
60	и в пределах	1	1
61	так и с	1	1
62	а не как	1	1
63	но и с	1	1
64	в том отношении	1	1
65	самом же деле	1	1
66	по себе не	1	1
67	в эту сторону	1	1
68	до тех пор	1	1
69	того или иного	2	1
70	хотя бы в	1	1
71	глубже чем это	1	1
72	не только на	1	1
73	что не мешает	1	1
74	том отношении что	1	1
75	в этой книге	1	1
76	в этой роли	1	1
77	смысле этого слова	3	1
78	по себе но	1	1
79	в действиях в	1	1
80	к тому что	1	1
81	и социальной жизни	1	1
82	и пр каждый	1	1
83	в частности например	1	1
84	прежде всего мы	1	1
85	тех или иных	1	1
86	то же что	1	1
87	и в этом	2	1
88	все это не	1	1
89	что и в	1	1
90	происходит и в	1	1
91	в этом отношении	1	1
92	что он в	1	1
