N	3gram	Voloshinov_1	Problema
1	о том что	1	9
2	с точки зрения	10	8
3	в том что	4	8
4	тем не менее	2	5
5	по крайней мере	1	4
6	в настоящее время	1	3
7	далеко не всегда	3	3
8	с одной стороны	1	3
9	как будто бы	1	3
10	а с другой	1	3
11	в то время	1	3
12	можно сказать что	3	3
13	это уже не	1	2
14	дело в том	1	2
15	по отношению к	9	2
16	равно как и	1	2
17	том что он	2	2
18	до сих пор	3	2
19	в таком случае	2	2
20	бы то ни	1	2
21	но и в	1	2
22	что он и	1	2
23	не чем иным	1	2
24	в данном случае	3	2
25	не может быть	3	2
26	во всяком случае	3	2
27	чем иным как	1	2
28	но все же	1	2
29	для того чтобы	1	2
30	все в нем	1	1
31	из тех же	1	1
32	в чем не	2	1
33	хотя и не	1	1
34	же время это	1	1
35	для искусства в	1	1
36	какой степени не	1	1
37	зависит от того	1	1
38	во что бы	1	1
39	потому что самый	1	1
40	на самом деле	2	1
41	в себе самом	1	1
42	в самом деле	5	1
43	точки зрения в	1	1
44	так и его	1	1
45	в нем и	1	1
46	одной из своих	1	1
47	в одной из	1	1
48	жизни в ее	1	1
49	сам по себе	2	1
50	жизни человека и	2	1
51	и в дальнейшем	1	1
52	только в период	1	1
53	в этом отношении	2	1
54	в наше время	1	1
55	в какой степени	1	1
56	и дать ему	1	1
57	ни в какой	1	1
58	только потому что	1	1
59	что бы то	1	1
60	относится с пренебрежением	1	1
61	но вместо этого	1	1
62	но в то	3	1
63	отождествить себя с	1	1
64	на первый взгляд	1	1
65	ничего общего не	1	1
66	потому что оно	1	1
67	а также и	1	1
68	а есть только	1	1
69	то ни стало	1	1
70	друг на друга	1	1
71	или по крайней	1	1
72	уже и в	1	1
73	с ним в	1	1
74	приходит в голову	1	1
75	если мы будем	1	1
76	и таким образом	1	1
77	ни в чем	2	1
78	то же время	5	1
79	что этот мотив	1	1
80	то обстоятельство что	1	1
81	и притом в	1	1
82	может быть это	1	1
83	так и в	2	1
84	все же остается	1	1
85	это и есть	1	1
86	не в силах	2	1
87	то или иное	2	1
88	с самого начала	5	1
89	мировой гармонии в	1	1
90	в большинстве случаев	4	1
91	в то же	5	1
92	но не только	1	1
93	но никогда не	1	1
94	и т д	1	1
