N	3gram	Losev_Vlad_2	FransuaR
1	то же время	3	6
2	в то же	3	6
3	и до конца	2	5
4	как мы уже	1	5
5	до сих пор	1	4
6	в той же	1	4
7	но в то	1	4
8	начала и до	2	4
9	в связи с	8	4
10	с начала и	2	4
11	в том числе	1	3
12	в отличие от	3	3
13	а также и	1	3
14	не было ни	1	3
15	и прежде всего	1	3
16	для того чтобы	1	3
17	в этом отношении	1	2
18	можно было бы	2	2
19	не может быть	1	2
20	в данном случае	2	2
21	его отношение к	1	2
22	в париже и	1	2
23	о том что	3	2
24	можно сказать что	1	2
25	может быть в	1	2
26	в том же	2	2
27	как мы видели	2	2
28	и в более	1	1
29	что здесь в	1	1
30	к этой книге	1	1
31	но это конечно	1	1
32	что иное как	1	1
33	и вообще в	2	1
34	прежде всего на	1	1
35	оно может быть	1	1
36	дело в том	3	1
37	требует от нас	1	1
38	мы уже сказали	1	1
39	в настоящее время	2	1
40	но даже и	1	1
41	также и в	1	1
42	в этом случае	1	1
43	как это делает	1	1
44	как раз и	1	1
45	и ко всему	1	1
46	с точки зрения	3	1
47	на первый план	2	1
48	они не могут	1	1
49	бы то ни	1	1
50	в собственном смысле	1	1
51	что в нем	1	1
52	за то что	1	1
53	во время своей	1	1
54	с новым годом	2	1
55	и в области	1	1
56	может быть и	1	1
57	и в частности	1	1
58	во франции и	1	1
59	не что иное	1	1
60	в том чтобы	2	1
61	в высшей степени	1	1
62	как он говорит	1	1
63	именно в таком	1	1
64	то что он	3	1
65	это конечно не	1	1
66	уже и в	1	1
67	во всяком случае	6	1
68	а именно его	1	1
69	само по себе	2	1
70	может быть названа	1	1
71	в свое время	1	1
72	годом и наконец	1	1
73	только то что	1	1
74	сих пор не	1	1
75	в своей вступительной	1	1
76	заключается в том	2	1
77	начиная с года	1	1
78	и даже с	1	1
79	в свою очередь	2	1
80	связи с этим	1	1
81	с самого начала	1	1
82	в отрыве от	1	1
83	кроме того что	1	1
84	каждый из этих	1	1
85	можно судить по	4	1
86	но все же	1	1
87	в том что	9	1
88	также и с	1	1
89	отнеслись к этой	1	1
90	как мы знаем	4	1
91	в течение трех	1	1
