N	2gram	Ircho_Kome_3	Myslijsy
1	потому что	10	33
2	то что	4	29
3	может быть	6	26
4	таким образом	12	24
5	в этом	8	23
6	в том	12	23
7	и в	22	23
8	в слове	1	22
9	и не	21	18
10	что в	5	17
11	при этом	7	15
12	только в	1	15
13	то же	7	14
14	в себе	4	14
15	как и	3	14
16	так как	11	14
17	для нас	1	14
18	если бы	8	13
19	не было	2	12
20	а не	4	12
21	том что	13	12
22	что я	1	11
23	не в	4	11
24	но и	4	11
25	не может	3	11
26	по отношению	5	10
27	не только	5	10
28	мы можем	3	10
29	тем что	5	10
30	что мы	2	10
31	и потому	1	10
32	между тем	2	9
33	мы не	2	8
34	то это	5	8
35	в своем	8	8
36	но в	5	8
37	было бы	3	8
38	стало быть	1	8
39	о том	8	8
40	сказать что	1	8
41	отношению к	3	8
42	и т	4	7
43	очевидно что	1	7
44	как в	2	7
45	с этим	3	7
46	на то	3	7
47	в нем	3	7
48	в силу	2	7
49	когда я	1	7
50	это не	2	7
51	и что	6	7
52	что и	8	7
53	вовсе не	4	7
54	с тем	4	7
55	могут быть	1	7
56	независимо от	1	6
57	и к	3	6
58	в которой	3	6
59	известно что	1	6
60	того как	1	6
61	так и	4	6
62	тех пор	3	6
63	что не	3	6
64	до тех	3	6
65	для того	6	6
66	вместе с	9	6
67	говорить о	3	5
68	хотя и	5	5
69	как бы	3	5
70	и мы	3	5
71	по крайней	1	5
72	не менее	5	5
73	с ним	5	5
74	не имеет	3	5
75	к нему	5	5
76	примыкает к	1	5
77	крайней мере	1	5
78	так что	6	5
79	уже в	2	5
80	в его	8	5
81	не из	1	5
82	этом случае	2	5
83	все это	5	5
84	тем более	4	5
85	а в	7	5
86	таким же	1	5
87	во всяком	3	5
88	и о	2	4
89	в истории	1	4
90	могли бы	1	4
91	для человека	1	4
92	что все	1	4
93	и с	4	4
94	его в	8	4
95	с другими	2	4
96	и тем	1	4
97	мы имеем	1	4
98	точки зрения	4	4
99	в котором	2	4
100	сих пор	9	4
101	тем не	3	4
102	т п	4	4
103	видно что	2	4
104	в то	6	4
105	на котором	1	4
106	того чтобы	6	4
107	со своим	1	4
108	в сознании	1	4
109	же самое	3	4
110	если же	2	4
111	и может	1	4
112	на вопрос	2	4
113	и та	1	4
114	можно сказать	1	4
115	что он	8	4
116	хотя бы	4	4
117	в одном	2	4
118	от того	2	4
119	только на	1	4
120	до сих	9	4
121	а именно	1	4
122	на основании	2	4
123	так же	4	4
124	да и	1	4
125	и все	2	4
126	между ними	2	4
127	только как	2	4
128	по поводу	1	4
129	в таком	2	4
130	например в	1	3
131	человека и	2	3
132	самом деле	6	3
133	в первом	1	3
134	и до	1	3
135	той же	1	3
136	что между	1	3
137	еще до	1	3
138	еще не	6	3
139	и на	2	3
140	заметим что	1	3
141	для создания	1	3
142	в действительности	1	3
143	и хотя	2	3
144	в самом	9	3
145	все эти	1	3
146	бы не	2	3
147	и тот	3	3
148	и если	2	3
149	на его	2	3
150	т д	1	3
151	к одному	1	3
152	нашего времени	1	3
153	и по	1	3
154	в нее	1	3
155	в каждом	1	3
156	не будет	2	3
157	в них	3	3
158	все равно	3	3
159	не всегда	1	3
160	с точки	3	3
161	чем более	1	3
162	не от	1	3
163	в которых	5	3
164	их в	3	3
165	ее не	1	3
166	на себе	1	3
167	никогда не	3	3
168	же время	5	3
169	связи с	5	3
170	до того	2	3
171	к тому	6	3
172	слова с	1	3
173	быть назван	1	3
174	что у	1	3
175	те же	1	3
176	было в	1	3
177	мы в	1	3
178	из одного	1	3
179	в виду	2	3
180	там же	1	3
181	и только	1	3
182	мысли не	1	3
183	пор не	2	3
184	то в	1	3
185	и других	1	3
186	себе в	3	3
187	и их	1	3
188	всяком случае	3	3
189	со стороны	11	3
190	что человек	1	3
191	до этого	2	3
192	так называемых	1	3
193	более чем	5	3
194	нет ничего	2	3
195	ко всем	1	3
196	и таким	1	3
197	в смысле	1	3
198	известной степени	2	3
199	в этих	1	3
200	только что	7	3
201	я говорю	2	3
202	меня то	1	2
203	такое же	2	2
204	можем судить	1	2
205	отношения между	1	2
206	а как	2	2
207	и себя	1	2
208	как мы	2	2
209	указывая на	1	2
210	я не	1	2
211	же что	1	2
