N	3gram	Vygotskiy__2	Formalny
1	с точки зрения	10	14
2	не может быть	8	14
3	на самом деле	5	12
4	в то же	2	7
5	то же время	2	7
6	во всяком случае	2	6
7	и т д	2	6
8	и т п	8	5
9	в зависимости от	1	5
10	с другой стороны	2	5
11	подобно тому как	2	4
12	в самом деле	11	4
13	для того чтобы	13	4
14	то ни было	1	4
15	в связи с	1	4
16	и не может	2	4
17	бы то ни	2	4
18	в данном случае	4	4
19	с тем же	1	3
20	одни и те	2	3
21	в том что	17	3
22	то же самое	6	3
23	в этом отношении	5	3
24	в художественном произведении	5	3
25	вместе с тем	1	3
26	и те же	2	3
27	потому что он	1	3
28	в этом смысле	1	2
29	о том как	1	2
30	мы увидим что	1	2
31	лишь тогда когда	1	2
32	именно потому что	1	2
33	формы и содержания	1	2
34	в конце концов	3	2
35	нуждается ни в	1	2
36	к тому что	2	2
37	а и в	1	2
38	не только не	1	2
39	творчества и восприятия	1	2
40	то или иное	1	2
41	сами по себе	3	2
42	только то что	1	2
43	т п в	1	2
44	не нуждается ни	1	2
45	в высшей степени	1	2
46	художественное произведение как	1	2
47	в отличие от	1	2
48	тем не менее	4	2
49	то же что	2	2
50	о том что	4	1
51	с одной стороны	1	1
52	и тот же	1	1
53	чтобы убедиться в	1	1
54	с самого начала	1	1
55	каждая эпоха имеет	3	1
56	так же как	4	1
57	прием затрудненной формы	1	1
58	сам по себе	4	1
59	не могла быть	1	1
60	не соглашаться с	1	1
61	одной и той	4	1
62	жизнь и ее	1	1
63	жизни и в	1	1
64	же касается до	1	1
65	тот факт что	1	1
66	самом деле нет	1	1
67	и форма в	1	1
68	и для всех	1	1
69	указывает что в	1	1
70	мы не найдем	1	1
71	идет не о	1	1
72	ни в каком	2	1
73	можно не соглашаться	1	1
74	эпоха имеет свой	1	1
75	и как это	1	1
76	как и в	2	1
77	один и тот	1	1
78	если бы в	1	1
79	же самое и	1	1
80	и в том	2	1
81	можно сказать что	1	1
82	только на почве	1	1
83	форма и содержание	1	1
84	и никогда не	2	1
85	не потому что	1	1
86	оказывается вовсе не	1	1
87	начала и до	2	1
88	и не будет	1	1
89	до сих пор	5	1
90	в таком случае	1	1
91	случае не может	1	1
92	имеем в виду	1	1
93	никогда не может	3	1
94	и того же	1	1
95	ясно что при	1	1
96	оно не может	1	1
97	может и не	1	1
98	в этом случае	1	1
99	и ничем не	1	1
100	в основе совершенно	1	1
101	с тем что	3	1
102	и в других	1	1
103	лежит в основе	1	1
104	в россии и	1	1
105	этой точки зрения	2	1
106	того или иного	2	1
107	можно было бы	4	1
108	совершенно очевидно что	1	1
109	и что в	2	1
110	более и более	2	1
111	и так же	1	1
112	на то что	6	1
113	и той же	4	1
114	и в искусстве	1	1
115	и тем не	1	1
116	в искусстве можно	1	1
117	одного и того	1	1
118	из автоматизма и	1	1
119	самом деле что	1	1
120	и в самом	4	1
121	мы имеем в	1	1
122	с этой точки	1	1
123	которые могут быть	1	1
124	зависимости от того	1	1
125	так как он	1	1
126	самое и в	1	1
127	какого бы то	1	1
128	но при этом	1	1
129	это объясняется тем	1	1
130	друг с другом	1	1
131	она никогда не	1	1
132	от того что	1	1
133	выходит за пределы	1	1
134	роли в художественном	1	1
135	и сами формалисты	1	1
136	в художественном единстве	1	1
137	что при этом	2	1
138	может быть содержанием	1	1
139	объясняется тем что	1	1
140	а не только	1	1
141	не в том	2	1
142	что же касается	1	1
143	не только на	1	1
144	все более и	2	1
145	но так как	2	1
146	в ней и	1	1
147	которой может быть	1	1
148	в отношении к	3	1
149	а не как	1	1
150	таким образом все	2	1
151	того если мы	2	1
152	и прием затрудненной	1	1
153	если же мы	2	1
154	в противном случае	1	1
155	те же и	1	1
156	художественное произведение есть	1	1
157	в жизни и	2	1
158	числителя и знаменателя	1	1
159	с тем и	1	1
