N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	5	9
2	в том что	2	9
3	что иное как	2	8
4	не что иное	2	8
5	не может быть	4	6
6	то же время	1	6
7	в то же	1	6
8	есть не что	2	5
9	для того чтобы	1	5
10	само по себе	1	4
11	подобно тому как	1	4
12	выйти за пределы	1	3
13	есть прежде всего	3	3
14	то или иное	1	3
15	на то что	1	3
16	представим себе что	2	2
17	в чем же	1	2
18	равно как и	1	2
19	и не мог	1	2
20	в собственном смысле	1	2
21	с этой точки	1	2
22	ту или иную	1	2
23	ничего общего с	2	2
24	но в то	1	2
25	ничего общего не	1	2
26	этой точки зрения	1	2
27	иметь в виду	1	2
28	та или иная	1	2
29	теперь мы можем	1	2
30	тем не менее	1	2
31	в течение всего	1	2
32	тот же самый	1	1
33	что в этом	1	1
34	что же такое	1	1
35	только потому что	1	1
36	прежде всего в	1	1
37	в нем только	1	1
38	должно было бы	1	1
39	вполне понятно что	3	1
40	в зависимости от	2	1
41	можно говорить о	1	1
42	не входит в	1	1
43	в отличие от	1	1
44	не было бы	1	1
45	между собою и	1	1
46	ни о какой	1	1
47	в данном случае	2	1
48	если бы мы	1	1
49	не только его	2	1
50	мы собственно говоря	1	1
51	и как бы	1	1
52	в течение всей	1	1
53	в этот момент	1	1
54	в связи с	1	1
55	течение всего своего	1	1
56	а не как	1	1
57	в виду что	1	1
58	указать на то	1	1
59	математическую формулу можно	1	1
60	и если наконец	1	1
61	объект никогда не	1	1
62	но тем не	1	1
63	и вместе с	1	1
64	хотя бы в	1	1
65	и не может	1	1
66	включает в себя	1	1
67	нужно сказать что	1	1
68	с другой стороны	2	1
69	и есть не	1	1
70	тех или иных	1	1
71	общего не имеет	1	1
72	по себе а	1	1
73	и в области	1	1
