N	3gram	Losev_Prob_2	slovoVRo
1	в то же	4	12
2	в узком смысле	1	10
3	в той или	1	9
4	той или иной	1	9
5	не может не	1	5
6	и в то	1	5
7	во всяком случае	10	5
8	и т д	6	5
9	с одной стороны	5	4
10	с другой стороны	5	4
11	в зависимости от	1	3
12	хотя бы и	3	3
13	в данном случае	5	3
14	более или менее	4	3
15	так и в	1	3
16	те или иные	3	3
17	а вовсе не	1	2
18	всегда в той	1	2
19	в этом случае	7	2
20	до сих пор	4	2
21	и не может	1	2
22	может быть только	2	2
23	то время как	1	2
24	в другом случае	1	2
25	не только в	2	2
26	в то время	1	2
27	и то же	1	2
28	в известном смысле	1	2
29	и в этом	3	2
30	того или иного	5	2
31	ничего нового не	2	2
32	языка и речи	1	2
33	не только на	1	2
34	как мы уже	1	2
35	можно было бы	2	2
36	до последнего времени	1	2
37	как в отношении	1	1
38	между прочим в	1	1
39	прямо сказать что	1	1
40	но как мы	1	1
41	прежде всего как	1	1
42	и не все	1	1
43	одной и той	2	1
44	то есть не	3	1
45	и той же	2	1
46	это было бы	1	1
47	имеем в виду	2	1
48	и нет ничего	1	1
49	но это не	1	1
50	мы ничего не	1	1
51	он может быть	1	1
52	то или иное	2	1
53	речи то есть	1	1
54	только в условиях	1	1
55	бы то ни	2	1
56	но и в	3	1
57	на самом же	1	1
58	в этом отношении	1	1
59	точном смысле слова	2	1
60	который состоит из	1	1
61	языка и с	1	1
62	в последние десятилетия	2	1
63	по крайней мере	6	1
64	то есть без	1	1
65	ни в какой	1	1
66	может быть и	2	1
67	то есть они	1	1
68	и в частности	3	1
69	но и всякое	1	1
70	то ни было	1	1
71	вообще не есть	1	1
72	мы не знаем	1	1
73	мы имеем в	1	1
74	вовсе не может	1	1
75	и в отношении	1	1
76	все эти категории	1	1
77	обстоит дело с	1	1
78	не менее очень	1	1
79	и ничего не	1	1
80	так или иначе	6	1
81	перед нами в	1	1
82	одной из самых	1	1
83	несет на себе	1	1
84	предмета в его	1	1
85	есть только в	1	1
86	в точном смысле	1	1
87	можно прямо сказать	1	1
88	науки о языке	1	1
89	и самый язык	1	1
90	не может быть	3	1
91	в свое время	1	1
92	и до наших	1	1
93	тем не менее	12	1
94	о том что	14	1
95	не был бы	4	1
96	узком смысле слова	1	1
97	то есть в	2	1
98	с самого начала	2	1
99	не только не	2	1
100	и речи но	1	1
101	языка как такового	1	1
102	и прежде всего	2	1
103	можно сказать что	3	1
104	требует также и	1	1
105	на то или	1	1
106	мы все же	3	1
107	слово со своим	1	1
108	для нас в	1	1
109	самом же деле	1	1
110	для того чтобы	2	1
111	в том что	4	1
112	и с другой	1	1
