N	3gram	Nazirov_Tv_2	FransuaR
1	в ту эпоху	1	7
2	то же время	7	6
3	в то же	7	6
4	до сих пор	3	4
5	но в то	1	4
6	в связи с	1	4
7	в том числе	1	3
8	в отличие от	2	3
9	мы уже говорили	1	3
10	и прежде всего	1	3
11	по отношению к	3	2
12	том числе и	1	2
13	можно было бы	1	2
14	имеет в виду	1	2
15	не может быть	3	2
16	о том что	2	2
17	той или иной	1	2
18	может быть в	1	2
19	как и в	1	2
20	в том же	2	2
21	четыре раза в	1	1
22	в другом месте	1	1
23	приводит его к	1	1
24	нет и не	1	1
25	он обнаруживает в	1	1
26	или во всяком	1	1
27	том что в	1	1
28	дело в том	1	1
29	мы узнаем что	1	1
30	не противопоставляет себя	1	1
31	играют большую роль	1	1
32	о том как	1	1
33	сих пор еще	1	1
34	не только читателей	1	1
35	в нем и	1	1
36	одним из древнейших	1	1
37	и не может	2	1
38	и приложить к	1	1
39	не вошел в	1	1
40	в мире и	1	1
41	что в нем	1	1
42	большую роль в	1	1
43	что в романе	1	1
44	войне и мире	1	1
45	о войне и	1	1
46	в применении к	1	1
47	ни во что	2	1
48	в высшей степени	1	1
49	в xix веке	2	1
50	и в этом	1	1
51	как будто бы	1	1
52	в году и	1	1
53	было бы перевести	1	1
54	не только для	1	1
55	во всяком случае	2	1
56	это одна из	1	1
57	с другой стороны	2	1
58	жизни то есть	1	1
59	только то что	1	1
60	с одной из	1	1
61	так например в	1	1
62	и тут же	1	1
63	после его смерти	1	1
64	в свою очередь	1	1
65	это и есть	1	1
66	но он дает	1	1
67	и отнюдь не	1	1
68	в одном из	2	1
69	с самого начала	1	1
70	одной из форм	1	1
71	мы знаем что	1	1
72	с полным правом	2	1
73	в том что	2	1
74	не так как	1	1
75	и в другом	1	1
