N	3gram	Medvedev_F_2	Istorich
1	и т д	5	15
2	с другой стороны	3	7
3	в этом случае	1	5
4	до сих пор	1	5
5	в том что	2	5
6	тем не менее	1	5
7	как мы видели	4	5
8	что иное как	1	3
9	в данном случае	1	3
10	в связи с	10	3
11	не что иное	1	3
12	и в других	1	2
13	что и в	1	2
14	с одной стороны	1	2
15	во всяком случае	5	2
16	только в связи	1	2
17	но тем не	1	2
18	таким образом мы	1	2
19	но все же	2	2
20	мы имеем в	1	2
21	явлений связанных с	1	2
22	как и в	1	2
23	речи и т	1	1
24	к нему является	1	1
25	мы знаем что	1	1
26	это даже не	1	1
27	у различных народов	1	1
28	и пр но	3	1
29	каждого из них	1	1
30	и пр то	1	1
31	на своем пути	1	1
32	с точки зрения	7	1
33	т д отсюда	1	1
34	сами по себе	2	1
35	прежде всего то	1	1
36	и так или	1	1
37	но и в	3	1
38	как мы увидим	1	1
39	только то что	1	1
40	из того что	1	1
41	ничего не говорят	1	1
42	с тем что	5	1
43	что в нем	2	1
44	в таком случае	1	1
45	вместе с тем	4	1
46	того что они	1	1
47	может быть и	3	1
48	уже потому что	1	1
49	это может быть	1	1
50	в том смысле	3	1
51	по этому вопросу	1	1
52	смысле этого слова	1	1
53	так как они	2	1
54	и должно было	1	1
55	и пр это	1	1
56	так или иначе	1	1
57	в такой же	1	1
58	все же не	1	1
59	не в ином	1	1
60	один из моментов	1	1
61	в других случаях	1	1
62	есть не что	1	1
63	языка не может	1	1
64	еще одну особенность	1	1
65	но они не	1	1
66	в свою очередь	1	1
67	это и есть	1	1
68	и прежде всего	2	1
69	на самом деле	3	1
70	ничего общего с	1	1
71	равно как и	1	1
72	не может быть	10	1
73	но эти случаи	1	1
74	с самого начала	2	1
75	но в этом	2	1
76	при известных условиях	2	1
77	важен как фактор	1	1
78	в большинстве случаев	3	1
79	можно будет установить	1	1
80	становится особенно ясным	1	1
81	на этот вопрос	1	1
82	и входит в	1	1
83	именно так и	1	1
84	она не может	1	1
85	или сам становится	1	1
