N	3gram	Bakhtin_sl_2	VeschiIm
1	и т д	2	20
2	не может быть	15	18
3	может быть только	1	6
4	в том что	4	6
5	на то что	1	6
6	в чем же	1	5
7	в свою очередь	2	5
8	тем не менее	1	5
9	с точки зрения	3	4
10	не только в	2	4
11	то же время	4	4
12	в то же	4	4
13	более или менее	2	3
14	и не только	1	3
15	и в то	1	3
16	в собственном смысле	3	3
17	сама по себе	3	3
18	не может не	1	2
19	есть не только	1	2
20	в нем нет	1	2
21	и даже не	1	2
22	она не может	1	2
23	и может быть	1	1
24	имеет дело с	1	1
25	и без всякого	1	1
26	а не в	1	1
27	далеко не все	1	1
28	и в смысле	1	1
29	мы уже сказали	1	1
30	том что он	1	1
31	в этом случае	6	1
32	одной стороны и	3	1
33	на первый план	1	1
34	и в той	1	1
35	как это было	1	1
36	до сих пор	2	1
37	и не может	1	1
38	в зависимости от	4	1
39	сами по себе	1	1
40	в той же	1	1
41	что он не	1	1
42	точка зрения на	1	1
43	лишь одна из	1	1
44	если она не	2	1
45	не зная ее	1	1
46	она может быть	1	1
47	по самому своему	1	1
48	и не в	1	1
49	одно и единое	1	1
50	может быть и	2	1
51	даже и не	1	1
52	хотя бы и	2	1
53	и с другой	1	1
54	свой смысл и	1	1
55	в применении к	1	1
56	бы и не	1	1
57	но как ни	1	1
58	в себя момент	1	1
59	но в то	3	1
60	мы не знаем	1	1
61	с одной стороны	5	1
62	и этого мало	1	1
63	это не значит	1	1
64	слов а не	1	1
65	с другой стороны	1	1
66	речь идет о	1	1
67	а в том	1	1
68	во всяком случае	2	1
69	мы не можем	1	1
70	только одна из	1	1
71	о том что	1	1
72	что уже не	1	1
73	отличие его от	2	1
74	не только не	1	1
75	в пределах самого	1	1
76	т д если	1	1
77	но все же	4	1
78	нужно сказать что	1	1
79	для того чтобы	2	1
80	не может и	1	1
81	тех или иных	1	1
82	в отношении к	4	1
83	и в нем	1	1
84	мы еще не	1	1
