N	3gram	Bakhtin_Fr_1	Freidism
1	с точки зрения	3	11
2	по отношению к	1	8
3	во всяком случае	1	7
4	не может быть	1	7
5	в самом деле	1	6
6	в большинстве случаев	2	5
7	и прежде всего	3	5
8	то же время	1	4
9	в то же	1	4
10	и его ученики	1	4
11	на самом деле	2	4
12	можно сказать что	1	4
13	как мы уже	5	4
14	для того чтобы	1	3
15	в собственном смысле	1	3
16	к тому чтобы	1	3
17	на этот вопрос	2	3
18	но в общем	1	3
19	все что в	1	2
20	то или иное	1	2
21	до сих пор	4	2
22	и не может	1	2
23	в отличие от	4	2
24	это вовсе не	1	2
25	и не подозревает	1	2
26	во всех областях	1	2
27	но в то	1	2
28	это прежде всего	1	2
29	так и в	2	2
30	не могут быть	1	2
31	в его целом	1	2
32	все то что	1	2
33	в этом отношении	3	2
34	на этом мы	1	2
35	во внешнем мире	1	2
36	в узком смысле	2	2
37	с одной стороны	2	2
38	мы уже указывали	1	2
39	и может быть	1	1
40	но как раз	1	1
41	из основных мотивов	1	1
42	нет и не	1	1
43	или хотя бы	1	1
44	сводится к тому	1	1
45	только в пределах	1	1
46	но прежде всего	1	1
47	к себе самому	2	1
48	тело и телесную	1	1
49	говорит об этом	1	1
50	находит его в	1	1
51	это уже не	3	1
52	как бы ни	2	1
53	они близки к	1	1
54	рядом с ним	1	1
55	как раз и	2	1
56	вполне понятно что	2	1
57	но не только	1	1
58	о которой мы	1	1
59	что с точки	1	1
60	в эту эпоху	1	1
61	в этой борьбе	1	1
62	до известной степени	1	1
63	же объясняется и	1	1
64	человек как бы	1	1
65	можно говорить о	1	1
66	потому что по	1	1
67	на самом же	3	1
68	мы и должны	1	1
69	во всех этих	2	1
70	как и при	1	1
71	в основе своей	2	1
72	конечно с точки	1	1
73	жизни остановимся на	1	1
74	он связан с	1	1
75	что мы называем	1	1
76	и вовсе не	2	1
77	нужно отметить что	2	1
78	на время в	1	1
79	а как бы	1	1
80	не чем иным	1	1
81	до конца и	1	1
82	продолжает жить и	1	1
83	чистым и последовательным	1	1
84	в себя и	1	1
85	и на всех	1	1
86	но при этом	1	1
87	это как мы	1	1
88	так и с	1	1
89	всяком случае не	1	1
90	за пределы всего	1	1
91	связанных как с	1	1
92	говорили выше в	1	1
93	из них не	1	1
94	стадии своего развития	1	1
95	в целом ряде	1	1
96	бросается в глаза	1	1
97	и пр и	1	1
98	мира в ней	1	1
99	и т.п такова	1	1
100	но в ослабленной	1	1
101	можно определить как	1	1
102	очень важных явлений	1	1
103	чем иным как	1	1
104	имеем в виду	1	1
105	мы уже сказали	3	1
106	то что мы	1	1
107	имея в виду	1	1
108	очень далеки от	1	1
109	с ним связанное	1	1
110	человеческой души в	1	1
111	той или иной	5	1
112	но все же	2	1
113	на всех этапах	2	1
114	мы имеем в	1	1
115	для своего понимания	1	1
116	большую роль играет	1	1
117	это как бы	1	1
118	всех этих явлениях	1	1
119	пр и пр	1	1
120	поэтому они и	1	1
121	оно все же	1	1
122	и в нем	1	1
123	самом же деле	3	1
124	во всех его	2	1
125	в том что	6	1
126	все это только	1	1
127	мы нигде не	1	1
128	и его формы	1	1
129	в общем можно	1	1
130	в заключение нужно	1	1
131	он еще не	1	1
