N	2gram	Vinokur_Ku_2	Problemy
1	и в	23	46
2	и не	16	27
3	может быть	15	23
4	не может	9	19
5	как бы	4	19
6	в нем	4	17
7	в этом	18	16
8	у достоевского	1	16
9	не только	20	14
10	слова в	6	13
11	перед нами	4	12
12	как мы	3	12
13	но и	7	12
14	как и	2	12
15	и на	6	11
16	точки зрения	14	11
17	в одном	1	11
18	а не	10	11
19	в пределах	4	10
20	не в	8	10
21	между ними	1	10
22	и к	1	9
23	в самом	12	9
24	с точки	8	9
25	и все	2	9
26	в его	5	9
27	в том	19	9
28	в большинстве	1	9
29	вовсе не	9	9
30	прежде всего	8	9
31	до сих	1	8
32	конечно не	2	8
33	большинстве случаев	2	8
34	сих пор	1	8
35	или в	4	8
36	в сущности	9	7
37	еще не	5	7
38	в себе	1	7
39	и с	7	7
40	слова с	1	7
41	по себе	10	7
42	как раз	3	7
43	слова и	5	7
44	то же	6	6
45	никогда не	2	6
46	и он	1	6
47	хотя и	4	6
48	но в	11	6
49	слово в	1	6
50	к одному	1	6
51	в каждом	1	6
52	ни в	4	6
53	на фоне	3	6
54	что я	4	6
55	но это	3	6
56	и его	3	6
57	в него	1	6
58	что он	5	6
59	только в	5	6
60	есть в	3	6
61	и между	1	6
62	все это	5	6
63	в котором	1	5
64	ведь и	1	5
65	установки на	1	5
66	с его	1	5
67	по отношению	1	5
68	слова на	1	5
69	при этом	2	5
70	это не	6	5
71	рядом с	2	5
72	в то	4	5
73	в структуре	1	5
74	в самой	2	5
75	это слово	4	5
76	если же	1	5
77	о том	1	5
78	же время	3	5
79	к нему	2	5
80	если мы	4	5
81	мы находим	1	5
82	так как	15	5
83	у него	3	5
84	речи и	5	5
85	самом деле	9	4
86	в их	2	4
87	мы не	1	4
88	но не	6	4
89	как в	3	4
90	словом в	1	4
91	все же	7	4
92	кроме того	1	4
93	такое слово	1	4
94	все эти	12	4
95	он не	3	4
96	таким образом	5	4
97	он и	2	4
98	том что	11	4
99	в этих	1	4
100	своего рода	4	4
101	том же	1	4
102	слово как	1	4
103	в процессе	3	4
104	во всем	1	4
105	потому что	25	4
106	слова но	1	4
107	здесь не	3	4
108	в себя	1	4
109	приводит к	5	4
110	так и	4	4
111	в виду	3	4
112	и здесь	5	4
113	можно сказать	4	4
114	же и	2	4
115	уже не	8	4
116	уже в	3	4
117	к ним	1	4
118	мы можем	1	4
119	еще и	2	4
120	до конца	3	4
121	превращается в	2	4
122	очень часто	2	4
123	да и	6	4
124	должно быть	4	4
125	а что	1	4
126	то что	9	4
127	не знает	3	4
128	совершенно не	3	4
129	что в	10	4
130	но эти	1	4
131	также и	5	3
132	сам по	1	3
133	и это	3	3
134	тем же	2	3
135	и до	2	3
136	почти всегда	2	3
137	мы уже	1	3
138	той же	2	3
139	мы имеем	5	3
140	словами в	1	3
141	и о	4	3
142	мы и	1	3
143	конечно и	2	3
144	по чужому	1	3
145	отношение к	1	3
146	себе и	1	3
147	отличие от	2	3
148	значение для	1	3
149	в той	2	3
150	в своем	2	3
151	из этих	1	3
152	в этой	6	3
153	на то	4	3
154	их в	1	3
155	на этом	3	3
156	было бы	15	3
157	кажется что	1	3
158	далеко не	1	3
159	в слове	1	3
160	такой же	1	3
161	и при	1	3
162	и их	1	3
163	в своей	2	3
164	в отличие	2	3
165	не как	2	3
166	установка на	2	3
167	но он	1	3
168	в отношении	2	3
169	она не	2	3
170	дело в	1	3
171	но здесь	2	3
172	слова как	3	3
173	не могут	5	3
174	с ее	1	3
175	быть более	1	3
176	здесь нет	1	3
177	если бы	12	3
178	никак не	3	3
179	и что	8	3
180	и только	1	3
181	слов и	2	3
182	отличается от	3	3
183	устной речи	1	3
184	первостепенное значение	1	3
185	ведь это	1	3
186	в конце	4	3
187	что и	3	3
188	тем что	3	3
189	и даже	2	3
190	с другой	8	3
191	более того	1	3
192	жизнь в	1	3
193	с помощью	7	3
194	так же	4	3
195	что же	5	3
196	по существу	5	3
197	но для	3	3
198	и для	2	3
199	в речи	6	3
200	бы в	1	3
201	другой стороны	7	3
202	того же	3	3
203	и идеи	1	3
204	и другие	1	3
205	смысле слова	2	2
206	ту же	6	2
207	отношения к	2	2
208	же как	2	2
209	а как	1	2
210	вопрос о	9	2
211	себе что	1	2
212	и говорить	1	2
213	меньшей степени	3	2
214	но конечно	1	2
215	а следовательно	2	2
216	мы будем	2	2
217	к слову	2	2
218	в общем	1	2
219	слову в	1	2
220	нет и	1	2
221	сама по	1	2
222	показать в	1	2
223	с этим	3	2
224	вот как	1	2
225	когда он	1	2
226	целый ряд	5	2
227	и как	1	2
228	не было	4	2
229	его к	2	2
230	от этого	2	2
231	себе как	1	2
232	не хочет	2	2
233	бы и	4	2
234	так в	3	2
235	но ведь	1	2
236	широком смысле	4	2
237	должна быть	5	2
238	на том	2	2
239	в узком	4	2
240	в корне	2	2
241	свое время	2	2
242	и по	3	2
243	но дело	1	2
244	но все	4	2
245	об этом	5	2
246	речь а	1	2
247	на все	2	2
248	лишь в	5	2
249	хотя бы	9	2
250	на почве	1	2
251	этом смысле	5	2
252	и тем	5	2
253	достоевского и	2	2
254	все равно	2	2
255	что такое	3	2
256	в которых	2	2
257	могло бы	1	2
258	он тоже	1	2
259	не менее	7	2
260	в слово	1	2
261	которые в	1	2
262	их быть	1	2
263	в атмосфере	2	2
264	того как	2	2
265	одна из	1	2
266	слово по	1	2
267	следовательно и	2	2
268	ничего не	4	2
269	то и	3	2
270	в стиле	1	2
271	у нас	12	2
272	языка в	3	2
273	могут быть	4	2
274	к тому	4	2
275	указывает на	1	2
276	без всякого	1	2
277	языка и	8	2
278	в другом	2	2
279	можно было	9	2
280	те же	3	2
281	это вовсе	1	2
282	в плоскости	2	2
283	в которые	3	2
284	почему же	1	2
285	лишь как	1	2
286	которого оно	1	2
287	между тем	6	2
288	от них	1	2
289	явление в	1	2
290	в языке	10	2
291	и следовательно	2	2
292	большей или	3	2
293	изменения которые	1	2
294	но с	1	2
295	этот вопрос	6	2
296	том или	1	2
297	реагирует на	1	2
298	он уже	2	2
299	здесь с	1	2
300	нас здесь	1	2
301	так что	1	2
302	в поэзии	1	2
303	слова не	3	2
304	речь в	5	2
305	слово но	1	2
306	их как	1	2
307	для него	1	2
308	сами по	1	2
309	даже к	1	2
310	а в	3	2
311	и речь	2	2
312	в других	1	2
313	о которых	3	2
314	или иной	1	2
315	для этого	3	2
316	или меньшей	3	2
317	и пр	8	2
318	на этот	2	2
319	что так	1	2
320	там где	5	2
321	что мы	6	2
322	не при	1	2
323	в одно	1	2
324	вместе с	5	2
325	в данном	4	2
326	если оно	1	2
327	лингвистики и	1	2
328	слов в	3	2
329	этого слова	5	2
330	так ли	1	2
331	оно и	1	2
332	речи как	1	2
333	сознания и	2	2
334	узком смысле	2	2
335	в результате	4	2
336	о котором	2	2
337	для нас	4	2
338	в литературной	1	2
339	в большей	3	2
340	сказать что	4	2
341	в свое	2	2
