N	2gram	Bakhtin_sl_1	Myslijsy
1	потому что	2	52
2	то есть	26	42
3	и в	41	39
4	в языке	5	33
5	может быть	14	27
6	в том	3	26
7	только в	6	25
8	не может	14	22
9	не только	16	21
10	так как	3	21
11	а не	15	21
12	в нем	30	20
13	но и	16	20
14	и не	16	18
15	языка и	12	17
16	том что	2	16
17	так что	2	16
18	в этом	12	15
19	не в	7	15
20	если бы	1	14
21	в себе	3	13
22	таким образом	9	13
23	так и	11	13
24	было бы	3	12
25	в душе	1	11
26	есть только	1	11
27	и язык	1	11
28	мы не	2	10
29	как в	8	10
30	и что	1	10
31	а потому	1	10
32	что не	1	10
33	не есть	2	10
34	речи и	1	10
35	но в	8	9
36	как и	4	9
37	могут быть	19	9
38	для нас	2	9
39	но не	2	8
40	в слове	7	8
41	точки зрения	16	8
42	язык в	4	8
43	в одном	2	8
44	того что	3	8
45	со стороны	1	8
46	вместе с	1	8
47	язык как	3	7
48	в ней	4	7
49	в истории	3	7
50	с этим	3	7
51	это не	6	7
52	в этих	2	7
53	на язык	2	7
54	то и	1	7
55	с другой	5	7
56	должно быть	2	7
57	и т	28	6
58	то же	14	6
59	все же	7	6
60	бы не	1	6
61	при этом	6	6
62	и по	2	6
63	не менее	1	6
64	тем не	1	6
65	в каком	1	6
66	языка в	16	6
67	что и	1	6
68	еще не	4	6
69	как бы	12	6
70	в первом	3	5
71	во всех	17	5
72	то в	2	5
73	не имеют	1	5
74	несмотря на	1	5
75	и его	14	5
76	язык и	10	5
77	между тем	2	5
78	во втором	1	5
79	в его	13	5
80	языка как	4	5
81	вовсе не	7	5
82	друг друга	3	5
83	языка не	1	5
84	так же	2	5
85	и потому	4	5
86	быть только	2	5
87	но это	1	5
88	нем самом	1	5
89	и для	4	5
90	язык не	2	5
91	а в	6	5
92	другой стороны	4	5
93	в таком	1	5
94	бы ни	3	4
95	а только	1	4
96	всех языков	1	4
97	из этих	3	4
98	т д	5	4
99	в каждом	4	4
100	мы видели	1	4
101	от языка	3	4
102	и языка	1	4
103	т п	23	4
104	однако в	1	4
105	бы быть	1	4
106	в то	14	4
107	никогда не	3	4
108	самого предмета	3	4
109	же время	12	4
110	во всем	1	4
111	не могут	3	4
112	к тому	3	4
113	смысле в	3	4
114	свою очередь	2	4
115	бы в	1	4
116	слов и	2	4
117	слова для	2	4
118	в стороне	1	4
119	и других	3	4
120	для него	3	4
121	в более	1	4
122	не было	3	4
123	и даже	6	4
124	в действительности	1	4
125	прежде всего	8	4
126	там где	4	4
127	что мы	1	4
128	быть не	1	4
129	слова и	13	4
130	в смысле	4	4
131	от него	1	4
132	от того	1	4
133	мы видим	2	4
134	в свою	3	4
135	языка то	2	4
136	а между	2	3
137	того же	6	3
138	противном случае	1	3
139	и то	2	3
140	столь же	2	3
141	что как	1	3
142	в своем	3	3
143	в противном	1	3
144	хотя и	2	3
145	что по	1	3
146	в самом	5	3
147	он не	3	3
148	ни были	3	3
149	не из	2	3
150	то ни	1	3
151	что все	2	3
152	той же	2	3
153	и с	4	3
154	а его	1	3
155	заключается в	1	3
156	и тем	2	3
157	в жизни	1	3
158	в них	6	3
159	до сознания	1	3
160	в этой	1	3
161	в своей	7	3
162	и без	1	3
163	с точки	8	3
164	о языке	1	3
165	и той	2	3
166	друг другу	2	3
167	тому что	2	3
168	она не	3	3
169	для того	2	3
170	самого начала	1	3
171	не могло	3	3
172	словом но	1	3
173	или же	1	3
174	находятся в	1	3
175	в сознании	2	3
176	оно не	6	3
177	и это	1	3
178	с самого	1	3
179	из одного	2	3
180	и вообще	2	3
181	с ним	7	3
182	одной и	1	3
183	и во	3	3
184	в другой	2	3
185	но как	1	3
186	с одной	4	3
187	из которого	1	3
188	если мы	2	3
189	языка а	3	3
190	только на	2	3
191	есть уже	1	3
192	или даже	2	3
193	языка но	4	3
194	и понимание	1	3
195	и их	1	3
196	эти явления	1	3
197	что для	1	3
198	связи с	2	3
199	но оно	3	3
200	в самой	1	3
201	одной стороны	4	3
202	в состоянии	1	3
203	оно и	4	3
204	и от	4	3
205	о котором	1	3
206	и все	4	3
207	сказать что	2	3
208	как на	1	3
209	во всяком	7	3
210	ко всем	1	2
211	одним из	4	2
212	словом и	3	2
213	чтобы не	1	2
214	и есть	1	2
215	а как	2	2
216	есть не	1	2
217	в сущности	13	2
218	в некотором	1	2
219	есть для	2	2
220	бы то	1	2
221	которое он	1	2
222	одним словом	2	2
223	не все	1	2
224	для всякого	1	2
225	за пределы	4	2
226	которые не	1	2
227	в течение	1	2
228	в одних	1	2
229	и слова	1	2
230	сознания в	1	2
231	могли бы	1	2
