N	3gram	Vinokur_St_3	Narrotol
1	в том что	11	8
2	не только в	3	6
3	с одной стороны	2	5
4	состоит в том	3	4
5	о том что	4	4
6	тем не менее	2	4
7	в этом отношении	4	3
8	в известном смысле	1	3
9	по большей части	1	3
10	той или иной	1	3
11	то же время	3	3
12	можно сказать что	1	3
13	в то же	3	3
14	к тому что	2	3
15	с точки зрения	4	2
16	на самом деле	1	2
17	именно то что	1	2
18	но и в	2	2
19	и т п	6	2
20	а то и	1	2
21	не только не	1	2
22	не может быть	5	2
23	в том виде	1	1
24	не может не	1	1
25	то что я	2	1
26	в той или	1	1
27	сказать что он	1	1
28	в чем же	1	1
29	на котором он	1	1
30	иметь в виду	1	1
31	течение всей жизни	1	1
32	более или менее	1	1
33	в самом деле	1	1
34	в этом смысле	4	1
35	то же самое	1	1
36	о чем говорят	1	1
37	в последние десятилетия	1	1
38	виде в каком	1	1
39	можно было бы	1	1
40	а с другой	2	1
41	в ряде случаев	2	1
42	до сих пор	2	1
43	она тем что	1	1
44	так или иначе	1	1
45	на мой взгляд	1	1
46	между тем для	1	1
47	как раз в	1	1
48	то время как	4	1
49	что это за	2	1
50	следует заметить что	1	1
51	не в том	3	1
52	что это была	1	1
53	в связи с	3	1
54	то что он	1	1
55	в этом направлении	1	1
56	во всяком случае	4	1
57	что у него	1	1
58	и в других	1	1
59	уже не к	1	1
60	этой точки зрения	1	1
61	том виде в	1	1
62	но одновременно и	1	1
63	но в конце	1	1
64	известном смысле является	1	1
65	говорилось выше в	1	1
66	не означает что	1	1
67	в то время	4	1
68	с этой точки	1	1
69	что в ней	1	1
70	у него есть	2	1
71	но в целом	1	1
72	тем более что	2	1
73	в том смысле	2	1
74	для того чтобы	1	1
75	в каждой из	1	1
76	они не являются	1	1
77	является не только	1	1
78	и в другом	1	1
