N	2gram	Tiupa_Teor_1	Problema
1	и в	18	44
2	вовсе не	3	37
3	и не	13	35
4	то есть	12	34
5	может быть	17	28
6	по себе	1	25
7	потому что	3	25
8	то что	3	23
9	в том	16	21
10	только в	6	19
11	а не	9	18
12	в этом	8	17
13	также и	1	16
14	если мы	2	16
15	сказать что	3	16
16	художественного произведения	4	14
17	и то	2	14
18	не только	16	14
19	и даже	2	14
20	то же	7	13
21	не в	7	13
22	но в	9	12
23	том что	9	12
24	той или	1	12
25	всякий знак	1	12
26	так что	1	12
27	не является	4	11
28	отнюдь не	3	10
29	так и	10	10
30	как и	4	10
31	тем не	3	10
32	не менее	4	10
33	некоторого рода	1	10
34	у нас	2	10
35	в виду	5	10
36	но и	9	10
37	в нем	4	9
38	художественный образ	1	9
39	это не	2	9
40	и тем	3	9
41	в то	6	9
42	и это	2	9
43	никак не	1	9
44	в его	6	9
45	что и	2	9
46	что он	1	9
47	так как	1	9
48	в данном	8	9
49	как бы	5	9
50	же самое	1	9
51	таким образом	3	9
52	и от	1	9
53	сама по	1	8
54	перед нами	2	8
55	в себе	9	8
56	он не	3	8
57	было бы	1	8
58	ни в	2	8
59	только и	1	8
60	как раз	2	8
61	связи с	1	8
62	как мы	1	8
63	здесь не	1	8
64	того что	4	8
65	или иной	4	8
66	а именно	2	8
67	художественное произведение	1	8
68	что в	9	8
69	в связи	1	7
70	все эти	2	7
71	указывает на	1	7
72	данном случае	5	7
73	и что	3	7
74	с другой	7	7
75	уже не	4	7
76	еще и	1	7
77	не может	4	7
78	и потому	2	7
79	в целом	3	6
80	и к	3	6
81	о том	1	6
82	то ни	1	6
83	того или	3	6
84	никогда не	4	6
85	для этого	1	6
86	можно сказать	3	6
87	и только	1	6
88	имеет значение	1	6
89	такого рода	8	6
90	есть не	1	5
91	еще не	4	5
92	а только	3	5
93	за пределы	2	5
94	что они	1	5
95	в своем	4	5
96	хотя и	3	5
97	в нашем	4	5
98	с тем	1	5
99	и сам	1	5
100	точки зрения	9	5
101	в своей	6	5
102	тем самым	4	5
103	тех или	3	5
104	и его	8	5
105	и о	4	5
106	и здесь	2	5
107	крайней мере	1	5
108	тоже является	1	5
109	с той	1	5
110	только на	1	5
111	или даже	4	5
112	в конце	2	5
113	не было	1	5
114	по крайней	1	5
115	так же	2	5
116	как в	5	5
117	этого слова	3	5
118	все это	2	5
119	собственно говоря	1	5
120	а в	13	5
121	с ней	1	5
122	другой стороны	5	5
123	не что	1	4
124	что иное	1	4
125	иное как	1	4
126	бы то	1	4
127	в чем	1	4
128	но как	1	4
129	могли бы	2	4
130	то время	1	4
131	при этом	12	4
132	заключается в	2	4
133	на первый	1	4
134	и без	1	4
135	тому что	2	4
136	дело в	2	4
137	и притом	2	4
138	и является	2	4
139	о чем-то	1	4
140	или иных	3	4
141	отличается от	2	4
142	в ее	5	4
143	можно было	1	4
144	мы в	2	4
145	д и	1	4
146	что даже	1	4
147	тем что	1	4
148	знака и	1	4
149	мы говорим	1	4
150	дело здесь	1	4
151	или в	3	4
152	а также	6	4
153	совершенно не	1	4
154	в каком	1	4
155	в искусстве	6	4
