N	4gram	Vygotskiy__4	Psycholo
1	одна и та же	1	2
2	в то время как	1	2
3	одной и той же	4	2
4	заключается в том что	13	2
5	другой можно было бы	1	2
6	расстоянию между двумя точками	1	1
7	в том что он	1	1
8	а с другой стороны	1	1
9	точно так же как	1	1
10	указывают на то что	1	1
11	в том что они	2	1
12	свидетельствуют о том что	1	1
13	если мы обратимся к	4	1
14	когда он говорит что	1	1
15	лежащих в его основе	1	1
16	не что иное как	1	1
17	кратчайшему расстоянию между двумя	1	1
18	в самом деле если	1	1
19	равно как и на	1	1
20	между тем и другим	1	1
21	с этой точки зрения	4	1
22	можно было бы сказать	1	1
23	бы то ни было	1	1
24	было бы сказать что	1	1
25	соотнесены друг с другом	1	1
26	так же как и	4	1
27	по прямой линии как	1	1
28	что оно может быть	1	1
29	сомнения в том что	1	1
30	заключается в том чтобы	1	1
31	как мы уже говорили	2	1
