N	3gram	Ircho_Kome_3	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	в том что	9	6
4	до сих пор	9	4
5	в отличие от	1	4
6	в нем только	1	3
7	сих пор еще	1	3
8	с точки зрения	3	3
9	в этом отношении	2	3
10	так и не	1	3
11	дошедших до нас	2	2
12	в основе своей	1	2
13	и в частности	1	2
14	с одной стороны	3	2
15	он называет его	1	2
16	вовсе не является	1	2
17	в разной степени	1	2
18	в свое время	1	2
19	так и в	1	2
20	но все же	2	2
21	можно сказать что	1	1
22	однако и в	1	1
23	потому что он	1	1
24	но как раз	1	1
25	чуть ли не	1	1
26	по отношению к	3	1
27	имеем в виду	1	1
28	и до сих	1	1
29	в самом деле	6	1
30	в настоящее время	1	1
31	нет ничего страшного	1	1
32	они принадлежат к	1	1
33	на первый план	1	1
34	и не может	1	1
35	и во многом	1	1
36	он понимает что	1	1
37	и не стал	1	1
38	потому что по	1	1
39	к человеку и	1	1
40	может быть только	1	1
41	и далеко не	1	1
42	так как он	1	1
43	как раз в	1	1
44	в самом начале	1	1
45	один из них	1	1
46	хотя и без	1	1
47	в какой мере	2	1
48	нашей работы в	1	1
49	но при этом	1	1
50	в связи с	3	1
51	во всяком случае	3	1
52	но в основе	1	1
53	с другой стороны	2	1
54	как бы в	1	1
55	то же время	4	1
56	одной стороны он	1	1
57	и не знает	1	1
58	именно потому что	2	1
59	мы имеем в	1	1
60	для того чтобы	6	1
61	друг от друга	1	1
62	в то же	4	1
63	в самом его	1	1
64	в отношении к	1	1
65	из них не	1	1
66	друг с другом	1	1
67	к тому же	4	1
68	в сущности за	1	1
