N	3gram	Vygotskiy__7	Psycholo
1	в самом деле	4	18
2	на то что	4	12
3	в том что	13	11
4	с точки зрения	21	9
5	то же самое	5	8
6	для того чтобы	18	8
7	в сущности говоря	2	7
8	заключается в том	4	6
9	с самого начала	7	6
10	до сих пор	3	5
11	с одной стороны	5	5
12	с другой стороны	1	5
13	о которых мы	2	5
14	и в этом	1	3
15	и то и	1	3
16	мы могли бы	4	3
17	и то что	3	3
18	уже это одно	1	3
19	мы уже говорили	1	3
20	о том что	4	3
21	то и другое	3	3
22	должны были бы	1	2
23	мы видим в	1	2
24	которых мы говорили	2	2
25	стрекоза и муравей	1	2
26	не можем не	2	2
27	в какой мере	2	2
28	имеет место в	1	2
29	на самом деле	2	2
30	то что с	1	2
31	только в том	1	2
32	и во всех	1	2
33	как мы увидим	1	2
34	это имеет место	1	2
35	вместе с тем	4	2
36	уяснить себе смысл	1	2
37	одно и то	3	2
38	то время как	2	2
39	он говорит что	1	2
40	не совпадает с	3	2
41	в данном случае	5	2
42	может быть не	1	2
43	смысле этого слова	3	2
44	все больше и	2	2
45	и то же	3	2
46	во всяком случае	1	2
47	что у него	1	2
48	потому что они	1	2
49	мы увидим ниже	1	2
50	в лучшем случае	2	2
51	мы не можем	3	2
52	в то время	2	2
53	и вместе с	2	2
54	в свою очередь	2	2
55	больше и больше	2	2
56	к тому что	6	2
57	она не имеет	1	2
58	по аналогии с	1	2
59	все же в	1	2
60	как мы видели	3	2
61	ни о каких	1	1
62	том что она	2	1
63	одна из важнейших	1	1
64	но все же	1	1
65	таким образом если	1	1
66	такой же мере	3	1
67	потому что он	2	1
68	со всеми присущими	1	1
69	какой мере не	2	1
70	что в этом	2	1
71	и столь же	2	1
72	но напротив того	1	1
73	и в своей	1	1
74	потому что в	1	1
75	та же самая	1	1
76	показывает что в	1	1
77	мы должны были	1	1
78	что при такой	1	1
79	в том и	3	1
80	самом деле если	1	1
81	никак не может	1	1
82	внимание на то	1	1
83	как это имеет	1	1
84	том и заключается	1	1
85	в силу того	1	1
86	в одной и	1	1
87	по своему значению	2	1
88	то что является	1	1
89	в зависимости от	1	1
90	мы не имеем	1	1
91	есть в сущности	1	1
92	что он не	1	1
93	бы в одну	1	1
94	в отличие от	2	1
95	таким образом все	1	1
96	в этом отношении	3	1
97	и заключается что	1	1
98	кроме того что	1	1
99	заключает в себе	1	1
100	можно было бы	1	1
101	ни в какой	2	1
102	с этой точки	4	1
103	во всех остальных	1	1
104	так как она	3	1
105	той же мере	2	1
106	и что в	1	1
107	все эти три	2	1
108	дело идет о	1	1
109	мы нашли что	3	1
110	тот факт что	1	1
111	что оба эти	1	1
112	наше предположение что	1	1
113	в той же	2	1
114	состоит в том	3	1
115	простого зеркального отражения	1	1
116	в басне стрекоза	1	1
117	не иначе как	2	1
118	и ничего не	1	1
119	одновременно с этим	1	1
120	в такой же	3	1
121	мы говорили выше	2	1
122	том что они	2	1
123	заключать в себе	1	1
124	мере в какой	2	1
125	и той же	2	1
126	то же слово	1	1
127	сосна и пальма	1	1
128	с таким образом	1	1
129	что несмотря на	1	1
130	в противоположном направлении	1	1
131	этой точки зрения	4	1
132	что то же	1	1
133	очевидно что в	1	1
134	сущности говоря это	1	1
135	по сравнению с	7	1
136	так например в	1	1
137	таким образом мы	1	1
138	для нас и	1	1
139	если бы мы	1	1
140	как это мы	1	1
141	басне стрекоза и	1	1
142	того что эта	1	1
143	не только не	9	1
144	и мы вправе	1	1
145	что эта фраза	1	1
146	можно сказать что	3	1
147	каждой из них	1	1
148	но и не	3	1
149	тот самый пример	1	1
150	чем перейти к	2	1
151	между собой не	1	1
152	по этому поводу	3	1
153	одной и той	2	1
154	так что в	1	1
155	всего сказанного выше	1	1
156	могли бы сказать	2	1
157	того как мы	1	1
158	не может быть	4	1
159	в высшей степени	1	1
160	он никак не	1	1
161	она не может	1	1
162	подобно тому как	1	1
163	что если бы	1	1
164	как раз в	2	1
