N	3gram	Medvedev_F_1	KulturaY
1	и т п	4	24
2	и т д	8	14
3	в том что	1	10
4	с точки зрения	13	8
5	с другой стороны	1	7
6	в этом смысле	1	5
7	во всяком случае	4	5
8	тем не менее	1	5
9	в зависимости от	2	4
10	не может быть	5	4
11	в лучшем случае	3	3
12	в этом отношении	1	3
13	в связи с	2	3
14	то же время	8	3
15	в то же	8	3
16	не говоря уже	1	2
17	на самом деле	6	2
18	но даже и	1	2
19	говоря уже о	1	2
20	хотя бы и	1	2
21	в первый период	1	2
22	с этой точки	1	2
23	вместе с тем	1	2
24	так же как	1	2
25	ту же основную	1	2
26	в отличие от	1	2
27	т е на	1	2
28	и в том	1	2
29	в широком смысле	1	2
30	по себе не	1	2
31	этой точки зрения	1	2
32	в свою очередь	6	2
33	того или иного	2	2
34	т п в	1	2
35	но все же	1	2
36	чтобы понять что	1	2
37	так или иначе	1	2
38	он должен быть	1	1
39	состоит в том	1	1
40	слово а не	1	1
41	прежде всего в	3	1
42	а прежде всего	1	1
43	имеет первостепенное значение	1	1
44	в настоящее время	10	1
45	в том и	1	1
46	может и не	1	1
47	должен был бы	1	1
48	т е к	1	1
49	до сих пор	6	1
50	в своей книге	2	1
51	тот или иной	1	1
52	можно говорить о	1	1
53	отнюдь не следует	1	1
54	конечно не может	1	1
55	бы то ни	3	1
56	не менее трудно	1	1
57	несмотря на их	1	1
58	действительно было бы	1	1
59	широком смысле слова	1	1
60	и не в	2	1
61	была бы уже	1	1
62	может быть и	3	1
63	и в частности	2	1
64	все это в	1	1
65	т е в	1	1
66	следует еще указать	1	1
67	в данном случае	1	1
68	сами по себе	2	1
69	резко отличен от	1	1
70	что на самом	1	1
71	то ни было	1	1
72	с одной стороны	4	1
73	совершается в пределах	1	1
74	смысле этого слова	3	1
75	зависимости от того	1	1
76	а также и	1	1
77	самом деле это	1	1
78	на основе такого	1	1
79	нет почти ни	1	1
80	по сравнению с	1	1
81	ни на минуту	1	1
82	в последнее время	1	1
83	в противном случае	1	1
84	все более и	2	1
85	ведь на самом	1	1
86	т е как	2	1
87	вместо того чтобы	1	1
88	и пр и	2	1
89	иначе как в	1	1
90	почти ни одного	1	1
91	убедиться в этом	2	1
92	до тех пор	1	1
93	заключается в том	1	1
94	в том чтобы	2	1
95	у них есть	1	1
96	связи с этим	2	1
97	ничего общего с	1	1
98	как такового в	1	1
99	с самого начала	1	1
100	более и более	2	1
101	не замечаем что	1	1
102	к тому чтобы	1	1
103	не выходит за	1	1
104	не может и	1	1
105	в большинстве случаев	2	1
106	к тому что	1	1
107	тех или иных	1	1
108	сама по себе	2	1
109	в предисловии к	1	1
110	пр и пр	2	1
111	то же что	1	1
112	с помощью этого	1	1
113	случае действительно было	1	1
114	и до конца	3	1
115	как мы знаем	1	1
116	как мы видели	2	1
117	и здесь не	1	1
