N	3gram	Losev_Prob_2	Komedia
1	в том что	4	9
2	в то время	1	5
3	с другой стороны	5	5
4	то время как	1	4
5	в конце концов	7	4
6	в то же	4	4
7	и т д	6	4
8	в этом отношении	1	3
9	с одной стороны	5	3
10	о том что	14	3
11	несмотря на всю	2	3
12	не говоря уже	4	2
13	то же самое	5	2
14	говоря уже о	4	2
15	но и в	3	2
16	может быть даже	1	2
17	до сих пор	4	2
18	то ни было	1	2
19	бы то ни	2	2
20	во всяком случае	10	2
21	или может быть	1	2
22	на то что	4	2
23	в хронологическом порядке	1	2
24	можно судить по	1	2
25	том что в	2	1
26	и один из	1	1
27	в следующем виде	1	1
28	что иное как	3	1
29	или хотя бы	2	1
30	и не все	1	1
31	но и не	2	1
32	содержания и формы	1	1
33	за последние два	1	1
34	предстает перед нами	1	1
35	более или менее	4	1
36	подобно тому как	2	1
37	мы ничего не	1	1
38	он может быть	1	1
39	последние два десятилетия	1	1
40	в том числе	2	1
41	мы и здесь	1	1
42	и даже до	1	1
43	же как и	1	1
44	которые получили в	1	1
45	и не только	1	1
46	в зависимости от	1	1
47	или совсем не	1	1
48	только в условиях	1	1
49	вместе с тем	1	1
50	как будто бы	5	1
51	можно говорить о	2	1
52	мы не только	2	1
53	а может быть	2	1
54	можно было бы	2	1
55	это вовсе не	1	1
56	и здесь мы	2	1
57	ничего не знаем	1	1
58	что все это	1	1
59	как это ясно	1	1
60	так же как	1	1
61	представление о том	1	1
62	в этой области	3	1
63	в данном случае	5	1
64	не только в	2	1
65	обстоит дело с	1	1
66	так или иначе	6	1
67	во всех отношениях	1	1
68	в одном случае	1	1
69	даже не только	1	1
70	одной из самых	1	1
71	всего этого можно	1	1
72	потому что они	1	1
73	быть даже и	1	1
74	и особенно в	1	1
75	как один из	1	1
76	потому что и	1	1
77	и независимо от	2	1
78	с самого начала	2	1
79	и прежде всего	2	1
80	не что иное	3	1
81	друг от друга	2	1
82	в другом случае	1	1
83	как мы уже	1	1
84	до начала х	1	1
85	тем не менее	12	1
86	или вовсе не	1	1
87	для того чтобы	2	1
88	насколько можно судить	1	1
89	на то чтобы	1	1
90	и тот же	2	1
