N	4gram	Bakhtin_sl_1	FransuaR
1	в той или иной	9	5
2	в большей или меньшей	3	4
3	большей или меньшей степени	3	4
4	на самом же деле	1	3
5	как мы уже сказали	2	3
6	дело в том что	1	2
7	всегда в той или	2	2
8	мы имеем в виду	1	1
9	на мир и на	1	1
10	этапах своего исторического развития	1	1
11	не в меньшей степени	1	1
12	как бы ни были	1	1
13	в меньшей степени чем	1	1
14	точки зрения на мир	2	1
15	что не укладывается в	1	1
16	свое наиболее полное и	1	1
17	но в то же	4	1
18	у стерна и жан-поля	1	1
19	и перестает быть тем	1	1
20	той или иной степени	9	1
21	укладывается в прокрустово ложе	1	1
22	при всех различиях в	1	1
23	на то или иное	1	1
24	в то же время	12	1
25	не укладывается в прокрустово	1	1
