N	4gram	Vygotskiy__1	EvropaiE
1	в то же время	1	14
2	и в то же	1	8
3	с одной стороны и	1	6
4	с этой точки зрения	1	5
5	так же как и	4	3
6	заключается в том что	4	2
7	дело в том что	1	1
8	с другой стороны в	1	1
9	и с точки зрения	1	1
10	в том числе и	1	1
11	и та и другая	1	1
12	в то время как	4	1
13	если оставить в стороне	1	1
14	и не быть в	1	1
15	с точки зрения развития	1	1
16	в некотором смысле она	1	1
17	из того что в	1	1
18	о котором мы говорили	1	1
19	то же время не	1	1
20	в тех случаях когда	1	1
21	того что мы знаем	1	1
