N	3gram	Propp_Russ_2	Vvedenie
1	и т д	5	36
2	для того чтобы	6	20
3	в том что	18	12
4	о том что	4	12
5	не может быть	3	8
6	тем не менее	2	8
7	в применении к	1	6
8	к выводу что	1	6
9	в том чтобы	2	5
10	с другой стороны	1	5
11	что иное как	2	4
12	в этом случае	6	4
13	в этом отношении	1	4
14	можно было бы	1	4
15	т е в	5	4
16	в данном случае	6	4
17	и в этом	1	4
18	не только как	1	4
19	во всяком случае	1	4
20	не что иное	2	4
21	с одной стороны	2	4
22	вместе с тем	4	3
23	вопрос о том	1	3
24	и в том	1	3
25	можно сказать что	1	3
26	как мы видели	1	3
27	потому что он	1	2
28	в другом месте	1	2
29	состоит в том	13	2
30	дело в том	1	2
31	подобно тому как	3	2
32	может быть и	1	2
33	xix в в	1	2
34	смысле этого слова	1	2
35	но вместе с	2	2
36	а так как	1	2
37	направление в изучении	1	2
38	к этому времени	1	2
39	в этих случаях	3	2
40	как мы уже	1	2
41	по этому поводу	2	2
42	это еще не	1	2
43	мы уже знаем	1	2
44	т д а	1	2
45	а между тем	1	1
46	не может не	1	1
47	а это в	1	1
48	также в том	1	1
49	потому что в	1	1
50	показывает что в	1	1
51	более или менее	1	1
52	в настоящее время	1	1
53	это в свою	1	1
54	т е не	1	1
55	во многих случаях	2	1
56	в том же	1	1
57	может быть назван	1	1
58	но и как	1	1
59	как раз наоборот	1	1
60	так как эти	1	1
61	в отличие от	3	1
62	но и в	1	1
63	не следует представлять	1	1
64	xix в и	1	1
65	смотрят на нее	1	1
66	может быть только	2	1
67	все то что	1	1
68	при этом говорит	1	1
69	так же как	4	1
70	что чем больше	1	1
71	всяком случае не	1	1
72	следует представлять себе	1	1
73	может быть не	1	1
74	нужно было бы	1	1
75	в точности соответствует	1	1
76	есть и другие	1	1
77	одним из самых	1	1
78	имея в виду	1	1
79	в свою очередь	1	1
80	так как в	1	1
81	только тогда когда	3	1
82	после того как	2	1
83	как одна из	1	1
84	отличие от других	1	1
85	в xix в	3	1
86	а именно в	2	1
87	все же в	1	1
88	из того что	1	1
89	наблюдения и выводы	1	1
90	которое в этих	1	1
