N	3gram	Voloshinov_1	Hudozhes
1	по отношению к	9	10
2	в отличие от	1	7
3	в то же	5	6
4	то же время	5	6
5	в том что	4	5
6	можно сказать что	3	3
7	и то же	1	3
8	одно и то	1	3
9	тем не менее	2	3
10	в конечном счете	1	3
11	с точки зрения	10	3
12	с одной стороны	1	2
13	в данный момент	1	2
14	в таком случае	2	2
15	до известной степени	1	2
16	для того чтобы	1	2
17	а с другой	1	2
18	и прежде всего	5	2
19	тот или иной	1	2
20	в свою очередь	1	2
21	может быть это	1	1
22	из этих двух	1	1
23	и др в	1	1
24	в жизни человека	3	1
25	таким образом что	1	1
26	в таких случаях	2	1
27	все что может	2	1
28	внешнем мире и	1	1
29	одной из своих	1	1
30	во внешнем мире	3	1
31	себе а в	1	1
32	он не только	1	1
33	в одной из	1	1
34	бы то ни	1	1
35	это и есть	1	1
36	так и его	1	1
37	жизни человека и	2	1
38	из того что	1	1
39	субъективной и объективной	1	1
40	на всех людей	1	1
41	прежде всего к	3	1
42	во внутренней речи	1	1
43	но в отличие	1	1
44	только в условиях	1	1
45	отношению к его	1	1
46	может быть и	1	1
47	таким образом и	1	1
48	иметь в виду	1	1
49	больше и больше	1	1
50	точки зрения в	1	1
51	должен быть положен	1	1
52	по ту сторону	3	1
53	что он не	1	1
54	о том что	1	1
55	является как бы	1	1
56	в этом случае	1	1
57	в настоящее время	1	1
58	в особенности в	1	1
59	как бы в	1	1
60	в то время	1	1
61	и со всеми	1	1
62	в хх веке	1	1
63	все то что	2	1
64	на время в	1	1
65	высшей ценностью и	1	1
66	то или иное	2	1
67	между субъективной и	1	1
68	в чем состоит	1	1
69	только то что	2	1
70	не могут быть	3	1
71	позицию по отношению	1	1
72	на этом пути	1	1
73	в себе самом	1	1
74	и по отношению	2	1
75	быть не может	1	1
76	в свое время	1	1
77	в зависимости от	2	1
78	в себе и	1	1
79	и его роли	1	1
80	то что может	1	1
81	в себя и	1	1
82	его роли в	2	1
83	не может быть	3	1
84	том что он	2	1
85	между собой в	1	1
86	это было бы	1	1
87	по крайней мере	1	1
