N	2gram	Tiupa_Anal_1	VrazhdaK
1	в году	1	18
2	не только	15	9
3	в этом	13	8
4	и в	18	8
5	и что	1	8
6	но и	17	7
7	и все	3	7
8	то что	6	7
9	что в	5	7
10	все же	4	6
11	но в	8	6
12	в нем	3	6
13	как и	13	6
14	в котором	3	6
15	и с	2	6
16	о нем	3	6
17	в начале	2	6
18	и даже	1	6
19	в романе	1	6
20	то же	9	5
21	в то	9	5
22	же время	6	5
23	между тем	5	5
24	у него	1	5
25	не было	1	5
26	и не	21	5
27	х годов	2	4
28	в ней	1	4
29	что он	3	4
30	что достоевский	1	4
31	при этом	12	4
32	это не	6	4
33	несмотря на	2	4
34	в виду	1	4
35	с ним	4	4
36	о том	5	4
37	для нас	1	4
38	может быть	29	4
39	как бы	5	4
40	в своих	1	4
41	речь идет	1	3
42	одним из	3	3
43	я не	1	3
44	он был	1	3
45	в чем	1	3
46	с его	3	3
47	и как	5	3
48	его в	1	3
49	он не	3	3
50	далеко не	6	3
51	и уже	1	3
52	том что	12	3
53	но он	1	3
54	и его	5	3
55	связи с	1	3
56	и о	2	3
57	и во	1	3
58	в его	13	3
59	в том	27	3
60	чтобы он	1	3
61	в связи	1	3
62	о себе	1	3
63	отношения к	2	2
64	и то	2	2
65	на место	2	2
66	он сам	1	2
67	столь же	4	2
68	но как	1	2
69	тогда как	14	2
70	отнюдь не	15	2
71	в известном	1	2
72	в той	8	2
73	его на	1	2
74	в этой	5	2
75	в себе	11	2
76	их в	1	2
77	таким образом	3	2
78	в мире	8	2
79	в них	1	2
80	а с	3	2
81	на первый	1	2
82	во время	1	2
83	точки зрения	6	2
84	в своей	6	2
85	и ее	1	2
86	с точки	4	2
87	место в	3	2
88	не менее	1	2
89	том же	1	2
90	одна из	1	2
91	никогда не	2	2
92	к себе	1	2
93	его с	1	2
94	на это	1	2
95	время он	1	2
96	же не	1	2
97	на основе	2	2
98	в в	1	2
99	еще не	3	2
100	а также	3	2
101	тем более	2	2
102	что ж	1	2
103	уже не	4	2
104	при помощи	2	2
105	из них	2	2
106	его и	2	2
107	для него	2	2
108	от сознания	1	2
109	отношение к	2	2
110	как раз	1	2
111	и т.п	5	2
112	о чем	1	2
113	начиная с	1	2
114	не может	22	2
115	вместе с	4	2
116	в него	1	2
117	но это	1	2
118	же в	1	2
119	а в	9	2
120	а н	1	2
121	личность и	1	2
122	в свою	1	2
123	себя как	1	1
124	как известно	3	1
125	ко всем	1	1
126	также и	2	1
127	человека и	1	1
128	того же	4	1
129	героя другого	1	1
130	е годы	1	1
131	и есть	3	1
132	а от	1	1
133	по преимуществу	1	1
134	его биографической	1	1
135	едва ли	2	1
136	в их	5	1
137	по его	1	1
138	той же	2	1
139	он как	1	1
140	равно как	1	1
141	совпадает с	2	1
142	в полной	3	1
143	в разные	1	1
144	аналогичному эпизоду	1	1
145	в составе	2	1
146	событий и	1	1
147	и был	1	1
148	одном из	1	1
149	служит для	1	1
150	по своему	1	1
151	как правило	4	1
152	и всего	1	1
153	но не	10	1
154	а тем	1	1
155	с пушкиным	1	1
156	в сторону	1	1
157	не все	2	1
158	если в	3	1
159	и т.д	1	1
160	тут же	1	1
161	в е	1	1
162	ли эта	1	1
163	как по	1	1
164	как говорит	2	1
165	первый взгляд	1	1
166	независимо от	1	1
167	как в	1	1
168	полемично по	1	1
169	для всех	1	1
170	как к	2	1
171	что как	3	1
172	что ее	1	1
173	как нам	1	1
174	впервые на	1	1
175	и наконец	1	1
176	не являются	2	1
177	то в	2	1
178	в самом	6	1
179	что это	1	1
180	в целом	5	1
181	что же	2	1
182	рассказ о	2	1
183	встреча с	1	1
184	тому же	4	1
185	как он	3	1
186	он всегда	1	1
187	да и	1	1
188	от которого	2	1
189	одному из	2	1
190	всех этих	1	1
191	в силу	3	1
192	этот процесс	1	1
193	уже говорилось	1	1
194	из него	1	1
195	что ни	1	1
196	однако в	3	1
197	одно и	1	1
198	не будет	3	1
199	эпизод не	1	1
200	в глубине	1	1
201	самим собой	2	1
202	говорить не	1	1
203	заключается в	1	1
204	было бы	2	1
205	в итоге	1	1
206	из первых	1	1
207	и романа	1	1
208	соответствии с	2	1
209	анализу в	1	1
210	не всегда	4	1
211	он и	1	1
212	такой же	2	1
213	одного и	2	1
214	в этих	1	1
215	молодого человека	1	1
216	всяком случае	1	1
217	и пошел	1	1
218	в авторском	1	1
219	начале х	2	1
220	встрече с	3	1
221	своего рода	3	1
222	привлекает внимание	1	1
223	по крайней	1	1
224	раз и	1	1
225	вплоть до	1	1
226	тем самым	7	1
227	человека но	1	1
228	от нас	1	1
229	литературу как	1	1
230	первая часть	1	1
231	в процессе	2	1
232	было не	1	1
233	только не	2	1
234	нельзя не	1	1
235	ничего не	1	1
236	ему было	1	1
237	иными словами	1	1
238	б в	1	1
239	того в	1	1
240	эпизода с	1	1
241	по своей	6	1
242	такая же	1	1
243	ему и	1	1
244	текста к	2	1
245	потому что	2	1
246	в эпизоде	2	1
247	этом отношении	2	1
248	эту сторону	1	1
249	в каком	1	1
250	следует рассматривать	1	1
251	этот факт	1	1
252	могут быть	4	1
253	отличается от	2	1
254	не есть	8	1
255	свою очередь	1	1
256	но при	1	1
257	в ее	1	1
258	на той	1	1
259	но мы	1	1
260	роль в	2	1
261	и сам	2	1
262	человека он	1	1
263	так и	4	1
264	не с	4	1
265	еще в	2	1
266	том как	1	1
267	быть может	2	1
268	и эстетический	1	1
269	внимание к	1	1
270	во всяком	1	1
271	приближается к	1	1
272	в будущее	1	1
273	друг у	1	1
274	его жизни	1	1
275	до сих	1	1
276	это была	1	1
277	к нему	3	1
278	во всех	1	1
279	последнего в	1	1
280	себе знать	1	1
281	во всей	1	1
282	крайней мере	1	1
283	у друга	1	1
284	вслед за	1	1
285	романа в	2	1
286	человека как	1	1
287	в литературе	4	1
288	тех пор	1	1
289	этом смысле	1	1
290	один из	2	1
291	ли он	2	1
292	проникнуть в	1	1
293	во всем	1	1
294	то он	2	1
295	он уже	1	1
296	в качестве	31	1
297	себя в	6	1
298	сколько в	1	1
299	внимание в	1	1
300	хотя в	1	1
301	в душе	1	1
302	к своим	1	1
303	что для	1	1
304	ни с	3	1
305	говорит о	1	1
306	никто не	3	1
307	мы находим	1	1
308	в одном	1	1
309	существенно что	1	1
310	друг друга	1	1
311	каждый из	2	1
312	не просто	2	1
313	в особенности	1	1
314	в н	1	1
315	с другой	4	1
316	именно в	4	1
