N	3gram	Vygotskiy__7	Psycholo
1	в том что	13	17
2	для того чтобы	18	13
3	в самом деле	4	11
4	с точки зрения	21	10
5	заключается в том	4	10
6	не может быть	4	8
7	с таким образом	1	8
8	так же точно	3	7
9	на то что	4	6
10	то же самое	5	6
11	на самом деле	2	5
12	до сих пор	3	5
13	в этом отношении	3	5
14	и той же	2	4
15	сам по себе	1	4
16	в сущности говоря	2	4
17	можно было бы	1	4
18	так же как	7	4
19	в данном случае	5	4
20	тем не менее	3	4
21	о том что	4	4
22	только в том	1	4
23	одной и той	2	4
24	том что она	2	3
25	том что он	2	3
26	точно так же	2	3
27	то что она	1	3
28	в конце концов	1	3
29	в то время	2	3
30	никогда не может	1	3
31	само по себе	1	3
32	в конечном счете	2	3
33	что и в	1	3
34	том что в	2	2
35	имеет дело с	1	2
36	состоит в том	3	2
37	как только мы	1	2
38	том же самом	1	2
39	так как в	1	2
40	подобно тому как	1	2
41	в том и	3	2
42	и не может	1	2
43	представление о том	2	2
44	что он не	1	2
45	как и в	3	2
46	таким образом все	1	2
47	того и другого	2	2
48	что все это	1	2
49	рассматривать его с	1	2
50	и то что	3	2
51	во всех остальных	1	2
52	то время как	2	2
53	и что в	1	2
54	самое что и	1	2
55	по сравнению с	7	2
56	начала и до	1	2
57	во всяком случае	1	2
58	том и заключается	1	2
59	этой точки зрения	4	2
60	в этой области	1	2
61	и таким образом	1	2
62	того чтобы показать	1	2
63	таким образом в	2	2
64	потому что все	1	2
65	же самое что	2	2
66	в свою очередь	2	2
67	это значит что	1	2
68	с другой стороны	1	2
69	в то же	1	2
70	заключает в себе	1	2
71	к тому что	6	2
72	только потому что	3	2
73	точки зрения есть	1	2
74	слова в этом	1	1
75	что иное как	1	1
76	иначе как в	1	1
77	тех пор пока	1	1
78	в силу того	1	1
79	относительно того что	1	1
80	потому что в	1	1
81	объясняется то что	1	1
82	та же самая	1	1
83	что при такой	1	1
84	в этом смысле	1	1
85	а не по	1	1
86	никак не может	1	1
87	так и во	1	1
88	в этом случае	14	1
89	же как и	2	1
90	что она есть	1	1
91	в одну кучу	1	1
92	имеет в виду	3	1
93	только ничего не	1	1
94	в зависимости от	1	1
95	когда ребенок перестает	1	1
96	мы вправе были	1	1
97	в отличие от	2	1
98	ко всем его	1	1
99	по своему значению	2	1
100	мы находим в	2	1
101	при переходе от	3	1
102	и заключается что	1	1
103	легко убедиться что	1	1
104	уже это одно	1	1
105	то все эти	1	1
106	и во всех	1	1
107	кроме того что	1	1
108	тем что она	1	1
109	если мы примем	1	1
110	и значение в	1	1
111	теоретической и практической	1	1
112	примем во внимание	1	1
113	находят свое выражение	1	1
114	с этой точки	4	1
115	силу того что	1	1
116	вместе с тем	4	1
117	по аналогии с	1	1
118	и в этих	1	1
119	то что было	1	1
120	одно и то	3	1
121	потому что он	2	1
122	он говорит что	1	1
123	так как она	3	1
124	едва ли не	2	1
125	совершенно понятно что	1	1
126	приводит к тому	2	1
127	может быть не	1	1
128	то что для	2	1
129	дело идет о	1	1
130	с одной стороны	5	1
131	если продолжить эту	1	1
132	должна была бы	1	1
133	и то же	3	1
134	но при этом	1	1
135	мы примем во	1	1
136	все больше и	2	1
137	с тем же	1	1
138	не могут быть	1	1
139	благодаря тому что	2	1
140	и ничего не	1	1
141	в одном случае	1	1
142	но именно в	1	1
143	чтобы уяснить себе	2	1
144	само собой если	1	1
145	к той же	1	1
146	того чтобы сделать	2	1
147	указывает только на	1	1
148	только о том	1	1
149	вместо того чтобы	1	1
150	мы могли бы	4	1
151	что с этой	1	1
152	друг с другом	2	1
153	сказать что оно	1	1
154	есть не что	1	1
155	и самое существенное	1	1
156	не только ничего	1	1
157	к которой мы	1	1
158	в известный момент	1	1
159	то что мы	1	1
160	того факта что	1	1
161	в этом и	2	1
162	вправе были бы	1	1
163	и тем самым	4	1
164	к выводу что	2	1
165	с самого начала	7	1
166	не только не	9	1
167	доказательство в пользу	1	1
168	что оба эти	1	1
169	можно сказать что	3	1
170	речи но и	2	1
171	так же хорошо	1	1
172	до тех пор	1	1
173	может и не	1	1
174	заставляет думать что	1	1
175	друг от друга	2	1
176	с другом и	1	1
177	не может найти	1	1
178	на всем протяжении	4	1
179	по себе но	1	1
180	после того как	1	1
181	больше и больше	2	1
182	по этому поводу	3	1
183	что для нее	2	1
184	не что иное	1	1
185	в первом случае	3	1
186	сих пор ни	1	1
187	случае не может	1	1
188	в высшей степени	1	1
189	привело к тому	1	1
190	кислород и водород	1	1
191	тот факт что	1	1
192	анализ показывает что	1	1
