N	3gram	Bakhtin_Fr_7	Problema
1	то же самое	1	9
2	в данном случае	1	8
3	сам по себе	1	7
4	содержит в себе	1	7
5	ничего общего с	1	7
6	в этом смысле	1	6
7	о том что	1	5
8	в том что	3	5
9	на самом деле	1	4
10	в конце концов	4	4
11	в связи с	1	4
12	вовсе не являются	1	4
13	то есть в	4	4
14	в то же	9	4
15	дело в том	2	3
16	более или менее	2	3
17	с точки зрения	3	3
18	что в нем	1	3
19	во всяком случае	1	3
20	то что в	2	3
21	и тем самым	1	3
22	по этому поводу	1	3
23	о том как	2	2
24	что иное как	1	2
25	свидетельствует о том	1	2
26	есть не что	1	2
27	нужно сказать и	1	2
28	а также и	1	2
29	имеет ничего общего	1	2
30	и в этом	1	2
31	тем что в	1	2
32	не имеет ничего	1	2
33	имел в виду	1	2
34	с тем что	1	2
35	и в самом	1	2
36	в себе все	2	2
37	не что иное	1	2
38	можно было бы	2	2
39	и может быть	1	1
40	само собой разумеющееся	1	1
41	в их конкретности	1	1
42	все дело в	1	1
43	в чем же	1	1
44	бы оно ни	2	1
45	мы уже сказали	1	1
46	есть прежде всего	1	1
47	при этом ни	1	1
48	в том же	1	1
49	как в его	1	1
50	и даже больше	1	1
51	на первый план	1	1
52	с представлением о	1	1
53	мы находим в	1	1
54	а следовательно и	2	1
55	из них в	1	1
56	как мы сказали	1	1
57	является одним из	1	1
58	прежде всего ее	1	1
59	мы говорили о	1	1
60	отношения к самому	1	1
61	на самом же	1	1
62	в этом отношении	2	1
63	а в дальнейшем	1	1
64	в отдельности а	1	1
65	до наших дней	1	1
66	что в конце	1	1
67	как нечто само	1	1
68	то что было	1	1
69	только в ее	1	1
70	в это время	1	1
71	все это в	2	1
72	но в то	3	1
73	не только в	1	1
74	все эти бесконечные	1	1
75	человека а следовательно	1	1
76	мы не знаем	1	1
77	рождение и смерть	1	1
78	не должна казаться	1	1
79	для нашего восприятия	2	1
80	так и в	3	1
81	то что находится	1	1
82	нечто само собой	1	1
83	о которой мы	1	1
84	и на начало	1	1
85	его к тому	1	1
86	вовсе не на	1	1
87	мы здесь не	1	1
88	о том какое	1	1
89	есть не только	1	1
90	одним из самых	1	1
91	мы остановимся на	1	1
92	в его целом	2	1
93	и в том	1	1
94	хотя и в	1	1
95	и до наших	1	1
96	мы уже видели	2	1
97	в известной мере	1	1
98	притом не в	1	1
99	и это не	1	1
100	ведь все эти	1	1
101	оно ни было	2	1
102	не есть нечто	1	1
103	таким образом в	1	1
104	однако не в	1	1
105	взятый сам по	1	1
106	особенно в период	1	1
107	дело не с	1	1
108	к нему и	1	1
109	выходит за пределы	1	1
110	момент времени в	1	1
111	в другом случае	1	1
112	как мы уже	1	1
113	чуть было не	1	1
114	в том и	1	1
115	том и в	1	1
116	никакого отношения к	1	1
117	что находится в	1	1
118	мы уже указывали	1	1
119	и в его	2	1
120	ни для кого	1	1
121	самом же деле	1	1
122	слово о нем	1	1
123	как и в	2	1
124	к тому же	1	1
125	таким образом на	1	1
126	как мы видели	4	1
127	как бы оно	1	1
128	и в другом	1	1
