N	2gram	Trubetskoy_1	Psycholo
1	и в	23	38
2	то что	18	35
3	в том	30	25
4	в самом	8	25
5	самом деле	12	21
6	что в	8	20
7	может быть	16	19
8	и что	8	18
9	на то	9	16
10	что она	1	16
11	точки зрения	13	16
12	в ней	3	15
13	то есть	2	15
14	том что	19	14
15	если бы	8	14
16	как бы	10	14
17	потому что	9	14
18	в этом	12	13
19	в этой	6	13
20	совершенно ясно	2	13
21	не только	7	12
22	таким образом	31	12
23	было бы	3	12
24	не в	8	12
25	мы видим	1	12
26	что он	7	11
27	то же	4	10
28	в сущности	2	10
29	что это	5	10
30	и не	8	10
31	же самое	1	10
32	и все	7	10
33	увидим что	1	9
34	о которых	6	9
35	с точки	8	9
36	того чтобы	8	9
37	и то	4	8
38	с этим	11	8
39	все же	13	8
40	и как	1	8
41	с тем	2	8
42	как и	9	8
43	видим что	1	8
44	и это	3	8
45	так что	5	8
46	вовсе не	2	8
47	для того	8	8
48	перед нами	1	8
49	для нас	3	8
50	из этого	6	8
51	мы уже	4	7
52	с другой	6	7
53	заключается в	2	7
54	мы можем	6	7
55	не может	17	7
56	все то	2	7
57	как мы	2	7
58	что у	2	7
59	никак не	1	7
60	между тем	12	7
61	может служить	3	7
62	а не	1	7
63	а в	3	7
64	и на	6	6
65	в которых	2	6
66	и если	6	6
67	он не	3	6
68	мы видели	2	6
69	в котором	2	6
70	тому что	2	6
71	она не	2	6
72	не имеет	1	6
73	самого начала	1	6
74	и его	1	6
75	с и	1	6
76	к тому	8	6
77	с самого	1	6
78	ясно что	8	6
79	о том	7	6
80	один из	1	6
81	с одной	3	6
82	если мы	4	6
83	из них	5	6
84	так как	7	6
85	до сих	8	6
86	которых мы	3	6
87	должна быть	5	5
88	мы не	1	5
89	я не	2	5
90	время в	1	5
91	в своем	10	5
92	в которой	5	5
93	на этом	2	5
94	в другом	2	5
95	несмотря на	6	5
96	с такой	1	5
97	иначе говоря	4	5
98	в своей	1	5
99	в его	5	5
100	но и	9	5
101	одной стороны	2	5
102	вместе с	6	5
103	сих пор	8	5
104	о котором	7	5
105	другой стороны	5	5
106	совершенно не	3	5
107	на деле	1	4
108	что эти	2	4
109	что если	3	4
110	которую мы	1	4
111	время как	1	4
112	во всех	10	4
113	не то	3	4
114	что они	2	4
115	как в	1	4
116	в целом	5	4
117	все эти	19	4
118	в тех	3	4
119	в себе	5	4
120	если он	2	4
121	в нем	3	4
122	при этом	9	4
