N	3gram	Propp_Isto_4	Narrotol
1	в данном случае	3	8
2	не только в	2	6
3	и тем самым	1	4
4	не может быть	4	4
5	подобно тому как	1	3
6	по большей части	1	3
7	тем не менее	2	3
8	о том что	2	2
9	внимание на то	1	2
10	то же самое	2	2
11	до сих пор	5	2
12	друг на друга	1	2
13	но и в	1	2
14	в зависимости от	1	2
15	одно и то	1	2
16	и то же	1	2
17	в связи с	2	2
18	можно сказать что	1	2
19	на то что	3	2
20	в центре внимания	1	2
21	что иное как	3	1
22	порой в качестве	1	1
23	мере того как	1	1
24	обращается к нему	1	1
25	не только с	1	1
26	в том числе	1	1
27	по мере того	1	1
28	дело не только	1	1
29	же как и	4	1
30	с другой стороны	4	1
31	и не только	1	1
32	и не может	1	1
33	как и все	1	1
34	как мы увидим	1	1
35	не говорится но	1	1
36	и то что	5	1
37	с этого момента	1	1
38	точно так же	5	1
39	одна из них	1	1
40	из которых он	1	1
41	может быть и	1	1
42	не могло быть	1	1
43	в этой связи	1	1
44	как и в	1	1
45	и не по	1	1
46	в меньшей степени	1	1
47	он уже не	1	1
48	из них не	1	1
49	что у него	1	1
50	могло бы составить	1	1
51	при всей своей	1	1
52	содержит в себе	2	1
53	не мог бы	1	1
54	до нас в	1	1
55	к такого рода	1	1
56	мы не можем	1	1
57	и полагает что	1	1
58	но все же	4	1
59	ничего не говорит	1	1
60	в этих случаях	7	1
61	к тому что	1	1
62	не мог говорить	1	1
63	а в тех	1	1
64	мы уже знаем	1	1
65	все тех же	1	1
66	и т д	24	1
67	как мы видели	3	1
