N	3gram	Medvedev_F_2	Narrotol
1	в данном случае	1	8
2	времени и пространстве	1	6
3	в том что	2	5
4	то же время	5	4
5	и тем самым	1	4
6	в то же	5	4
7	не может быть	10	4
8	в этом отношении	7	3
9	для того чтобы	3	3
10	тем не менее	1	3
11	в самом деле	5	2
12	с установкой на	1	2
13	не было и	2	2
14	до сих пор	1	2
15	сами по себе	2	2
16	в отличие от	2	2
17	но и в	3	2
18	чем иным как	1	2
19	в зависимости от	3	2
20	в связи с	10	2
21	во всяком случае	5	2
22	в свою очередь	1	2
23	что иное как	1	1
24	что каждый из	1	1
25	как один из	1	1
26	более или менее	1	1
27	большей или меньшей	1	1
28	в этом последнем	1	1
29	один и тот	1	1
30	он не может	1	1
31	с другой стороны	3	1
32	с точки зрения	7	1
33	что он уже	1	1
34	и еще более	1	1
35	как это было	2	1
36	и не может	3	1
37	том случае если	1	1
38	и в то	3	1
39	до известной степени	3	1
40	сам по себе	3	1
41	в той же	1	1
42	языка как системы	1	1
43	бы то ни	1	1
44	как мы увидим	1	1
45	вследствие того что	1	1
46	только то что	1	1
47	из того что	1	1
48	так в первой	1	1
49	она входит в	1	1
50	по крайней мере	1	1
51	именно в этом	1	1
52	в том случае	2	1
53	может быть и	3	1
54	в особенности в	1	1
55	как и в	1	1
56	с одной стороны	1	1
57	и тот же	1	1
58	но при этом	1	1
59	в значительной степени	3	1
60	говорить не приходится	2	1
61	в большей или	1	1
62	тем же самым	1	1
63	он уже не	1	1
64	лишь в том	1	1
65	роль в произведении	1	1
66	а не в	1	1
67	связи с этим	3	1
68	чем он был	1	1
69	будет зависеть от	1	1
70	той или другой	1	1
71	взаимодействия и борьбы	1	1
72	мы не можем	1	1
73	но в этом	2	1
74	но все же	2	1
75	отдельного слова в	1	1
76	к тому что	2	1
77	на самом деле	3	1
78	в отрыве от	1	1
79	по себе а	2	1
80	но и с	1	1
81	и т д	5	1
82	как мы видели	4	1
83	не входит в	2	1
