N	3gram	Bakhtin_Fr_5	Vladivir
1	в том что	6	10
2	тем не менее	1	9
3	о том что	1	8
4	с точки зрения	2	6
5	вместе с тем	1	6
6	а также и	4	6
7	не может быть	2	6
8	как раз и	1	5
9	дело в том	2	5
10	к тому же	2	5
11	в то время	2	4
12	том что в	1	3
13	то что в	1	3
14	в то же	9	3
15	в году в	1	3
16	в отличие от	2	3
17	в конце жизни	2	3
18	как мы видели	4	3
19	что и в	1	3
20	также и в	2	2
21	еще и сейчас	1	2
22	на самом же	1	2
23	в этом отношении	5	2
24	независимо от того	1	2
25	совершенно так же	2	2
26	и в то	1	2
27	в это время	1	2
28	так же как	4	2
29	в данном случае	2	2
30	еще и в	1	2
31	в связи с	5	2
32	самом же деле	1	2
33	то же время	9	2
34	ничего общего с	1	2
35	то есть о	1	2
36	что иное как	1	1
37	потому что он	3	1
38	и в своей	1	1
39	потому что в	1	1
40	ровно ничего не	1	1
41	а потому и	1	1
42	том что это	1	1
43	здесь перед нами	2	1
44	течение всей своей	1	1
45	о том как	2	1
46	же как и	2	1
47	и нигде не	1	1
48	до сих пор	3	1
49	в строгом смысле	1	1
50	сих пор не	1	1
51	не менее он	1	1
52	можно было бы	2	1
53	в западной философии	1	1
54	это вовсе не	1	1
55	и даже в	1	1
56	этом отношении он	1	1
57	в основе своей	1	1
58	и не в	2	1
59	по этому поводу	1	1
60	может быть и	1	1
61	не могло быть	1	1
62	того чтобы не	1	1
63	в течение всей	1	1
64	и что в	1	1
65	и если в	1	1
66	конечно в то	1	1
67	в его время	1	1
68	в себя и	1	1
69	но и не	1	1
70	но вместе с	1	1
71	все то что	1	1
72	не имеет никакого	1	1
73	не мог не	1	1
74	его ранней юности	1	1
75	мы находим у	1	1
76	мы не можем	1	1
77	но сам он	1	1
78	всей своей жизни	1	1
79	никогда и нигде	1	1
80	в самом деле	1	1
81	в течение всего	1	1
82	той или иной	1	1
83	он еще не	1	1
84	включает в себя	1	1
85	не было ни	1	1
86	жизни а также	1	1
87	бы он ни	1	1
88	все они имеют	1	1
89	и на небе	1	1
90	в том числе	4	1
91	мы видим что	2	1
92	не что иное	1	1
93	которое хотя и	1	1
94	для всего мира	1	1
95	имеет никакого отношения	1	1
96	он не только	2	1
97	для того чтобы	6	1
98	те же самые	1	1
99	то же самое	2	1
100	как мы говорили	1	1
