N	3gram	Bakhtin_KF_1	Hudozhes
1	то же время	2	8
2	по отношению к	22	8
3	в то же	2	8
4	в том что	2	6
5	к тому что	1	4
6	с точки зрения	9	3
7	но в то	1	3
8	жизни и смерти	1	3
9	друг для друга	1	3
10	тем не менее	2	3
11	того или иного	3	2
12	только в том	1	2
13	ту или иную	1	2
14	в себе момент	1	2
15	в значительной степени	1	2
16	не в том	1	2
17	вместо того чтобы	1	2
18	не может быть	11	2
19	в конечном счете	1	2
20	на то что	1	2
21	во второй половине	1	2
22	себя в другом	1	1
23	дело здесь не	2	1
24	на том что	1	1
25	не может не	1	1
26	в чем не	4	1
27	то что я	2	1
28	но и от	1	1
29	на самом деле	3	1
30	в этом смысле	3	1
31	то же самое	1	1
32	и в контексте	1	1
33	может быть только	7	1
34	и в этом	3	1
35	и в то	1	1
36	вступает в противоречие	1	1
37	и та же	1	1
38	с ним в	1	1
39	но он должен	1	1
40	здесь не в	1	1
41	есть на самом	2	1
42	не может претендовать	1	1
43	несмотря на то	1	1
44	не сказали о	1	1
45	в том случае	1	1
46	и по отношению	1	1
47	в противоречие с	1	1
48	не потому что	1	1
49	в первом случае	1	1
50	именно в этой	1	1
51	можно говорить об	1	1
52	в себя и	1	1
53	причем все эти	1	1
54	отношению к другим	1	1
55	в этот момент	1	1
56	уже не может	2	1
57	во всяком случае	1	1
58	одна и та	1	1
59	вследствие того что	1	1
60	помнить и о	1	1
61	ни в чем	4	1
62	по себе а	1	1
63	в свою очередь	1	1
64	не со стороны	2	1
65	ничего не сказали	1	1
66	но в этом	1	1
67	о нем но	1	1
68	живет в мире	1	1
69	не было ни	1	1
70	если бы не	1	1
71	в том смысле	1	1
72	не только от	1	1
73	могло бы быть	1	1
74	не в этом	1	1
75	герой и героиня	1	1
76	не растворяется в	1	1
