N	4gram	Losev_Prob_2	Dialekti
1	не что иное как	3	8
2	есть не что иное	3	5
3	или по крайней мере	3	3
4	одной и той же	2	3
5	не говоря уже о	4	3
6	ни от чего не	1	2
7	не имеет ничего общего	2	2
8	и в то же	1	2
9	и все на свете	1	2
10	имеет ничего общего с	2	2
11	и тем не менее	1	1
12	но тем не менее	1	1
13	а это значит что	1	1
14	ни то ни другое	1	1
15	уже о том что	1	1
16	что тут имеется в	1	1
17	ни одна из этих	1	1
18	отличаются друг от друга	1	1
19	мы должны сказать что	1	1
20	не есть ни просто	1	1
21	есть ни то ни	1	1
22	на самом же деле	1	1
23	есть то что мы	1	1
24	ни в каком случае	3	1
25	только тогда когда есть	1	1
26	уходит своими корнями в	1	1
27	и т д это	1	1
28	в том случае если	1	1
29	можно прямо сказать что	1	1
30	и та или иная	1	1
31	в предыдущем изложении мы	1	1
32	и не может быть	1	1
33	ни в каком смысле	1	1
34	он не может быть	1	1
35	тут имеется в виду	1	1
36	можно только тогда когда	1	1
37	возможно только потому что	1	1
38	не есть ни то	1	1
39	и есть то что	1	1
40	говоря уже о том	1	1
41	ничего не говорим о	1	1
42	тем более ничего не	1	1
43	в каком смысле не	1	1
44	и ни в каком	1	1
45	в связи с этим	2	1
