N	3gram	Vygotskiy__3	Otkroven
1	о человеке и	2	5
2	для того чтобы	8	3
3	и в этом	3	2
4	это было бы	1	2
5	что у него	2	2
6	не может быть	1	2
7	как и все	1	2
8	с тем что	1	2
9	до самого конца	1	2
10	он не занят	1	2
11	смысле этого слова	2	1
12	в обычном смысле	1	1
13	по сравнению с	1	1
14	не в том	2	1
15	потому что в	1	1
16	а вовсе не	2	1
17	в зачаточном виде	1	1
18	в самом деле	18	1
19	как бы в	1	1
20	это не есть	1	1
21	о том как	2	1
22	должен был бы	2	1
23	бросается в глаза	1	1
24	к гибели и	1	1
25	все та же	1	1
26	и все же	1	1
27	рассказ ведется от	1	1
28	между этими двумя	1	1
29	во всяком случае	2	1
30	как и других	1	1
31	том случае если	1	1
32	человек и в	1	1
33	о том что	3	1
34	в этом отношении	1	1
35	то что в	2	1
36	и в самом	10	1
37	жизни а не	1	1
38	заключает в себе	1	1
39	иное что как	1	1
40	в том что	11	1
41	на то что	12	1
42	не иное что	1	1
43	в том случае	1	1
44	и то что	3	1
45	не так как	1	1
46	что она должна	2	1
