N	3gram	Propp_Isto_1	VerxiiNi
1	вместе с тем	2	8
2	с одной стороны	4	7
3	более или менее	5	5
4	до сих пор	5	5
5	друг с другом	3	5
6	для того чтобы	1	5
7	о том что	3	4
8	но все же	3	4
9	к тому же	1	4
10	а так как	1	3
11	точно так же	3	3
12	с течением времени	1	3
13	так же как	2	3
14	в связи с	3	3
15	тем не менее	6	3
16	в том что	4	3
17	то ясно что	2	2
18	то же самое	3	2
19	но все это	1	2
20	друг на друга	1	2
21	в этом отношении	1	2
22	не только для	1	2
23	то ни было	2	2
24	бы то ни	2	2
25	таким образом в	1	2
26	но и для	1	2
27	с самого начала	2	2
28	на то что	4	2
29	и в этом	1	2
30	влечет за собой	1	2
31	здесь идет речь	1	1
32	переворот во всей	1	1
33	от неправильного понимания	1	1
34	что в этом	1	1
35	в прямом смысле	1	1
36	мы должны прежде	1	1
37	иметь в виду	1	1
38	имеется и в	1	1
39	по отношению к	3	1
40	не с тем	1	1
41	не совсем так	1	1
42	в соответствии с	1	1
43	о том как	1	1
44	обстоит дело с	2	1
45	с представлением о	1	1
46	должны прежде всего	1	1
47	так чтобы не	1	1
48	до известной степени	1	1
49	сами по себе	1	1
50	но они не	1	1
51	у всех народов	1	1
52	но не всегда	2	1
53	отношении можно говорить	1	1
54	в первом случае	1	1
55	но в то	1	1
56	смысле этого слова	1	1
57	только в одном	2	1
58	в отличие от	2	1
59	не в том	1	1
60	этим дело не	1	1
61	а не как	1	1
62	в этом направлении	1	1
63	тем или иным	1	1
64	том что они	2	1
65	с другой стороны	5	1
66	но этим дело	1	1
67	мы видели что	2	1
68	один и тот	2	1
69	в эту сторону	1	1
70	только то что	1	1
71	не может быть	7	1
72	но тем не	1	1
73	в то время	3	1
74	в одном из	1	1
75	начинается с того	2	1
76	он как бы	1	1
77	не более как	1	1
78	в этой роли	1	1
79	после того как	1	1
80	идет речь есть	1	1
81	мы видим что	8	1
82	и что он	1	1
83	что и в	1	1
84	только тогда когда	1	1
85	именно потому что	1	1
86	и тот же	2	1
87	и здесь не	1	1
