N	2gram	Tiupa_Disk_2	Problema
1	то что	5	42
2	вовсе не	1	35
3	то есть	12	33
4	и в	16	32
5	и не	15	31
6	не есть	1	29
7	не просто	1	23
8	в этом	16	19
9	не менее	7	19
10	тем не	1	18
11	не только	10	17
12	потому что	4	16
13	в себе	19	15
14	а не	14	15
15	но в	11	14
16	указывает на	1	14
17	может быть	16	14
18	как бы	4	14
19	в нем	7	13
20	сказать что	1	13
21	том что	10	12
22	что в	5	12
23	так и	9	12
24	также и	3	11
25	о том	4	11
26	и даже	1	11
27	то же	6	10
28	отнюдь не	6	10
29	в этой	4	10
30	об этом	1	10
31	ничего не	1	10
32	прежде всего	7	10
33	еще не	6	9
34	но не	7	9
35	и это	2	9
36	и что	1	9
37	но и	11	9
38	по своему	1	9
39	в данном	7	9
40	что же	2	9
41	в том	8	9
42	и ее	3	8
43	и на	5	8
44	все эти	3	8
45	в своей	6	8
46	данном случае	6	8
47	как нечто	1	8
48	не может	9	8
49	но это	3	8
50	во всех	1	7
51	содержит в	2	7
52	ни в	7	7
53	в них	3	7
54	здесь не	2	7
55	никогда не	2	7
56	того что	1	7
57	что он	2	7
58	только в	3	7
59	тем что	1	7
60	такого рода	9	7
61	все это	2	7
62	и все	3	7
63	во всяком	1	7
64	и то	4	6
65	самом деле	1	6
66	и есть	1	6
67	есть не	1	6
68	говорить о	2	6
69	за пределы	1	6
70	и как	3	6
71	в самом	1	6
72	при этом	17	6
73	его в	3	6
74	это не	3	6
75	в то	5	6
76	таким образом	1	6
77	и здесь	1	6
78	в его	3	6
79	так что	1	6
80	о чем	2	6
81	как это	1	6
82	хотя и	1	6
83	не имеют	1	5
84	в своем	5	5
85	перед нами	3	5
86	то в	1	5
87	но уже	2	5
88	далеко не	2	5
89	в котором	3	5
90	некоторого рода	2	5
91	ни о	1	5
92	той или	3	5
93	можно сказать	3	5
94	есть в	2	5
95	в других	1	5
96	или иной	3	5
97	еще и	1	5
98	подобного рода	1	5
99	не является	4	5
100	этого термина	1	4
101	с которыми	1	4
102	есть по	1	4
103	в истории	1	4
104	как в	8	4
105	их в	2	4
106	входит в	2	4
107	не в	3	4
108	тем самым	6	4
109	мышления и	1	4
110	а в	2	4
111	только то	1	4
112	не говоря	1	4
113	не всякий	1	4
114	никак не	1	4
115	а также	8	4
116	и только	1	4
117	один из	1	4
118	даже если	1	4
119	только на	1	4
120	именно в	2	4
121	не было	3	4
122	в одно	1	4
123	для обозначения	1	4
124	и для	2	4
125	и ни	1	4
126	же в	1	4
127	но она	3	3
128	того же	2	3
129	не нужно	2	3
130	в чем	1	3
131	без которого	1	3
132	в ее	1	3
133	однако не	1	3
134	в случае	1	3
135	да и	1	3
136	но именно	1	3
137	он не	3	3
138	и еще	1	3
139	его от	1	3
140	но все	1	3
141	же касается	2	3
