N	2gram	Bakhtin_Pr_3	Russkaja
1	не может	19	22
2	и не	29	19
3	в том	3	17
4	в этом	16	17
5	и в	34	14
6	с другом	2	14
7	друг с	2	14
8	то что	11	13
9	самим собой	6	12
10	то же	14	11
11	точки зрения	8	11
12	таким образом	5	11
13	в то	12	10
14	же время	12	10
15	но и	12	10
16	в себе	6	9
17	не только	10	9
18	том что	3	9
19	с точки	4	9
20	может быть	19	9
21	во всяком	5	9
22	того чтобы	1	8
23	прежде всего	15	8
24	как на	2	8
25	самом деле	13	7
26	отнюдь не	2	7
27	и если	2	7
28	к богу	1	7
29	и с	15	7
30	в данном	1	7
31	к тому	5	7
32	о том	2	7
33	самого себя	2	7
34	мы должны	5	7
35	к которой	1	6
36	в своем	2	6
37	и к	12	6
38	с тем	5	6
39	в своих	1	6
40	и при	1	6
41	признать что	2	6
42	если бы	4	6
43	все это	16	6
44	и для	8	6
45	для того	1	6
46	что он	23	6
47	всяком случае	5	6
48	для всех	1	6
49	для него	13	6
50	на самом	11	6
51	а между	3	5
52	вопрос о	2	5
53	и на	6	5
54	между собой	1	5
55	во всех	2	5
56	на то	1	5
57	в нем	19	5
58	при этом	4	5
59	он не	15	5
60	он должен	2	5
61	было бы	2	5
62	в своей	3	5
63	никогда не	8	5
64	потому что	12	5
65	между тем	3	5
66	и только	2	5
67	только в	6	5
68	хотя бы	5	5
69	конечно не	2	5
70	или иной	2	5
71	до сих	1	5
72	себя и	8	5
73	из которых	1	5
74	сих пор	1	5
75	а в	5	5
76	и то	3	4
77	бы то	4	4
78	но не	4	4
79	себе и	5	4
80	себя в	1	4
81	все же	7	4
82	не в	9	4
83	в этой	1	4
84	в корне	1	4
85	тому чтобы	2	4
86	то ни	4	4
87	что такой	1	4
88	его в	4	4
89	как и	18	4
90	которой он	2	4
91	в их	1	4
92	тогда когда	1	4
93	во всем	3	4
94	ли это	2	4
95	не могут	1	4
96	приводит к	1	4
97	в мире	4	4
98	можно было	1	4
99	при том	1	4
100	путь к	1	4
101	в его	22	4
102	так как	4	4
103	вместе с	4	4
104	что же	8	4
105	как бы	27	4
106	возможно лишь	1	4
107	отказаться от	2	4
108	жизни и	3	4
109	что в	7	4
110	и т	8	3
111	то в	2	3
112	и этот	2	3
113	так чтобы	3	3
114	говорить о	3	3
115	и ни	1	3
116	еще не	4	3
117	он сам	5	3
118	что они	6	3
119	в самом	8	3
120	что это	5	3
121	главным образом	1	3
122	был и	1	3
123	и по	1	3
124	в другом	8	3
125	лишь в	5	3
126	несмотря на	1	3
127	должно быть	3	3
128	всех этих	2	3
129	таким же	1	3
130	мы говорили	1	3
131	одна из	1	3
132	связи с	1	3
133	то это	1	3
134	что оно	2	3
135	той или	2	3
136	приходит к	1	3
137	что все	4	3
138	данном случае	1	3
139	что может	1	3
140	собой и	2	3
141	для этого	3	3
142	сводится к	3	3
143	в значительной	1	3
144	и во	3	3
145	что и	5	3
146	того что	5	3
147	одной из	1	3
148	в большинстве	2	3
149	в виде	4	3
150	из них	5	3
151	в конце	5	3
152	друг друга	2	3
153	тем что	4	3
154	собой а	1	3
155	не было	2	3
156	ко всем	1	3
157	и потому	2	3
158	да и	4	3
159	этом случае	2	3
160	том условии	1	3
161	или в	1	3
162	конце концов	3	3
163	и как	3	3
164	ибо в	2	3
165	все они	1	3
166	из этого	1	3
167	себя как	2	2
168	от этой	2	2
169	зависимость от	2	2
170	этом направлении	1	2
171	к чему	2	2
172	из всех	1	2
173	приводят к	1	2
174	но она	1	2
175	на себя	1	2
176	но даже	1	2
177	в ней	3	2
178	по отношению	5	2
179	не просто	1	2
180	сама по	2	2
181	с этим	2	2
182	и наконец	5	2
183	но в	16	2
184	а во-вторых	1	2
185	все эти	4	2
186	и тот	1	2
187	во многих	1	2
188	раз навсегда	1	2
189	и вот	5	2
190	чтобы в	1	2
191	мы уже	6	2
192	того или	2	2
193	по себе	3	2
194	участие в	1	2
195	одному из	1	2
196	этого не	3	2
197	нисколько не	2	2
198	в этих	1	2
199	во время	2	2
200	что такое	2	2
201	в котором	3	2
202	другом и	1	2
203	друг другу	4	2
204	и более	1	2
205	их в	3	2
206	том и	1	2
207	том же	1	2
208	для нее	1	2
209	любовь к	1	2
210	тому что	2	2
211	она не	1	2
212	только для	1	2
213	что с	3	2
214	у него	4	2
215	к такому	1	2
216	на которой	1	2
217	как будто	7	2
218	к себе	17	2
219	отличается от	2	2
220	которой она	1	2
221	которых каждый	1	2
222	для себя	6	2
223	и о	1	2
224	и человек	1	2
225	за то	1	2
226	ясно что	1	2
227	с самим	14	2
228	и должно	2	2
229	и что	5	2
230	это потому	1	2
231	были бы	2	2
232	от него	6	2
233	к нему	14	2
234	это в	2	2
235	вся эта	1	2
236	отметить что	1	2
237	быть и	2	2
238	что только	1	2
239	согласиться с	1	2
240	проявляется в	1	2
241	бы ни	1	2
242	так что	5	2
243	уже не	2	2
244	только на	4	2
245	в начале	4	2
246	его и	3	2
247	не так	1	2
248	ни в	4	2
249	чтобы она	1	2
250	не о	4	2
251	мы можем	1	2
252	только с	3	2
253	к той	1	2
254	и вместе	1	2
255	в других	1	2
256	даже и	4	2
257	и даже	7	2
258	а с	3	2
259	в некоторых	1	2
260	у других	1	2
261	а не	9	2
262	большинстве случаев	3	2
263	себя на	1	2
264	так же	8	2
265	всех людей	1	2
266	отношения к	1	2
267	благодаря этому	2	2
268	но это	4	2
269	от нас	1	2
270	но для	3	2
271	остается в	2	2
272	если не	3	2
273	и от	5	2
274	всем этим	2	2
275	не должен	1	2
276	с ним	8	2
277	отношении к	7	2
278	бы его	4	2
279	сами себя	1	1
280	и действительно	1	1
281	должен быть	1	1
282	без них	1	1
283	того же	2	1
284	он может	2	1
285	силы и	1	1
286	лучше всех	1	1
287	тех же	1	1
288	это и	2	1
289	идет о	1	1
290	показать что	2	1
291	ему что	1	1
292	если другой	2	1
293	не хочет	2	1
294	ту же	1	1
295	выводом из	1	1
296	можно лишь	2	1
297	что эти	1	1
298	с таким	4	1
299	также и	1	1
