N	2gram	Voloshinov_1	Myshleni
1	в том	6	42
2	том что	3	35
3	с помощью	6	31
4	в процессе	14	27
5	таким образом	17	25
6	в этом	16	24
7	точки зрения	34	24
8	в качестве	2	21
9	и в	19	20
10	что в	4	19
11	в основе	2	17
12	то же	7	16
13	мышления в	1	16
14	не только	8	15
15	то что	8	15
16	мышления и	1	14
17	как мы	13	13
18	при этом	8	12
19	может быть	26	12
20	с другой	5	12
21	потому что	1	12
22	с точки	20	11
23	в его	6	11
24	так же	7	11
25	этого слова	2	11
26	в целом	1	11
27	мы должны	3	11
28	и то	1	10
29	на основе	1	10
30	в истории	3	10
31	в себе	2	10
32	в отношении	4	10
33	того что	3	10
34	мы видим	1	10
35	только в	9	10
36	если мы	11	10
37	так как	2	10
38	того же	6	9
39	и другие	1	9
40	могли бы	1	9
41	и как	3	9
42	как и	12	9
43	между тем	3	9
44	мы могли	1	9
45	что и	2	9
46	тот же	4	9
47	с одной	1	9
48	слова в	1	9
49	одной стороны	1	9
50	как это	1	9
51	другой стороны	6	9
52	но и	8	9
53	и тем	1	8
54	было бы	4	8
55	этом смысле	2	8
56	тогда когда	1	8
57	и что	1	8
58	и не	26	8
59	значения слова	2	8
60	в результате	9	8
61	самом деле	10	7
62	один и	3	7
63	и тот	4	7
64	в своей	3	7
65	значение слова	1	7
66	и более	2	7
67	тем самым	1	7
68	с другом	1	7
69	могут быть	2	7
70	же самое	3	7
71	того чтобы	5	7
72	тем что	2	7
73	этом отношении	3	7
74	а не	7	7
75	что мы	1	7
76	смысле этого	3	7
77	как бы	15	7
78	друг с	1	7
79	же как	2	6
80	в самом	10	6
81	той же	2	6
82	и на	4	6
83	этот процесс	3	6
84	те же	5	6
85	с тем	1	6
86	мы видели	1	6
87	одного и	5	6
88	к одному	4	6
89	на каждом	1	6
90	по своей	1	6
91	к тому	2	6
92	можно было	2	6
93	его в	3	6
94	что он	2	6
95	уже в	1	6
96	и между	4	6
97	не может	24	6
98	такого рода	1	6
99	слово в	3	6
100	сказать что	4	6
101	мы уже	2	5
102	между собой	2	5
103	как в	4	5
104	с этим	4	5
105	все же	8	5
106	целый ряд	3	5
107	и к	3	5
108	в действительности	2	5
109	все эти	7	5
110	одной и	2	5
111	это не	1	5
112	это положение	2	5
113	и того	6	5
114	только не	1	5
115	и его	19	5
116	не является	4	5
117	никогда не	2	5
118	так и	11	5
119	если бы	2	5
120	о том	2	5
121	говорит он	2	5
122	мы можем	2	5
123	для того	4	5
124	в частности	2	5
125	слова и	3	5
126	что такое	2	5
127	тем же	1	4
128	этот предмет	1	4
129	в сущности	3	4
130	первый план	2	4
131	в своем	2	4
132	его к	2	4
133	в нашем	2	4
134	нами в	1	4
135	и те	7	4
136	как он	2	4
137	как они	1	4
138	и с	2	4
139	конкретной ситуации	1	4
140	с этой	2	4
141	на первый	2	4
142	и при	3	4
143	и той	2	4
144	которые в	1	4
145	не в	5	4
146	тому что	2	4
147	мышление в	1	4
148	из основных	3	4
149	по мере	2	4
150	и только	2	4
151	словом и	2	4
152	в сознании	2	4
