N	3gram	Propp_Isto_3	Psycholo
1	в том что	5	17
2	с точки зрения	1	10
3	заключается в том	1	10
4	не может быть	1	8
5	на то что	1	6
6	на самом деле	1	5
7	до сих пор	5	5
8	мы знаем что	1	4
9	и той же	1	4
10	можно было бы	1	4
11	так же как	1	4
12	в данном случае	3	4
13	тем не менее	5	4
14	о том что	2	4
15	одной и той	1	4
16	сами по себе	1	3
17	с тем что	1	3
18	точно так же	2	3
19	в то время	2	3
20	таким образом и	2	3
21	что и в	2	3
22	том что в	2	2
23	состоит в том	2	2
24	так как в	1	2
25	подобно тому как	1	2
26	как и в	2	2
27	на этот вопрос	1	2
28	и тем что	1	2
29	и то что	2	2
30	то время как	2	2
31	во всяком случае	2	2
32	этой точки зрения	1	2
33	и в том	1	2
34	надо сказать что	1	2
35	в свою очередь	1	2
36	с другой стороны	7	2
37	в жизни и	1	2
38	мы видим что	4	2
39	в согласии с	1	2
40	и т д	15	2
41	и было написано	1	1
42	что иное как	3	1
43	есть один из	1	1
44	в силу того	1	1
45	же как в	1	1
46	в чем же	1	1
47	все эти вопросы	1	1
48	на все эти	1	1
49	и даже не	1	1
50	еще не вполне	2	1
51	они думают что	1	1
52	в этом случае	5	1
53	в свете этих	2	1
54	он все же	1	1
55	не имеют ничего	1	1
56	в таком случае	1	1
57	он относится к	1	1
58	но и в	1	1
59	только то что	1	1
60	что в некоторых	1	1
61	и в других	2	1
62	что в них	2	1
63	с этой точки	1	1
64	как если бы	1	1
65	силу того что	1	1
66	согласии с этим	1	1
67	вместе с тем	1	1
68	того что они	1	1
69	в известных случаях	1	1
70	то что было	1	1
71	что он так	1	1
72	и что на	1	1
73	здесь мы имеем	3	1
74	в чем состоит	1	1
75	они еще не	1	1
76	самых казалось бы	1	1
77	только предположить что	1	1
78	с одной стороны	2	1
79	только частный случай	1	1
80	мы можем предположить	4	1
81	имеем дело с	1	1
82	все же не	1	1
83	в связи с	3	1
84	друг с другом	1	1
85	совершенно ясно и	1	1
86	есть не что	1	1
87	не может ничего	1	1
88	то обстоятельство что	1	1
89	мы имеем в	2	1
90	ничего общего с	1	1
91	и приходит к	1	1
92	с самого начала	1	1
93	не только не	2	1
94	имеет своей целью	1	1
95	не только на	1	1
96	можно сказать что	1	1
97	в чем здесь	1	1
98	друг от друга	1	1
99	после того как	1	1
100	то что и	1	1
101	в том смысле	1	1
102	не что иное	3	1
103	имеют ничего общего	1	1
