N	4gram	Losev_Dial_1	Problema
1	или по крайней мере	2	3
2	с одной стороны и	2	3
3	ни в каком случае	4	3
4	если бы не было	1	3
5	не что иное как	1	3
6	есть не что иное	1	3
7	по крайней мере в	1	2
8	не имеет ничего общего	3	2
9	в каком случае не	2	2
10	то это значит что	1	2
11	имеет ничего общего с	3	2
12	одной и той же	1	2
13	в связи с этим	1	2
14	и тем не менее	1	1
15	вовсе не есть ни	1	1
16	в то или иное	1	1
17	и с другой стороны	2	1
18	одной стороны и с	1	1
19	и есть то что	1	1
20	в конце концов не	1	1
21	и ни в какой	1	1
22	не существует и что	1	1
23	в какой мере не	1	1
24	ни в какой мере	1	1
25	если иметь в виду	2	1
26	в то время как	1	1
27	на самом же деле	1	1
28	есть дерево а не	1	1
29	а на самом деле	1	1
30	сама по себе но	2	1
31	каком случае не есть	1	1
32	ни в каком смысле	1	1
33	тоже не есть ни	1	1
34	что же это за	1	1
35	все больше и больше	1	1
36	не был бы выражением	1	1
37	значит ли это что	2	1
38	дерево есть дерево а	1	1
39	то что не есть	1	1
40	несмотря на то что	2	1
41	и в то же	2	1
42	стороны и с другой	1	1
43	как один из видов	2	1
44	это значит что он	3	1
45	и ни в каком	1	1
