N	2gram	Nazirov_Tv_2	RusskieA
1	и в	20	29
2	том что	4	22
3	в том	8	22
4	что в	7	22
5	в поле	1	19
6	как бы	11	18
7	и другие	1	14
8	так как	3	13
9	может быть	8	13
10	во время	1	12
11	там же	9	12
12	в этом	8	11
13	как и	6	11
14	одна из	3	11
15	в этот	2	10
16	не только	13	10
17	и с	8	10
18	все это	6	10
19	этот день	1	10
20	во многих	2	9
21	о том	5	9
22	а в	4	9
23	с в	1	8
24	его в	3	8
25	показывает что	4	8
26	а а	4	8
27	но и	8	8
28	и м	2	8
29	как в	4	7
30	мы видели	1	7
31	представляют собой	1	7
32	в день	1	7
33	мы не	4	6
34	еще не	5	6
35	и на	5	6
36	при этом	8	6
37	таким образом	10	6
38	для нас	1	6
39	вместе с	3	6
40	на ивана	1	6
41	и т	13	5
42	должна была	1	5
43	но не	5	5
44	но в	4	5
45	на земле	1	5
46	это не	7	5
47	т д	11	5
48	не может	7	5
49	представление о	7	5
50	потому что	7	5
51	и что	2	5
52	будто бы	1	5
53	или же	1	5
54	к жизни	2	5
55	то что	3	5
56	с ней	1	5
57	к этому	3	5
58	же как	3	4
59	то же	7	4
60	не все	1	4
61	уже не	3	4
62	их в	2	4
63	том же	2	4
64	а затем	3	4
65	в них	1	4
66	становятся в	1	4
67	и потом	1	4
68	в которых	3	4
69	не в	4	4
70	у нас	2	4
71	так что	2	4
72	в виде	2	4
73	из них	2	4
74	именно в	6	4
75	а не	6	4
76	так же	5	4
77	как это	1	4
78	предположить что	1	4
79	в таком	3	4
80	и через	3	3
81	в году	16	3
82	и о	1	3
83	в xix	2	3
84	они живут	1	3
85	в ее	2	3
86	что это	1	3
87	все эти	4	3
88	в этой	5	3
89	что она	4	3
90	главным образом	1	3
91	и по	2	3
92	и других	2	3
93	с другими	2	3
94	живет в	1	3
95	должен был	1	3
96	в эту	1	3
97	в этих	1	3
98	в котором	3	3
99	в отличие	2	3
100	выше мы	1	3
101	но он	1	3
102	она не	1	3
103	в таких	1	3
104	не имеет	1	3
105	на землю	2	3
106	как мы	1	3
107	о воскресении	1	3
108	что от	1	3
109	нас к	1	3
110	во всех	1	3
111	в свете	3	3
112	между тем	3	3
113	связь с	2	3
114	или даже	2	3
115	руки и	1	3
116	друг друга	2	3
117	отличие от	2	3
118	тем что	3	3
119	что для	1	3
120	в честь	2	3
121	и от	4	3
122	было бы	1	3
123	но если	2	3
124	а н	2	3
125	вряд ли	1	2
126	одним из	3	2
127	н ф	1	2
128	переход от	1	2
129	в стороне	2	2
130	это и	1	2
131	на себя	1	2
132	между собой	1	2
133	не был	1	2
134	это означало	1	2
135	с одной	1	2
136	тогда как	3	2
137	другой день	1	2
138	с этим	1	2
139	ней в	1	2
140	все же	5	2
141	как уже	1	2
142	и как	1	2
143	не было	2	2
144	не можем	1	2
145	в которой	2	2
146	представляет собой	1	2
147	из этих	1	2
148	после чего	1	2
149	если он	5	2
150	после этого	1	2
151	не к	1	2
152	том чтобы	1	2
153	характер в	2	2
154	в образе	3	2
155	из мертвых	1	2
156	об этом	4	2
157	для них	1	2
158	из нее	1	2
159	должно быть	1	2
160	в церкви	1	2
161	и еще	2	2
162	так в	2	2
163	в своей	6	2
164	нас не	1	2
165	в их	3	2
166	не столько	2	2
167	должны были	1	2
168	нечто вроде	1	2
169	имеем не	1	2
170	скорбь и	1	2
171	была не	1	2
172	не менее	2	2
173	что с	1	2
174	в то	10	2
175	и смеха	2	2
176	никогда не	11	2
177	к ней	1	2
178	связи с	1	2
179	что на	2	2
180	в момент	1	2
181	начиная с	2	2
182	смехом и	1	2
183	должен быть	1	2
184	в виду	1	2
185	на другой	1	2
186	за пределами	1	2
187	смерти в	1	2
188	то время	1	2
189	можно было	1	2
190	не с	1	2
191	еще в	1	2
192	жизнь и	1	2
193	чтобы вызвать	2	2
194	образом в	1	2
195	а к	1	2
196	с другим	2	2
197	влияние на	1	2
198	с другой	2	2
199	можно встретить	1	2
200	что и	1	2
201	в г	1	2
202	один из	3	2
203	сразу же	1	2
204	этот вопрос	3	2
205	по возвращении	1	2
206	и ее	2	2
207	связано с	1	2
208	в руки	2	2
209	в целях	1	2
210	смерти и	1	2
211	а с	3	2
212	прежде всего	8	2
213	но можно	1	2
214	совершенно не	1	2
215	нет никаких	1	2
216	собой попытку	1	2
217	через него	1	2
218	в течение	1	2
219	могут быть	2	2
220	с этой	3	2
221	пока еще	1	2
222	сил то	1	2
223	под названием	1	2
224	и для	1	2
225	ее и	1	2
226	за этим	1	2
227	жизни в	3	2
228	только как	1	2
229	из этого	2	2
230	в своих	3	2
231	а между	1	1
232	ту же	1	1
233	отношение к	1	1
234	человека и	3	1
235	в среду	1	1
236	и есть	2	1
237	можно говорить	1	1
238	смысл этого	1	1
239	нас на	1	1
240	и до	1	1
241	применении к	1	1
242	объясняется и	1	1
243	сливается с	1	1
244	мы уже	1	1
245	например в	5	1
246	г в	1	1
247	что если	1	1
248	в первый	1	1
249	на место	1	1
250	этом не	1	1
251	не была	1	1
252	говорить о	2	1
253	в самих	1	1
254	мы и	1	1
255	то это	1	1
256	подымает в	1	1
257	г к	1	1
258	это наблюдение	1	1
259	имеет другую	1	1
260	относится и	2	1
261	без которой	1	1
262	что его	2	1
263	в различных	1	1
264	лошади в	1	1
265	в отчаянии	1	1
266	если в	1	1
267	ответ на	1	1
268	нет и	2	1
269	что они	4	1
270	во что	2	1
271	отнюдь не	4	1
272	это самое	1	1
273	несколько раз	3	1
274	стороны и	1	1
275	перед нами	1	1
276	хотя и	4	1
277	когда он	4	1
278	и наконец	2	1
279	а мои	1	1
280	не являются	1	1
281	том где	1	1
282	можно в	1	1
283	в самом	3	1
284	еще на	1	1
285	уже в	2	1
286	или во	1	1
287	все по	1	1
288	смеха в	1	1
289	производительных сил	1	1
290	тому же	2	1
291	на то	1	1
292	и если	2	1
293	к выводу	1	1
294	в нем	3	1
295	в статье	2	1
296	так сказать	2	1
297	в первую	1	1
298	как дети	1	1
299	школы все	1	1
300	несколько ниже	1	1
301	только в	2	1
302	человек с	1	1
303	эта же	1	1
304	на этих	1	1
305	поправку в	1	1
