N	2gram	Tiupa_Lite_3	Psycholo
1	в том	12	37
2	и в	16	32
3	то есть	5	21
4	том что	8	21
5	потому что	3	21
6	в искусстве	1	21
7	то что	12	21
8	что в	2	20
9	может быть	12	18
10	так же	2	18
11	точки зрения	7	17
12	что и	2	17
13	не может	8	17
14	самом деле	3	16
15	того чтобы	2	14
16	то же	9	13
17	в этом	14	13
18	при этом	15	13
19	для того	2	13
20	что он	5	13
21	в самом	3	12
22	не только	14	12
23	по себе	2	12
24	с и	1	12
25	так как	1	12
26	на то	2	11
27	было бы	2	11
28	с тем	1	11
29	в основе	5	11
30	и т	1	10
31	когда он	2	10
32	с точки	3	10
33	но и	14	10
34	как и	5	10
35	и не	22	10
36	как в	5	9
37	никогда не	4	9
38	искусства и	3	9
39	тем что	2	9
40	в своих	2	9
41	с таким	1	8
42	той же	3	8
43	не в	10	8
44	не менее	2	8
45	т п	1	8
46	того что	9	8
47	поэзии и	2	7
48	что они	1	7
49	и как	3	7
50	и его	6	7
51	как будто	4	7
52	к тому	6	7
53	только в	7	7
54	что для	1	7
55	а не	12	7
56	в психологии	1	7
57	сказать что	1	7
58	в этой	8	6
59	в художественном	1	6
60	он не	1	6
61	если бы	2	6
62	о том	6	6
63	все время	3	6
64	как бы	8	6
65	художественное произведение	2	6
66	же самое	2	6
67	художественного произведения	2	5
68	на самом	1	5
69	исходит из	1	5
70	и на	2	5
71	только на	1	5
72	к искусству	1	5
73	что у	2	5
74	на все	1	5
75	искусства в	1	5
76	далеко не	2	5
77	все это	1	5
78	в то	9	5
79	есть только	1	5
80	в ней	1	5
81	и даже	2	5
82	вслед за	3	5
83	отнюдь не	3	5
84	как раз	2	5
85	этом отношении	5	5
86	как на	3	5
87	едва ли	3	4
88	есть не	1	4
89	столь же	1	4
90	в чем	1	4
91	с этим	1	4
92	все же	2	4
93	в действительности	1	4
94	в целом	5	4
95	в нем	2	4
96	искусство как	2	4
97	и с	2	4
98	и тем	3	4
99	в жизни	8	4
100	несмотря на	2	4
101	в данном	4	4
102	и более	1	4
103	тому что	1	4
104	не имеет	1	4
105	и до	1	4
106	и для	4	4
107	тем не	1	4
108	данном случае	4	4
109	и сам	2	4
110	о ней	1	4
111	между тем	3	4
112	из них	4	4
113	а на	2	4
114	произведения искусства	1	4
115	как это	3	4
116	материал для	1	4
117	с этой	2	4
118	и все	1	4
119	а в	5	4
120	совершенно не	3	4
121	из этого	1	4
122	жизни и	3	4
123	например в	3	3
124	отношении к	1	3
125	и то	1	3
126	приходит к	1	3
127	а другой	1	3
128	то это	2	3
129	и он	1	3
130	во всех	2	3
131	в общем	1	3
132	на искусство	1	3
133	и к	3	3
134	но в	3	3
135	он в	2	3
136	в поэзии	5	3
137	он все	2	3
138	состоит в	6	3
139	не к	1	3
140	не как	2	3
141	и вот	2	3
142	в своей	7	3
143	в их	1	3
144	жизни с	1	3
145	и другого	2	3
146	но он	1	3
147	том чтобы	2	3
148	в отношении	1	3
149	тогда когда	1	3
150	в нас	2	3
151	во всем	1	3
152	свое собственное	1	3
153	с ее	3	3
154	в виду	1	3
155	так и	9	3
156	жизнь и	1	3
157	для этого	1	3
158	с другой	6	3
159	в конечном	1	3
160	бы и	3	3
161	один из	2	3
162	и ее	2	3
163	так что	1	3
164	существу своему	1	3
165	что не	2	3
166	конечном счете	1	3
167	и других	1	3
168	но совершенно	1	3
169	и их	1	3
170	в конце	2	3
171	художника и	2	3
172	тому как	3	3
173	до конца	4	3
174	в частности	11	3
175	по существу	4	3
176	это значит	1	3
177	еще более	1	3
178	хотя бы	1	3
179	в свою	2	3
180	который не	1	3
181	того же	2	2
182	все те	1	2
183	еще не	6	2
184	из того	2	2
185	к своему	1	2
186	бы то	2	2
187	с его	6	2
188	в ее	5	2
189	но не	4	2
190	к которой	1	2
191	если в	1	2
192	искусство в	2	2
193	очевидно что	1	2
194	себе и	1	2
195	художественного впечатления	1	2
196	отличие от	5	2
197	однако не	3	2
198	могли бы	2	2
199	что по	1	2
200	из самых	1	2
201	другого как	1	2
202	бы не	1	2
203	в себе	6	2
204	как он	1	2
205	что без	1	2
206	на его	3	2
207	подобно тому	2	2
208	доверие к	2	2
209	в каждом	1	2
210	здесь мы	1	2
211	то ни	2	2
212	значение в	1	2
213	в ход	1	2
214	механизм действия	1	2
215	с другими	1	2
216	полагает что	1	2
217	это не	5	2
218	в них	1	2
219	но так	1	2
220	и при	2	2
221	место в	4	2
222	и эти	1	2
223	и наоборот	2	2
224	в этих	1	2
225	точно и	1	2
226	все более	2	2
227	вплоть до	2	2
228	в процессе	1	2
229	в самых	1	2
230	в уме	1	2
231	он с	1	2
232	же время	7	2
233	не вполне	2	2
234	которая не	1	2
235	когда мы	1	2
236	эстетического объекта	6	2
237	как только	1	2
238	в полном	2	2
239	для такого	2	2
240	его с	1	2
241	оно не	2	2
242	она не	1	2
243	художника с	1	2
244	на вопрос	1	2
245	свою очередь	1	2
246	так в	1	2
247	на том	1	2
248	том как	1	2
249	в таком	1	2
250	два момента	1	2
251	с того	1	2
252	сознания к	1	2
253	искусства с	1	2
254	в его	6	2
255	и только	2	2
256	в свете	1	2
257	к нему	1	2
258	может оказаться	1	2
259	это означает	1	2
260	именно на	1	2
261	с двумя	1	2
262	которому он	2	2
263	и у	1	2
264	творчества в	1	2
265	в одном	4	2
266	вовсе не	1	2
267	отношение к	2	2
268	исходят из	1	2
269	этом как	1	2
270	а с	1	2
271	не было	1	2
272	не на	1	2
273	была бы	1	2
274	и далее	1	2
275	в руках	1	2
276	там где	3	2
277	вместе с	5	2
278	но это	1	2
279	искусства как	1	2
280	для нас	1	2
281	у них	1	2
282	всякий раз	2	2
283	вот этот	1	2
284	в романе	3	2
285	другой стороны	2	2
286	на этот	1	2
287	и от	1	2
288	читателя и	2	2
289	а я	3	2
290	этой точки	1	2
291	развитие искусства	1	1
292	искусство есть	1	1
293	не стыдится	1	1
294	как известно	1	1
295	от этой	1	1
296	одним из	4	1
297	в первом	2	1
298	его же	1	1
299	по преимуществу	1	1
300	отношения к	3	1
301	и за	1	1
302	обойтись без	1	1
303	смотреть на	1	1
304	хотя сами	1	1
305	исследования в	1	1
306	так чтобы	2	1
307	совсем иное	1	1
308	что иное	1	1
309	поэзии не	1	1
310	мы и	2	1
311	и со	1	1
312	власть над	1	1
313	понимания искусства	1	1
314	на другом	1	1
315	он сам	1	1
316	время в	2	1
317	тем как	1	1
318	и подобно	1	1
319	является главной	1	1
320	самих себя	1	1
321	с одной	4	1
322	всякого искусства	1	1
323	и т.д	1	1
324	а и	2	1
325	уже как	1	1
326	друг от	1	1
327	когда например	1	1
328	за пределы	1	1
329	внешних и	1	1
330	к сожалению	1	1
331	в истории	1	1
332	идет о	1	1
333	независимо от	1	1
334	общего с	1	1
335	не согласиться	2	1
336	данный момент	1	1
337	для всех	1	1
338	поэзии пастернака	1	1
339	художественным творчеством	1	1
340	что касается	1	1
341	им в	2	1
342	и где	1	1
343	сознания в	1	1
344	всей художественной	2	1
345	более или	1	1
346	в противоположность	2	1
347	искусство и	1	1
348	то в	3	1
349	уже не	3	1
350	себе как	1	1
351	в нашем	1	1
352	у каждого	1	1
353	очень важным	1	1
354	поэт в	2	1
355	и кто	1	1
356	тому же	5	1
357	вследствие этого	2	1
358	вообще не	1	1
359	и осталась	1	1
360	ключ к	1	1
361	в восприятии	1	1
362	и утверждает	1	1
363	в принципе	2	1
364	в силу	1	1
365	и если	4	1
366	оно должно	1	1
367	в россии	1	1
368	людей и	1	1
369	сам не	1	1
370	психологическое исследование	1	1
371	мы его	1	1
372	в совершенно	2	1
373	между искусством	1	1
374	в другом	6	1
375	его не	1	1
376	а по	2	1
377	зрения искусство	1	1
378	его в	2	1
379	в глазах	3	1
380	которые видят	1	1
381	всю свою	1	1
382	и была	1	1
383	даже по	1	1
384	только одно	1	1
385	в стихах	6	1
386	не узнает	1	1
387	и следовало	1	1
388	равно и	1	1
389	и уже	1	1
390	он и	2	1
