N	3gram	Bakhtin_Fr_7	Narrotol
1	в том что	3	8
2	в данном случае	1	6
3	не только в	1	6
4	по отношению к	2	5
5	о том что	1	4
6	к тому же	1	4
7	в этом отношении	2	3
8	то же время	9	3
9	в то же	9	3
10	по своей природе	1	2
11	с точки зрения	3	2
12	на самом деле	1	2
13	но и в	1	2
14	и тем самым	1	2
15	на том свете	1	2
16	тогда как в	1	2
17	все то что	3	2
18	что иное как	1	1
19	в лице своих	1	1
20	в чем же	1	1
21	на котором он	1	1
22	более или менее	2	1
23	в этом смысле	1	1
24	свидетельствует о том	1	1
25	в этом процессе	1	1
26	то же самое	1	1
27	на этом свете	3	1
28	а также в	1	1
29	не может иметь	1	1
30	можно было бы	2	1
31	на этот вопрос	1	1
32	то что было	1	1
33	с таким же	1	1
34	включают в себя	1	1
35	это прежде всего	2	1
36	и все его	1	1
37	а также и	1	1
38	он может и	1	1
39	прошлое и будущее	1	1
40	в том или	1	1
41	в связи с	1	1
42	что я не	1	1
43	нет никаких оснований	1	1
44	во всяком случае	1	1
45	что у него	2	1
46	кто видит в	1	1
47	есть не что	1	1
48	пространство и время	1	1
49	по аналогии с	1	1
50	так и в	3	1
51	и многих других	1	1
52	то есть в	4	1
53	тем более что	1	1
54	в большинстве случаев	2	1
55	в силу своей	1	1
56	не что иное	1	1
57	оно и не	1	1
58	не знает и	1	1
59	том или ином	1	1
60	здесь не в	1	1
61	на другой день	1	1
62	и в другом	1	1
