N	2gram	Kanaev_Sov_1	Problema
1	и в	7	30
2	не только	4	18
3	в этом	7	17
4	том что	1	17
5	и даже	2	14
6	таким образом	11	13
7	о том	1	12
8	в его	2	12
9	в том	4	12
10	и не	6	12
11	в своем	1	11
12	у него	2	11
13	в этой	3	10
14	в виде	2	10
15	для нас	3	10
16	точки зрения	12	10
17	все же	3	9
18	но в	3	9
19	и вообще	1	9
20	только в	1	9
21	и все	3	9
22	сказать что	1	9
23	хотя и	1	8
24	с точки	5	8
25	в конце	3	8
26	вовсе не	1	8
27	но не	1	7
28	как и	6	7
29	не в	3	7
30	никогда не	1	7
31	связи с	1	7
32	у нас	3	7
33	в дальнейшем	4	7
34	может быть	12	7
35	в связи	1	7
36	в результате	6	7
37	вместе с	4	7
38	в нем	3	6
39	его в	1	6
40	несмотря на	1	6
41	и его	1	6
42	и что	2	6
43	уже не	2	6
44	так как	4	6
45	с другой	1	6
46	прежде всего	5	6
47	как бы	4	6
48	и для	1	6
49	а в	4	6
50	в которой	2	5
51	тем не	2	5
52	еще в	1	5
53	не менее	2	5
54	и у	1	5
55	и их	1	5
56	мы можем	6	5
57	а не	3	5
58	не может	17	5
59	так же	1	5
60	в самом	2	5
61	что в	2	5
62	человека и	1	4
63	того же	1	4
64	отнюдь не	3	4
65	и к	3	4
66	в себе	3	4
67	при этом	3	4
68	но все	2	4
69	было бы	3	4
70	ни в	1	4
71	по крайней	1	4
72	необходимо сказать	1	4
73	в то	1	4
74	свободы и	1	4
75	ясно что	3	4
76	крайней мере	1	4
77	или в	1	4
78	xix в	1	4
79	жизни в	1	4
80	новое время	1	3
81	тем же	2	3
82	в ней	1	3
83	еще не	3	3
84	он сам	1	3
85	иное как	1	3
86	что его	1	3
87	совсем не	1	3
88	он в	3	3
89	с одной	2	3
90	он не	1	3
91	в другом	1	3
92	этом смысле	1	3
93	в новое	1	3
94	что иное	1	3
95	но только	1	3
96	в духе	1	3
97	с ним	1	3
98	только и	1	3
99	настоящее время	2	3
100	к нему	1	3
101	все время	1	3
102	же в	1	3
103	тот же	2	3
104	в начале	1	3
105	в одном	3	3
106	для них	1	3
107	именно в	1	3
108	одной стороны	1	3
109	а потом	1	3
110	быть только	1	3
111	в настоящее	2	3
112	еще более	2	3
113	не что	1	3
114	и наиболее	1	2
115	самом деле	2	2
116	но тем	1	2
117	мере в	1	2
118	за все	1	2
119	характерное для	1	2
120	и до	1	2
121	от всяких	1	2
122	то же	3	2
123	по его	1	2
124	из всех	1	2
125	мы имеем	1	2
126	мы не	9	2
127	равно как	1	2
128	нечего делать	1	2
129	в таком	2	2
130	все эти	5	2
131	мы будем	1	2
132	по отношению	1	2
133	и речи	1	2
134	и нет	1	2
135	кроме того	1	2
136	на его	2	2
137	то ни	2	2
138	факт что	1	2
139	что такой	1	2
140	это не	4	2
141	форму и	1	2
142	но уже	1	2
143	и тогда	1	2
144	раз и	1	2
145	представление о	1	2
146	такую же	1	2
