N	2gram	Vinokur_Ku_2	Problemy
1	и в	23	35
2	как бы	4	31
3	и не	16	27
4	что он	5	24
5	в его	5	21
6	но в	11	19
7	как и	2	18
8	не может	9	18
9	в нем	4	16
10	то же	6	15
11	и все	2	15
12	в сущности	9	14
13	в этом	18	14
14	и его	3	14
15	для него	1	14
16	может быть	15	14
17	но и	7	14
18	все это	5	14
19	он не	3	13
20	что я	4	13
21	к нему	2	13
22	и с	7	12
23	в другом	2	12
24	у достоевского	1	12
25	прежде всего	8	12
26	и к	1	12
27	в пределах	4	11
28	в то	4	11
29	слова и	5	11
30	самом деле	9	10
31	не только	20	10
32	не в	8	10
33	же время	3	10
34	то что	9	10
35	на самом	2	9
36	в отношении	2	9
37	ни одного	1	9
38	мы уже	1	8
39	я не	5	8
40	все же	7	8
41	самого начала	1	8
42	как мы	3	8
43	с самого	1	8
44	так и	4	8
45	и слово	1	8
46	и для	2	8
47	потому что	25	8
48	еще не	5	7
49	на них	1	7
50	с его	1	7
51	себе и	1	7
52	лишь в	5	7
53	там где	5	7
54	таким образом	5	7
55	в виде	1	7
56	вовсе не	9	7
57	так же	4	7
58	что же	5	7
59	точки зрения	14	7
60	а в	3	7
61	и на	6	6
62	но не	6	6
63	по отношению	1	6
64	отношение к	1	6
65	что они	2	6
66	в самом	12	6
67	что у	2	6
68	в каждом	1	6
69	в слове	1	6
70	к тому	4	6
71	в одном	1	6
72	и что	8	6
73	только в	5	6
74	слова в	6	6
75	но это	3	6
76	не знает	3	6
77	что в	10	6
78	и то	5	5
79	как в	3	5
80	в себе	1	5
81	на протяжении	1	5
82	он и	2	5
83	от себя	1	5
84	в конце	4	5
85	даже в	1	5
86	да и	6	5
87	и это	3	5
88	в том	19	5
89	с ними	2	5
90	так что	1	5
91	и даже	2	5
92	как к	1	5
93	этого слова	5	5
94	ведь и	1	4
95	бы уже	1	4
96	в чем	1	4
97	нет и	1	4
98	же и	2	4
99	что это	7	4
100	и вот	5	4
101	но все	4	4
102	в них	4	4
103	рядом с	2	4
104	в своей	2	4
105	в такой	1	4
106	но он	1	4
107	по себе	10	4
108	никогда не	2	4
109	и без	1	4
110	во всем	1	4
111	как раз	3	4
112	это слово	4	4
113	как будто	2	4
114	где он	1	4
115	не хочу	2	4
116	сознания и	2	4
117	все его	1	4
118	между тем	6	4
119	и у	2	4
120	всяком случае	5	4
121	так как	15	4
122	у него	3	4
123	тем что	3	4
124	или иной	1	4
125	с другой	8	4
126	и прежде	1	4
127	что не	6	4
128	в стиле	1	4
129	до конца	3	4
130	а не	10	4
131	с которым	1	4
132	но как	1	4
133	по своему	1	4
134	вот как	1	4
135	в той	2	4
136	бы в	1	4
137	но зато	2	4
138	я в	1	4
139	тот же	5	4
140	во всяком	5	4
141	это и	3	3
142	за собой	2	3
143	говорить о	4	3
144	в виду	3	3
145	это действительно	1	3
146	бы то	1	3
147	мне все	1	3
148	в общем	1	3
149	с этим	3	3
150	когда он	1	3
151	его к	2	3
152	в целом	1	3
153	все эти	12	3
154	тому же	1	3
155	то ни	1	3
156	к другу	1	3
157	знает что	3	3
158	было бы	15	3
159	этом смысле	5	3
160	нет в	1	3
161	этого не	3	3
162	с тем	2	3
163	такой же	1	3
164	в котором	1	3
165	к одному	1	3
166	не как	2	3
167	собой и	1	3
168	но только	4	3
169	а так	1	3
170	ничего не	4	3
171	только с	1	3
172	с ее	1	3
173	всего этого	1	3
174	в ее	1	3
175	сводится к	3	3
176	это я	1	3
177	перед вами	1	3
178	что и	3	3
179	это не	6	3
180	в форме	3	3
181	слов и	2	3
182	в него	1	3
183	того что	3	3
184	но так	2	3
185	нуждается в	2	3
186	он уже	2	3
187	уже не	8	3
188	уже в	3	3
189	его и	1	3
190	даже и	2	3
191	слова которое	1	3
192	эти слова	1	3
193	слов в	3	3
194	должно быть	4	3
195	не мог	1	3
196	и от	2	3
197	это как	1	3
198	конце концов	3	3
199	мы должны	2	3
200	только что	1	3
201	ни было	1	3
202	том что	11	3
203	отношением к	1	3
204	сказать что	4	3
205	другой стороны	7	3
206	каждое слово	1	3
207	в обычном	2	2
208	чтобы не	2	2
209	сам по	1	2
210	показать что	1	2
211	не хочет	2	2
212	а как	1	2
213	овладеть им	1	2
214	уверен что	1	2
215	время как	1	2
216	на тему	1	2
217	одного слова	1	2
218	в ней	3	2
219	в которых	2	2
220	столь же	1	2
221	но конечно	1	2
222	уже как	1	2
223	отличие от	2	2
224	не просто	2	2
225	определяется не	1	2
226	однако в	1	2
227	материалом для	2	2
228	в своем	2	2
229	мы можем	1	2
