N	2gram	Savitsky_P_1	Myshleni
1	и в	14	25
2	в развитии	1	24
3	в том	9	23
4	на основе	1	22
5	том что	4	20
6	так же	1	17
7	что в	4	17
8	с тем	3	16
9	как и	1	15
10	в его	2	15
11	то что	4	15
12	в этом	10	14
13	вместе с	1	14
14	может быть	5	13
15	в качестве	9	12
16	могли бы	1	11
17	на основании	1	11
18	и что	1	10
19	что и	1	10
20	было бы	6	10
21	того что	2	10
22	только в	7	10
23	как бы	4	10
24	и не	12	10
25	мы не	3	9
26	заключается в	3	9
27	этого процесса	1	9
28	того чтобы	1	8
29	столь же	3	7
30	по себе	4	7
31	в области	11	7
32	уже в	1	7
33	мы можем	1	7
34	для того	3	7
35	что мы	3	7
36	же как	1	6
37	и на	1	6
38	но не	3	6
39	потому что	3	6
40	представляет собой	1	6
41	не только	17	6
42	собственном смысле	1	6
43	в силу	2	6
44	не может	4	6
45	точки зрения	3	6
46	в отличие	1	6
47	не в	5	6
48	в отношении	10	6
49	не менее	2	6
50	в собственном	1	6
51	отличие от	1	6
52	с другой	5	6
53	в основном	1	6
54	все это	2	6
55	все же	1	6
56	мы должны	4	6
57	которую мы	2	5
58	с ее	1	5
59	и как	3	5
60	и к	4	5
61	что это	1	5
62	и по	1	5
63	на этой	1	5
64	с другом	1	5
65	могут быть	3	5
66	если бы	4	5
67	в этой	1	5
68	с одной	3	5
69	именно в	2	5
70	одной стороны	3	5
71	друг с	1	5
72	тем же	1	4
73	бы что	1	4
74	еще не	1	4
75	отнюдь не	2	4
76	в своем	4	4
77	из этих	1	4
78	в известном	1	4
79	на то	1	4
80	от нее	1	4
81	не столько	2	4
82	что с	1	4
83	в то	7	4
84	тогда когда	1	4
85	никогда не	1	4
86	что оно	1	4
87	и это	2	4
88	по сравнению	2	4
89	связь между	1	4
90	в какой	1	4
91	всяком случае	1	4
92	из них	2	4
93	мы знаем	1	4
94	друг друга	1	4
95	но и	6	4
96	прежде всего	3	4
97	там где	1	4
98	с этим	2	4
99	в смысле	6	4
100	тем и	1	4
101	а в	4	4
102	в частности	2	4
103	во всяком	1	4
104	как известно	1	3
105	переход от	2	3
106	в котором	4	3
107	но как	1	3
108	если в	2	3
109	в самом	1	3
110	формы в	1	3
111	этот вывод	1	3
112	но на	1	3
113	как оно	1	3
114	в восприятии	1	3
115	не как	1	3
116	его в	1	3
117	в жизни	2	3
118	в действии	1	3
119	или менее	1	3
120	в которых	5	3
121	та или	1	3
122	недостаточно для	1	3
123	не есть	1	3
124	были бы	1	3
125	в себя	1	3
126	когда в	1	3
127	является в	2	3
128	или иная	1	3
129	связаны с	1	3
130	вслед за	3	3
131	как она	1	3
132	обе эти	1	3
133	мы видим	1	3
134	с ними	3	3
135	между тем	3	3
136	если мы	1	3
137	в виде	2	3
138	сами по	3	3
139	или иной	1	3
140	а с	1	3
141	в живом	1	3
142	сравнению с	1	3
143	наряду с	3	3
144	распадается на	1	3
145	пути к	1	3
146	в результате	1	3
147	другой стороны	1	3
148	равным образом	1	2
