N	2gram	Losev_Dial_3	Formalny
1	и в	24	38
2	в этом	8	27
3	т е	48	26
4	может быть	13	23
5	и его	5	21
6	и пр	6	21
7	таким образом	13	20
8	и не	27	20
9	в самом	7	16
10	не в	3	15
11	прежде всего	8	15
12	и т	24	14
13	не может	19	14
14	в нем	3	13
15	связи с	1	13
16	но и	9	13
17	с его	2	11
18	в том	5	11
19	вовсе не	13	11
20	в его	2	10
21	в связи	1	10
22	не только	23	9
23	при этом	2	9
24	и с	6	9
25	как и	7	9
26	на почве	1	9
27	в процессе	1	9
28	самом деле	6	8
29	отнюдь не	10	8
30	все же	3	8
31	точки зрения	25	8
32	так и	5	8
33	что и	6	8
34	тем что	3	8
35	в первом	2	7
36	как мы	2	7
37	в корне	1	7
38	по себе	20	7
39	для него	4	7
40	с точки	14	7
41	уже не	5	7
42	этом отношении	1	7
43	в других	1	7
44	не могут	4	7
45	по существу	2	7
46	слова и	1	7
47	что в	7	7
48	и ее	3	6
49	в ней	2	6
50	в истории	4	6
51	все эти	3	6
52	то же	6	6
53	было бы	5	6
54	он не	5	6
55	в их	2	6
56	могут быть	2	6
57	для понимания	1	6
58	все время	3	6
59	только в	5	6
60	как такового	1	6
61	то что	14	6
62	не было	3	6
63	вместе с	1	6
64	а не	26	6
65	как раз	7	6
66	в результате	1	6
67	хотя бы	4	6
68	а в	2	6
69	это и	7	5
70	по преимуществу	1	5
71	должна быть	6	5
72	говорить о	4	5
73	всего этого	2	5
74	во всех	1	5
75	в общем	1	5
76	т д	23	5
77	в слове	3	5
78	в то	5	5
79	в основе	3	5
80	же время	3	5
81	ни о	3	5
82	если бы	6	5
83	и только	6	5
84	что он	13	5
85	всяком случае	2	5
86	если мы	1	5
87	именно в	2	5
88	с этим	3	5
89	что же	11	5
90	и для	2	5
91	бы в	2	5
92	или иного	2	5
93	во всяком	2	5
94	все остальное	4	4
95	высшей степени	1	4
96	в сущности	10	4
97	что оно	7	4
98	в сторону	1	4
99	независимо от	1	4
100	и наконец	1	4
101	и к	5	4
102	как таковое	3	4
103	не как	1	4
104	его от	1	4
105	от нее	1	4
106	раз и	3	4
107	как о	4	4
108	ничего не	17	4
109	к тому	4	4
110	здесь не	1	4
111	того или	3	4
112	но в	2	4
113	что не	5	4
114	из них	3	4
115	так как	6	4
116	не о	2	4
117	даже и	7	4
118	в особенности	7	4
119	именно как	3	4
120	и даже	13	4
121	в некоторых	1	4
