N	2gram	Bakhtin_Fr_4	Sovremen
1	не может	2	17
2	может быть	2	12
3	точки зрения	4	12
4	таким образом	20	11
5	мы не	1	9
6	в этом	11	7
7	и в	29	7
8	мы можем	3	6
9	ничего не	1	6
10	как и	12	6
11	и не	16	6
12	в результате	4	6
13	и наконец	2	5
14	все эти	9	5
15	прежде всего	8	5
16	с точки	2	5
17	в условиях	1	5
18	в дальнейшем	3	4
19	нет и	1	4
20	в том	7	4
21	в целом	1	4
22	из них	6	4
23	так как	7	4
24	мы видели	7	4
25	не только	10	4
26	системы в	1	4
27	с помощью	4	4
28	как бы	8	4
29	это не	5	4
30	их в	2	4
31	жизни и	4	4
32	с самого	3	3
33	то же	10	3
34	но мы	2	3
35	видели что	1	3
36	все же	3	3
37	еще не	4	3
38	но в	12	3
39	он в	1	3
40	в этой	13	3
41	в себе	3	3
42	уже в	2	3
43	как он	2	3
44	в наших	1	3
45	что она	1	3
46	ведь это	3	3
47	в одном	1	3
48	в конце	9	3
49	в нем	5	3
50	при этом	3	3
51	на этой	2	3
52	и мы	2	3
53	и потому	1	3
54	все это	4	3
55	самого начала	3	3
56	для нас	1	3
57	и все	13	3
58	в системе	1	3
59	у нас	1	3
60	состоит из	1	3
61	и к	2	3
62	как известно	2	2
63	как мы	10	2
64	свою очередь	1	2
65	и есть	4	2
66	роль в	3	2
67	все те	2	2
68	той же	3	2
69	времени и	2	2
70	на этом	2	2
71	и даже	3	2
72	говорить о	1	2
73	и что	1	2
74	на их	2	2
75	и во	1	2
76	самом деле	1	2
77	в его	8	2
78	с этим	1	2
79	дает нам	2	2
80	развития но	1	2
81	быть и	1	2
82	только один	1	2
83	в самом	1	2
84	в которой	4	2
85	или же	1	2
86	что это	5	2
87	в нашем	4	2
88	с одной	2	2
89	со всеми	1	2
90	и они	3	2
91	уже не	2	2
92	так сказать	2	2
93	в виде	1	2
94	на его	2	2
95	мы знаем	1	2
96	у него	5	2
97	и по	5	2
98	отличие от	1	2
99	но все	1	2
100	что все	1	2
101	значение в	1	2
102	конечно в	1	2
103	в живом	1	2
104	в некоторых	1	2
105	на этот	1	2
106	такой же	3	2
107	в один	2	2
108	что такое	1	2
109	всего только	1	2
110	в отличие	1	2
111	знаем что	1	2
112	он приводит	1	2
113	на котором	2	2
114	не знаем	1	2
115	в третьем	1	2
116	еще более	1	2
117	мы видим	3	2
118	не дает	1	2
119	тот же	3	2
120	в свою	1	2
121	же самое	1	2
122	что в	1	2
123	если же	2	2
124	в таком	1	2
125	правда не	1	1
126	и это	2	1
127	своего развития	1	1
128	времени не	1	1
129	с жизнью	2	1
130	человека и	1	1
131	с ее	3	1
132	через все	2	1
133	в миниатюре	1	1
134	системы но	1	1
135	на самом	4	1
136	это и	5	1
137	почему и	1	1
138	здесь и	3	1
139	характерное для	1	1
140	жизни где	1	1
141	так в	1	1
142	по преимуществу	3	1
143	и до	5	1
144	и органами	1	1
145	в мире	1	1
146	можно было	1	1
147	мы уже	10	1
148	те же	1	1
149	в гуще	1	1
150	в споре	2	1
151	же как	1	1
152	еще в	1	1
153	и всюду	1	1
154	теперь мы	1	1
155	поэтому в	2	1
156	если бы	1	1
157	это направление	2	1
158	и вообще	1	1
159	этот был	2	1
160	и должно	1	1
161	затем он	1	1
162	кто же	1	1
163	того же	5	1
164	подчеркнуть что	1	1
165	о том	2	1
166	в ней	3	1
167	и та	1	1
168	что каждый	1	1
169	на них	2	1
170	он сам	1	1
171	все его	1	1
172	же время	8	1
173	его в	9	1
174	с его	4	1
175	но конечно	3	1
176	раз и	1	1
177	это типичное	1	1
178	данном случае	1	1
179	которая нужна	1	1
180	но не	2	1
181	образом все	2	1
182	к этому	2	1
183	но как	3	1
184	если в	2	1
185	в конечном	1	1
186	конечном счете	1	1
187	позволит нам	1	1
