N	4gram	Vygotskiy__7	Narrotol
1	в том числе и	1	4
2	не что иное как	1	2
3	состоит в том что	3	2
4	точно так же как	2	2
5	в той мере в	2	1
6	конкретных проблем в какой-либо	1	1
7	друг с другом и	1	1
8	всего в том что	1	1
9	в качестве одного из	1	1
10	прежде всего в том	1	1
11	той мере в какой	2	1
12	проблем в какой-либо определенной	1	1
13	очевидно что в этом	1	1
14	в какой-либо определенной области	1	1
15	с этой точки зрения	4	1
16	друг от друга в	1	1
17	дело здесь не в	1	1
18	в том что он	2	1
19	какой-либо определенной области явлений	1	1
20	в отличие от элементов	1	1
21	в том что в	1	1
22	есть не что иное	1	1
23	то же самое происходит	1	1
24	в поведении и мышлении	1	1
