N	3gram	Tiupa_Narr_1	FransuaR
1	в то же	4	6
2	то же время	4	6
3	с точки зрения	1	5
4	жизни и смерти	1	5
5	на протяжении всего	1	5
6	не только в	6	5
7	но и в	2	4
8	до сих пор	2	4
9	не может быть	4	4
10	в этом отношении	3	3
11	с одной стороны	1	3
12	в большей или	1	3
13	о том что	2	3
14	большей или меньшей	1	3
15	с другой стороны	1	3
16	можно сказать что	2	2
17	сих пор еще	1	2
18	только то что	1	2
19	мы еще вернемся	1	2
20	в значительной степени	1	2
21	содержит в себе	1	2
22	и в то	1	2
23	во всяком случае	2	2
24	но все же	1	2
25	как мы видели	1	2
26	подобно тому как	3	2
27	лишь в самом	1	1
28	если бы она	1	1
29	же в этой	1	1
30	только потому что	1	1
31	потому что в	1	1
32	дело в том	2	1
33	по отношению к	3	1
34	в этом последнем	1	1
35	такие определения как	1	1
36	что для него	1	1
37	в художественной литературе	1	1
38	так и его	1	1
39	как если бы	2	1
40	и не может	1	1
41	бы она была	1	1
42	людей так и	1	1
43	до известной степени	1	1
44	не входит в	1	1
45	при этом что	1	1
46	и та же	1	1
47	а во время	1	1
48	с этого момента	1	1
49	начало и конец	3	1
50	как и у	1	1
51	не подлежит сомнению	1	1
52	именно в этом	1	1
53	еще вернемся к	1	1
54	в первый раз	1	1
55	но и на	2	1
56	и тот же	1	1
57	один из наиболее	1	1
58	для проникновения в	1	1
59	друг с другом	1	1
60	в корне изменилось	1	1
61	в одну из	1	1
62	не только от	2	1
63	одна и та	1	1
64	самом деле в	1	1
65	один и тот	1	1
66	да и всей	1	1
67	на самом деле	1	1
68	не только с	1	1
69	не только на	2	1
70	прошлого и настоящего	1	1
71	здесь говорить не	1	1
72	на то что	2	1
73	существенную роль в	1	1
74	они могут быть	1	1
75	событие в жизни	1	1
76	мира но не	1	1
77	для того чтобы	3	1
78	во всех его	1	1
79	в том что	5	1
80	но они являются	1	1
81	как и в	1	1
