N	3gram	Losev_Dial_2	Analitik
1	не может быть	3	16
2	в том что	6	9
3	в то же	3	8
4	то же время	4	6
5	той или иной	1	6
6	что иное как	3	5
7	большей или меньшей	1	4
8	с точки зрения	8	4
9	и не может	1	4
10	не что иное	3	4
11	к тому же	1	4
12	о том что	4	3
13	в той или	2	3
14	подобно тому как	1	3
15	того или иного	1	3
16	в таком случае	3	3
17	бы то ни	1	3
18	и т п	2	3
19	с одной стороны	1	3
20	не в том	1	3
21	есть не что	2	3
22	того что в	1	2
23	в самом деле	3	2
24	в том и	1	2
25	антитеза внутреннего и	1	2
26	то же самое	2	2
27	в собственном значении	1	2
28	сами по себе	3	2
29	но и в	1	2
30	в этом отношении	1	2
31	того и другого	1	2
32	в данном случае	2	2
33	в силу своей	2	2
34	не могут быть	2	2
35	с другой стороны	4	2
36	личности а не	1	2
37	но о том	1	2
38	внутреннего и внешнего	2	2
39	в свое время	1	2
40	в широком смысле	2	2
41	том что он	1	2
42	не в состоянии	2	1
43	личность есть всегда	2	1
44	ни с какой	1	1
45	тех пор пока	1	1
46	однако так что	1	1
47	в виду не	1	1
48	я никогда не	1	1
49	так что оно	1	1
50	более или менее	2	1
51	равно как и	1	1
52	совершенно необходима для	1	1
53	о том как	1	1
54	таит в себе	1	1
55	дано только через	1	1
56	оно дано только	1	1
57	не было и	1	1
58	всему внешнему что	1	1
59	пребывающее ядро и	1	1
60	обязательно отождествляются в	1	1
61	до сих пор	2	1
62	говоря уже о	2	1
63	придется понимать как	2	1
64	вы видите здесь	1	1
65	в зависимости от	2	1
66	сам по себе	3	1
67	ядро и переменчивые	1	1
68	и та же	4	1
69	с ним в	1	1
70	на самом же	1	1
71	том что именно	1	1
72	обязательно нечто внутреннее	1	1
73	одном неделимом лике	1	1
74	может и должно	1	1
75	в частности к	1	1
76	в одном неделимом	1	1
77	по крайней мере	9	1
78	то или иное	4	1
79	вместе с тем	1	1
80	входящее в состав	1	1
81	одно и то	4	1
82	плана обязательно отождествляются	1	1
83	субъект и объект	1	1
84	и в частности	2	1
85	свою силу и	1	1
86	что не есть	1	1
87	есть всегда противопоставление	1	1
88	и отличается от	1	1
89	не только в	2	1
90	внешнему что не	1	1
91	на первый взгляд	1	1
92	и то же	4	1
93	как будто бы	3	1
94	то что мы	1	1
95	и должно быть	2	1
96	и при этом	1	1
97	и как бы	1	1
98	в любой другой	1	1
99	все же не	1	1
100	только через внешнее	1	1
101	всегда противопоставление себя	1	1
102	ни на что	1	1
103	и переменчивые акциденции	1	1
104	всем потому что	1	1
105	не он сам	1	1
106	для понятия личности	1	1
107	отождествляются в одном	1	1
108	различных плана и	1	1
109	во всяком случае	2	1
110	одна и та	4	1
111	себя всему внешнему	1	1
112	я не могу	1	1
113	на что не	1	1
114	противопоставление себя всему	1	1
115	самом же деле	1	1
116	субъекта и объекта	4	1
117	необходима для понятия	1	1
118	совмещает в себе	1	1
119	видите здесь обязательно	1	1
120	во всех своих	1	1
121	до тех пор	1	1
122	есть она сама	1	1
123	и вместе с	1	1
124	а не ее	1	1
125	здесь обязательно нечто	1	1
126	и эти два	1	1
127	что оно дано	1	1
128	он не есть	1	1
129	только тогда когда	4	1
130	тогда когда оно	2	1
131	преодолевается в личности	1	1
132	в этом смысле	1	1
133	в связи с	4	1
134	два плана обязательно	1	1
135	не есть она	1	1
136	к тому что	1	1
137	обязательно два различных	1	1
138	друг с другом	1	1
139	дело не в	1	1
140	плана и эти	1	1
141	этом мы будем	1	1
142	два различных плана	1	1
143	и как будто	1	1
144	эти два плана	1	1
145	не говоря уже	2	1
