N	3gram	Bakhtin_Fr_1	Analitik
1	не может быть	1	16
2	в том что	6	9
3	в то же	1	8
4	в отличие от	4	6
5	то же время	1	6
6	той или иной	5	6
7	по отношению к	1	5
8	большей или меньшей	4	4
9	с точки зрения	3	4
10	и не может	1	4
11	к тому же	1	4
12	в той или	5	3
13	в том числе	10	3
14	для того чтобы	1	3
15	с одной стороны	2	3
16	нет и не	1	2
17	в самом деле	1	2
18	сами по себе	1	2
19	но и в	2	2
20	в этом отношении	3	2
21	в основе своей	2	2
22	но в то	1	2
23	не могут быть	1	2
24	с другой стороны	1	2
25	во внешнем мире	1	2
26	в свое время	2	2
27	тех или иных	1	2
28	том что он	1	2
29	в отрыве от	2	2
30	но прежде всего	1	1
31	по своей природе	1	1
32	или хотя бы	1	1
33	по своей сущности	1	1
34	имеем в виду	1	1
35	со смертью в	1	1
36	выходит за пределы	3	1
37	как раз и	2	1
38	то есть без	1	1
39	на тех же	1	1
40	до сих пор	4	1
41	во всей своей	1	1
42	с ним в	1	1
43	на самом же	3	1
44	в собственном смысле	1	1
45	том числе и	7	1
46	карнавал переживаемый в	1	1
47	особый тип общения	1	1
48	то или иное	1	1
49	на все моменты	1	1
50	и в частности	2	1
51	не подлежит никакому	1	1
52	то есть его	1	1
53	через край и	1	1
54	все эти три	1	1
55	не только в	1	1
56	в xx веке	1	1
57	то что мы	1	1
58	в известном смысле	1	1
59	переживаемый в одиночку	1	1
60	в большей или	4	1
61	так и не	3	1
62	или меньшей степени	4	1
63	и на всех	1	1
64	ни на что	1	1
65	или иной форме	4	1
66	во всяком случае	1	1
67	могла бы быть	1	1
68	на что не	1	1
69	самом же деле	3	1
70	включает в себя	1	1
71	встречаемся с ним	1	1
72	начало и конец	1	1
73	между тем в	1	1
74	тех же основаниях	1	1
75	отличающая его от	1	1
76	мы имеем в	1	1
77	в связи с	1	1
78	в области литературы	2	1
79	мы встречаемся с	1	1
80	друг с другом	1	1
81	же основаниях как	1	1
82	с самим собой	1	1
