N	3gram	Vygotskiy__5	Hudozhes
1	о том что	6	9
2	и т п	3	8
3	по отношению к	1	8
4	в том что	14	6
5	в самом деле	5	4
6	можно было бы	3	4
7	к тому что	6	4
8	с точки зрения	2	3
9	в этом отношении	3	3
10	жизни и смерти	1	3
11	в первой главе	1	3
12	и в самом	2	3
13	и т д	3	3
14	в русской литературе	1	3
15	том что в	1	2
16	только потому что	1	2
17	того или иного	1	2
18	что он не	1	2
19	до сих пор	5	2
20	не только в	2	2
21	что у него	1	2
22	вместо того чтобы	1	2
23	не может быть	2	2
24	характеры действующих лиц	2	2
25	в конечном счете	1	2
26	речь идет о	1	2
27	на то что	16	2
28	каждого из нас	1	2
29	тому что он	1	2
30	как мы помним	1	1
31	по его словам	1	1
32	на том что	1	1
33	и ему не	1	1
34	потому что он	2	1
35	и т.д однако	1	1
36	это могло бы	1	1
37	в чем не	1	1
38	потому что оно	1	1
39	состоит в том	2	1
40	прежде всего на	1	1
41	на самом деле	2	1
42	в этом смысле	1	1
43	том что он	1	1
44	то же самое	3	1
45	одной стороны и	1	1
46	же как и	1	1
47	и в этом	1	1
48	в одной из	1	1
49	именно в этом	1	1
50	с самого начала	3	1
51	до известной степени	1	1
52	сами по себе	2	1
53	более или менее	1	1
54	которое никак не	1	1
55	в отличие от	2	1
56	что на этом	1	1
57	к тому чтобы	1	1
58	заключает в себе	4	1
59	в письме к	1	1
60	и герой и	1	1
61	несмотря на то	1	1
62	с этой точки	1	1
63	в том случае	1	1
64	свою судьбу в	1	1
65	к себе и	1	1
66	следует отличать от	1	1
67	в литературном произведении	1	1
68	и что в	3	1
69	в противоречие с	1	1
70	в конце концов	2	1
71	в себя и	1	1
72	с той же	1	1
73	приводит к тому	1	1
74	в том и	2	1
75	как бы в	2	1
76	тем что когда	1	1
77	того что у	1	1
78	а в том	1	1
79	в данном случае	2	1
80	ни в чем	1	1
81	как будто бы	1	1
82	то что мы	2	1
83	в свою очередь	1	1
84	ничего общего с	1	1
85	речь в данном	1	1
86	этой точки зрения	1	1
87	с тем что	3	1
88	не только не	4	1
89	и поэтому не	1	1
90	во времени и	1	1
91	между романом и	1	1
92	героя и это	1	1
93	друг от друга	2	1
94	это действительно так	2	1
95	все же не	1	1
96	в том смысле	1	1
97	с одной стороны	12	1
98	друг с другом	3	1
99	в ответ на	1	1
100	говорится о том	2	1
101	герой и героиня	1	1
102	что она в	1	1
103	произведение не в	1	1
104	формы и содержания	1	1
