N	3gram	Trubetskoy_1	StatiiOP
1	в том что	15	17
2	о том что	4	11
3	для того чтобы	7	10
4	с точки зрения	8	8
5	можно было бы	1	8
6	до сих пор	8	7
7	на самом деле	7	6
8	в данном случае	3	6
9	с другой стороны	4	6
10	во всяком случае	2	6
11	в самом деле	5	5
12	в этой области	4	5
13	не может быть	3	5
14	дело в том	1	4
15	то же время	2	4
16	на то что	7	4
17	в то же	2	4
18	по отношению к	9	3
19	что же касается	2	3
20	только в том	1	3
21	так же как	3	3
22	должна была бы	1	3
23	заключается в том	2	3
24	ничего общего с	2	3
25	но все же	2	3
26	за то что	1	3
27	в том числе	1	2
28	в этом случае	4	2
29	и в том	2	2
30	и то что	3	2
31	том числе и	1	2
32	может быть и	4	2
33	по крайней мере	1	2
34	но с другой	1	2
35	в равной мере	1	2
36	то обстоятельство что	1	2
37	на точку зрения	1	2
38	то что у	2	2
39	с одной стороны	2	2
40	но в целом	1	2
41	в то время	2	2
42	так или иначе	5	2
43	не в том	1	2
44	точку зрения в	1	2
45	по этому поводу	1	2
46	в его собственной	1	2
47	тем более что	1	2
48	тем не менее	4	2
49	как и в	2	2
50	как и вообще	1	1
51	а между тем	8	1
52	не может не	3	1
53	лишь о том	1	1
54	в голову не	1	1
55	никогда не было	1	1
56	судя по его	1	1
57	указание на то	1	1
58	встать на точку	1	1
59	а не в	1	1
60	целом ряде случаев	1	1
61	не говоря уже	1	1
62	в настоящее время	2	1
63	в том и	2	1
64	том что он	2	1
65	свидетельствует о том	1	1
66	в том же	3	1
67	и в голову	1	1
68	на эти темы	1	1
69	в одну кучу	1	1
70	из двух или	1	1
71	в лучшем случае	1	1
72	говоря уже о	1	1
73	более что он	1	1
74	в зависимости от	1	1
75	одно из двух	1	1
76	дело только в	1	1
77	также и то	1	1
78	бы то ни	2	1
79	а потому не	1	1
80	этой работы и	1	1
81	а может быть	1	1
82	только то что	2	1
83	том что так	1	1
84	в то ее	1	1
85	в то что	1	1
86	том и другом	1	1
87	точно так же	1	1
88	трудно видеть что	1	1
89	о том кто	1	1
90	в том случае	4	1
91	самое простое и	1	1
92	это может быть	1	1
93	ясно что и	1	1
94	то время как	1	1
95	тот факт что	4	1
96	представление о том	1	1
97	того что именно	1	1
98	то что для	1	1
99	таким образом этот	1	1
100	что она исходит	1	1
101	том что как	1	1
102	не потому чтобы	1	1
103	лишь то что	1	1
104	лишь те которые	1	1
105	во всех этих	2	1
106	а с другой	2	1
107	что в таком	1	1
108	уже о том	1	1
109	только с точки	1	1
110	как общее правило	1	1
111	уже и сейчас	1	1
112	я не могу	1	1
113	в целом ряде	3	1
114	а на самом	1	1
115	именно в том	1	1
116	в один общий	1	1
117	этому требованию и	1	1
118	этот вопрос в	1	1
119	и таким образом	1	1
120	а в том	1	1
121	не трудно видеть	1	1
122	сих пор не	2	1
123	надо сказать что	1	1
124	таким образом в	3	1
125	и некоторые другие	1	1
126	из того же	2	1
127	в одно целое	1	1
128	у каждого своя	1	1
129	смысле этого слова	1	1
130	все же будет	1	1
131	и без того	4	1
132	хотя бы в	1	1
133	может быть признана	1	1
134	как бы ни	1	1
135	и не может	1	1
136	за последнее время	1	1
137	мысль о том	1	1
138	потому чтобы я	1	1
139	больше чем у	1	1
140	друг от друга	6	1
141	этой области не	1	1
142	в вопросе о	2	1
143	к тому что	1	1
144	во многих отношениях	1	1
145	если бы все	1	1
146	в результате которой	1	1
147	этом у нас	1	1
148	нечего и говорить	3	1
149	может не быть	1	1
150	в такой форме	2	1
151	и это не	1	1
152	в конце концов	4	1
