N	2gram	Losev_Dial_1	Myshleni
1	и в	18	25
2	в развитии	1	24
3	в том	9	23
4	том что	9	20
5	таким образом	1	17
6	так же	4	17
7	что в	13	17
8	в основе	3	16
9	как и	2	15
10	в его	3	15
11	то что	13	15
12	в этом	12	14
13	вместе с	1	14
14	может быть	17	13
15	так как	11	12
16	в качестве	2	12
17	могли бы	1	11
18	в мышлении	1	11
19	что они	3	10
20	перед нами	1	10
21	и что	12	10
22	что и	3	10
23	было бы	12	10
24	того что	2	10
25	только в	3	10
26	как бы	11	10
27	и не	30	10
28	мы не	1	9
29	связи с	1	9
30	заключается в	1	9
31	ни в	15	9
32	как в	2	9
33	как мы	4	8
34	того чтобы	1	8
35	показывает что	1	8
36	не является	3	8
37	столь же	1	7
38	по своей	1	7
39	все эти	2	7
40	понятий и	1	7
41	по себе	25	7
42	уже в	1	7
43	мы можем	4	7
44	для того	2	7
45	что мы	1	7
46	как это	4	7
47	же как	2	6
48	но не	4	6
49	потому что	14	6
50	от этого	3	6
51	не только	13	6
52	в силу	1	6
53	не может	12	6
54	точки зрения	17	6
55	не в	6	6
56	в отношении	5	6
57	не менее	2	6
58	самого начала	1	6
59	с самого	1	6
60	можно было	5	6
61	один из	3	6
62	что он	11	6
63	со всеми	1	6
64	и у	2	6
65	с другой	6	6
66	в связи	1	6
67	все это	11	6
68	все же	5	6
69	мы должны	5	6
70	ли оно	2	5
71	мы уже	1	5
72	и как	7	5
73	и к	1	5
74	что это	11	5
75	что она	7	5
76	при этом	1	5
77	к одному	1	5
78	и по	1	5
79	тем не	1	5
80	и другое	2	5
81	но это	8	5
82	с другом	1	5
83	могут быть	3	5
84	о том	4	5
85	значения и	1	5
86	так и	9	5
87	если бы	12	5
88	в этой	1	5
89	с одной	2	5
90	для него	2	5
91	именно в	2	5
92	одной стороны	2	5
93	друг с	1	5
94	мы имели	1	4
95	тем же	1	4
96	мы имеем	2	4
97	бы что	1	4
98	время как	2	4
99	еще не	2	4
100	отнюдь не	9	4
101	в своем	5	4
102	из этих	2	4
103	на то	5	4
104	он не	3	4
105	как с	2	4
106	той же	1	4
107	в то	6	4
108	никогда не	9	4
109	то и	2	4
110	не могут	1	4
111	встречается в	1	4
112	к тому	4	4
113	что оно	5	4
114	и это	2	4
115	то время	1	4
116	мог бы	2	4
117	по сравнению	2	4
118	с ним	6	4
119	выводу что	1	4
120	значит что	14	4
121	в какой	1	4
122	всяком случае	2	4
123	из них	2	4
124	от того	1	4
125	но и	7	4
126	прежде всего	10	4
127	там где	1	4
128	с этим	2	4
129	это значит	11	4
130	и все	3	4
131	а в	5	4
132	сказать что	10	4
133	что понятие	1	4
134	мы увидим	2	4
135	в частности	2	4
136	во всяком	4	4
137	которая не	2	4
138	как известно	1	3
139	на деле	2	3
140	то в	7	3
141	в котором	4	3
142	не иметь	1	3
143	но как	2	3
144	если в	3	3
145	когда он	1	3
146	его к	1	3
147	в самом	3	3
148	формы в	1	3
149	что эти	1	3
150	как он	4	3
151	не как	2	3
152	и сам	1	3
153	на этом	2	3
154	показал что	1	3
155	его в	1	3
156	в жизни	1	3
157	или менее	3	3
158	в которых	2	3
159	которые в	1	3
160	не могли	1	3
161	того как	1	3
162	но только	3	3
163	та или	3	3
164	во всем	2	3
165	отличается от	2	3
166	не есть	40	3
167	ничего общего	4	3
168	своего развития	1	3
169	были бы	2	3
170	по способу	1	3
171	на том	1	3
172	или иная	3	3
173	вслед за	2	3
174	как она	7	3
175	в него	2	3
176	мы видим	4	3
177	с ними	2	3
178	между тем	1	3
179	не можем	1	3
180	если мы	2	3
181	в виде	2	3
182	и их	2	3
183	сами по	1	3
184	этом отношении	2	3
185	или иной	3	3
186	а с	2	3
187	сравнению с	2	3
188	наряду с	1	3
189	с этой	2	3
190	в результате	1	3
191	между ними	1	3
192	с ней	2	3
193	другой стороны	4	3
194	имеет место	1	3
195	к этому	2	3
196	равным образом	1	2
197	и то	9	2
198	только потому	3	2
