N	3gram	Vygotskiy__4	Analitik
1	о том что	3	6
2	в том что	31	6
3	в данном случае	2	5
4	состоит в том	3	4
5	по отношению к	1	4
6	с одной стороны	9	4
7	в этом случае	3	4
8	к тому же	1	4
9	мы имеем дело	1	3
10	подобно тому как	2	3
11	в этом отношении	7	3
12	содержит в себе	2	3
13	тем не менее	1	3
14	как и в	1	3
15	в обоих случаях	3	2
16	в этом смысле	8	2
17	с точки зрения	11	2
18	можно было бы	5	2
19	и то что	4	2
20	едва ли не	1	2
21	не только в	1	2
22	в отличие от	2	2
23	с другой стороны	8	2
24	предполагает не только	1	2
25	и тем самым	4	2
26	не только не	5	2
27	на то что	4	2
28	в поле зрения	1	2
29	тех или иных	1	2
30	если бы он	1	1
31	не в состоянии	1	1
32	что иное как	1	1
33	одних и тех	1	1
34	уже содержит в	1	1
35	в игре на	1	1
36	можно сказать что	1	1
37	в действительности и	1	1
38	одним и тем	3	1
39	как бы не	1	1
40	как мы это	1	1
41	и даже не	1	1
42	внимание на то	1	1
43	то что с	1	1
44	которые могут быть	1	1
45	и во всех	1	1
46	как это ни	1	1
47	вступает в противоречие	1	1
48	но и в	2	1
49	между тем как	3	1
50	как это свойственно	1	1
51	мы узнаем из	1	1
52	к тому или	2	1
53	этом случае в	1	1
54	с другом в	1	1
55	значении этого слова	1	1
56	с этой точки	4	1
57	то и другое	1	1
58	и тем что	1	1
59	и тех же	1	1
60	в равной мере	3	1
61	те же слова	2	1
62	они могут быть	1	1
63	и тогда когда	2	1
64	в противоречие с	2	1
65	и тем же	3	1
66	они относятся к	1	1
67	тому или иному	2	1
68	на этот раз	1	1
69	и тот же	7	1
70	и то же	6	1
71	как один из	1	1
72	имеем дело с	1	1
73	как и на	2	1
74	в свою очередь	2	1
75	одни и те	3	1
76	как в этом	1	1
77	в связи с	3	1
78	так и на	1	1
79	одно и то	6	1
80	прежде всего в	1	1
81	в первую очередь	4	1
82	в целом ряде	2	1
83	не может остаться	1	1
84	в свое время	2	1
85	этой точки зрения	4	1
86	имеет место в	1	1
87	только то что	1	1
88	не может быть	1	1
89	том смысле что	1	1
90	заключается в том	14	1
91	том что одно	1	1
92	не только на	1	1
93	не что иное	1	1
94	в самом деле	6	1
95	речь идет о	3	1
96	на всем протяжении	2	1
97	в этих случаях	1	1
98	и те же	3	1
99	в том смысле	2	1
100	включающий в себя	1	1
101	к тому что	1	1
102	друг с другом	7	1
103	возвращает нас к	1	1
104	точно так же	3	1
105	то же самое	7	1
