N	2gram	Losev_Dial_4	KulturaY
1	и т	17	54
2	т е	46	32
3	и в	15	23
4	точки зрения	14	23
5	в том	11	22
6	не только	8	17
7	в этом	11	16
8	было бы	9	16
9	с точки	9	16
10	может быть	17	14
11	в области	3	14
12	в самом	2	13
13	что в	7	13
14	не менее	2	12
15	потому что	10	12
16	для того	5	12
17	вопрос о	2	11
18	том что	10	11
19	того чтобы	5	11
20	можно было	1	11
21	в его	4	11
22	того что	13	11
23	а не	18	11
24	можно говорить	2	10
25	у нас	3	10
26	и не	30	10
27	еще не	4	9
28	таким образом	5	9
29	тем не	2	9
30	хотя бы	4	9
31	так как	14	9
32	прежде всего	11	9
33	т д	15	8
34	лишь в	2	8
35	зависимости от	1	8
36	если бы	6	8
37	в виду	9	8
38	уже не	9	8
39	как на	1	8
40	как это	2	7
41	в зависимости	1	7
42	все эти	3	7
43	в нашем	1	7
44	должно быть	2	7
45	того как	2	7
46	если мы	5	7
47	те же	1	7
48	и что	9	7
49	с другой	1	7
50	в языке	1	7
51	или иной	1	7
52	на фоне	1	7
53	в данном	3	7
54	сказать что	6	7
55	то же	9	6
56	говорить о	11	6
57	в общем	1	6
58	в силу	4	6
59	только в	7	6
60	так и	5	6
61	при этом	2	6
62	и тем	6	6
63	с тем	4	6
64	в их	3	6
65	ничего не	17	6
66	связи с	1	6
67	не может	11	6
68	могут быть	3	6
69	по себе	13	6
70	о том	5	6
71	после того	1	6
72	что и	6	6
73	тот же	1	6
74	что он	7	6
75	для этого	2	6
76	также и	4	5
77	и есть	19	5
78	как мы	1	5
79	я не	5	5
80	в чем	8	5
81	все же	2	5
82	хотя и	6	5
83	из этих	2	5
84	как бы	14	5
85	что она	5	5
86	как и	7	5
87	не значит	2	5
88	не в	8	5
89	вовсе не	6	5
90	во внимание	2	5
91	от того	2	5
92	не могут	2	5
93	но также	1	5
94	той или	4	5
95	и должно	1	5
96	тем что	2	5
97	в связи	1	5
98	что же	2	5
99	тем более	6	5
100	но это	4	5
101	а в	1	5
102	совершенно не	3	5
103	тех же	2	4
104	в сущности	5	4
105	точка зрения	1	4
106	как в	3	4
107	в своем	5	4
108	только тогда	5	4
109	целый ряд	1	4
110	том случае	1	4
111	ясно что	11	4
112	что значит	1	4
113	в своей	3	4
114	что такое	5	4
115	которые в	1	4
116	тем самым	3	4
117	тогда когда	5	4
118	учения о	1	4
119	как раз	4	4
120	и о	8	4
121	в ее	2	4
122	данном случае	1	4
123	были бы	1	4
124	заключается в	2	4
125	один из	4	4
126	с одной	1	4
127	в нашей	2	4
128	что не	3	4
129	не было	2	4
130	мы говорим	2	4
131	в той	1	4
132	этом случае	1	4
133	то что	16	4
134	речь идет	1	3
135	е как	1	3
136	я и	1	3
137	на самом	1	3
138	это и	9	3
139	то в	5	3
140	той же	5	3
141	есть не	5	3
142	мы не	9	3
143	поэзия и	1	3
144	сам по	2	3
145	в ней	5	3
146	только после	2	3
147	то мы	3	3
148	но как	2	3
149	очевидно что	1	3
150	отношение к	1	3
151	то обстоятельство	1	3
152	отнюдь не	4	3
153	что именно	7	3
154	бы и	3	3
155	что это	13	3
156	бы не	2	3
157	он не	1	3
158	в первую	1	3
159	и вот	11	3
160	и с	4	3
161	с этой	2	3
162	мы видели	1	3
163	значит не	1	3
164	форма и	1	3
165	не так	1	3
166	но если	5	3
167	в которых	1	3
168	не понимает	2	3
169	и более	1	3
170	что сам	1	3
171	в отношении	2	3
172	перед собою	1	3
173	она не	4	3
174	в то	6	3
175	как о	2	3
176	не имеет	14	3
177	в процессе	1	3
178	и именно	2	3
179	должна быть	7	3
180	не по	2	3
181	был бы	2	3
182	что на	2	3
183	в каком	5	3
184	обстоятельство что	1	3
185	не есть	40	3
186	всего этого	1	3
187	только то	1	3
188	слово есть	3	3
189	в результате	6	3
190	но и	4	3
191	это не	12	3
192	и только	2	3
193	этот вопрос	1	3
194	как же	5	3
195	уже в	1	3
196	ни в	8	3
197	мы находим	2	3
198	то это	1	3
199	именно в	5	3
200	а именно	6	3
201	естественно что	1	3
202	и пр	9	3
203	я хочу	1	3
204	когда мы	1	3
205	по существу	1	3
206	того или	2	3
207	но для	2	3
208	это уже	1	3
209	мы должны	4	3
210	другой стороны	2	3
211	смысле слова	1	2
212	чтобы не	1	2
213	и через	1	2
214	к другому	1	2
215	собственном смысле	2	2
216	бы уже	1	2
217	мы имеем	5	2
218	которую я	1	2
219	и говорить	1	2
220	быть в	5	2
221	заключается не	1	2
222	не то	1	2
223	отличие от	2	2
224	не просто	7	2
225	или иное	3	2
226	за пределы	3	2
227	что они	4	2
228	сама по	5	2
229	и я	1	2
230	как к	1	2
231	на минуту	1	2
232	когда он	3	2
233	и как	4	2
234	имеет в	1	2
235	но в	3	2
236	лишь о	1	2
237	очень много	2	2
238	а во-вторых	1	2
239	учение о	5	2
240	в известном	1	2
241	и тот	1	2
242	как он	1	2
243	что одна	1	2
244	и самый	1	2
245	же это	5	2
246	и если	3	2
247	на этом	3	2
248	но все	2	2
249	что все	4	2
250	пока мы	1	2
251	и дальше	1	2
252	есть конечно	1	2
253	и чтобы	1	2
254	с целью	1	2
255	его в	1	2
256	с другими	1	2
257	не стану	1	2
258	само собою	1	2
259	не понимают	1	2
260	для меня	2	2
261	нельзя будет	1	2
262	становится и	2	2
263	такой же	1	2
264	как таковой	5	2
265	смысл и	3	2
266	одного и	1	2
267	меняется и	1	2
268	из того	1	2
269	и при	2	2
270	и без	2	2
271	в котором	2	2
272	в отличие	1	2
273	не как	4	2
274	и значит	1	2
275	сам же	1	2
276	если это	1	2
277	однако в	2	2
278	что есть	2	2
279	не о	4	2
280	дело не	1	2
281	до их	1	2
282	никак не	2	2
283	уже о	4	2
284	отличается от	1	2
