N	3gram	Ircho_Kome_1	Analitik
1	о том что	3	6
2	в том что	9	6
3	в данном случае	1	5
4	состоит в том	1	4
5	по отношению к	3	4
6	с одной стороны	3	4
7	к тому же	5	4
8	на себя внимание	1	3
9	подобно тому как	1	3
10	в этом отношении	3	3
11	героя нашего времени	1	3
12	обращает на себя	1	3
13	в самом начале	1	3
14	тем не менее	1	3
15	как и в	2	3
16	в обоих случаях	1	2
17	в ответ на	1	2
18	в соответствии с	1	2
19	в то же	4	2
20	можно было бы	1	2
21	в значительной степени	1	2
22	едва ли не	3	2
23	не только в	1	2
24	в отличие от	1	2
25	с другой стороны	5	2
26	то же время	4	2
27	в борьбе с	1	2
28	на то что	2	2
29	жизни но и	1	1
30	но и все	1	1
31	не в состоянии	2	1
32	а между тем	1	1
33	что иное как	1	1
34	в тех случаях	1	1
35	более или менее	1	1
36	на этом фоне	1	1
37	во времени и	1	1
38	и даже не	1	1
39	от которого он	1	1
40	следует упускать из	1	1
41	и что же?	1	1
42	которые могут быть	1	1
43	выходит далеко за	1	1
44	из того же	1	1
45	но и в	2	1
46	не следует упускать	1	1
47	далеко за пределы	1	1
48	одна из них	1	1
49	тому же в	3	1
50	со всех сторон	1	1
51	с этой точки	1	1
52	и тем что	2	1
53	тому же не	1	1
54	в применении к	1	1
55	мы узнаем о	1	1
56	на этот раз	1	1
57	и тот же	1	1
58	как один из	1	1
59	поводу того что	1	1
60	так или иначе	1	1
61	из них не	1	1
62	в первую очередь	2	1
63	в наибольшей степени	1	1
64	ли не в	1	1
65	этой точки зрения	1	1
66	внешней и внутренней	2	1
67	по поводу того	1	1
68	в литературе нового	1	1
69	литературе нового времени	1	1
70	именно к этому	1	1
71	и особенно в	1	1
72	не что иное	1	1
73	речь идет о	3	1
74	но и не	1	1
75	во второй половине	2	1
76	тех случаях когда	1	1
77	к тому что	1	1
78	в отношении к	1	1
79	то же самое	2	1
