N	3gram	Trubetskoy_1	Problema
1	с точки зрения	6	11
2	той или иной	2	11
3	в нашем смысле	1	10
4	нашем смысле слова	1	10
5	тем не менее	3	10
6	в том что	3	8
7	то же самое	2	6
8	по крайней мере	5	6
9	с другой стороны	1	6
10	в данном случае	1	5
11	в одно нераздельное	1	5
12	одно нераздельное целое	1	5
13	во всяком случае	6	4
14	не только не	1	4
15	имеем в виду	1	3
16	точно так же	3	3
17	вместе с тем	8	3
18	в связи с	3	3
19	о том что	4	3
20	в том виде	2	2
21	сами по себе	1	2
22	или по крайней	1	2
23	в значительной мере	2	2
24	в том или	1	2
25	не только для	2	2
26	которые как показывает	1	2
27	для того чтобы	5	2
28	более или менее	5	2
29	в то время	1	2
30	ничего общего с	2	2
31	в то же	2	2
32	к тому же	4	2
33	и только в	1	2
34	но все же	4	1
35	крайней мере в	1	1
36	а следовательно и	1	1
37	в силу этого	1	1
38	сам он не	1	1
39	иметь в виду	1	1
40	мы имеем в	1	1
41	одной из этих	1	1
42	то ясно что	2	1
43	свидетельствует о том	1	1
44	о том как	1	1
45	по своему значению	1	1
46	по сравнению с	2	1
47	но все это	2	1
48	и в то	1	1
49	не отличаются от	1	1
50	бы то ни	2	1
51	в первую очередь	1	1
52	только то что	1	1
53	совершенно ясно что	1	1
54	том числе и	4	1
55	с душой человека	1	1
56	которых ни один	1	1
57	явления природы не	1	1
58	с этой точки	2	1
59	в таком случае	1	1
60	до сих пор	5	1
61	сказать что в	1	1
62	все эти черты	1	1
63	так же как	3	1
64	и выйти из	1	1
65	то ни было	2	1
66	с одной стороны	7	1
67	в конце концов	3	1
68	и потому что	2	1
69	нашей повседневной жизни	1	1
70	всяком случае не	3	1
71	не в том	1	1
72	друг к другу	1	1
73	том что они	1	1
74	в том числе	5	1
75	все это было	1	1
76	еще и потому	1	1
77	сливаются в одно	1	1
78	или к его	1	1
79	этой точки зрения	2	1
80	жизни то есть	1	1
81	а в том	1	1
82	в одном и	1	1
83	а вместе с	1	1
84	а после его	1	1
85	так и в	1	1
86	и вместе с	4	1
87	сказать и о	1	1
88	в свою очередь	1	1
89	это и есть	1	1
90	но и для	2	1
91	с самого начала	2	1
92	только он один	1	1
93	и так и	1	1
94	несмотря на все	1	1
95	в настоящее время	1	1
96	на то что	2	1
97	в безбрежном море	1	1
98	и том же	1	1
99	к мысли о	1	1
100	все эти особенности	1	1
101	в очень редких	1	1
102	и требует от	1	1
103	потому что даже	1	1
104	одном и том	1	1
105	в этой области	1	1
106	ни на какие	1	1
107	душой человека в	1	1
108	добра и зла	1	1
109	именно потому что	1	1
110	может быть даже	2	1
