N	3gram	Tiupa_Lite_1	Myshleni
1	с точки зрения	2	18
2	в том что	11	15
3	с другой стороны	1	9
4	с одной стороны	2	8
5	с самого начала	1	8
6	по отношению к	2	7
7	в другом месте	1	6
8	о том что	2	6
9	из того что	2	5
10	не может быть	1	5
11	до сих пор	1	4
12	в этом отношении	2	4
13	на то что	1	3
14	можно было бы	1	3
15	во всяком случае	2	3
16	в свою очередь	1	3
17	и тем самым	2	3
18	не в состоянии	1	2
19	прежде всего в	3	2
20	что перед нами	1	2
21	том что он	1	2
22	в зависимости от	1	2
23	то же время	5	2
24	в равной мере	1	2
25	и в частности	1	2
26	в данном случае	4	2
27	в значительной степени	1	2
28	а с другой	1	2
29	все более и	1	2
30	более и более	1	2
31	в самом деле	1	2
32	в то же	5	2
33	в чистом виде	1	1
34	не удивительно поэтому	1	1
35	дело в том	2	1
36	на самом деле	1	1
37	в ответ на	1	1
38	в том же	3	1
39	тем более что	1	1
40	как раз и	1	1
41	если говорить о	1	1
42	в отличие от	5	1
43	же время не	1	1
44	только то что	1	1
45	распространяет и на	1	1
46	с этой точки	3	1
47	по крайней мере	1	1
48	и то что	2	1
49	жизни и в	1	1
50	ту или иную	2	1
51	в этой связи	1	1
52	как это ни	1	1
53	раз и является	1	1
54	едва ли не	1	1
55	и мн др	1	1
56	не только в	4	1
57	однако и здесь	1	1
58	состоит в том	5	1
59	не столько в	1	1
60	и в этом	1	1
61	тем что в	1	1
62	в ходе исследования	1	1
63	которые могли бы	1	1
64	слова в его	1	1
65	по этому пути	1	1
66	не в силах	1	1
67	автора и его	1	1
68	во внешнем мире	1	1
69	в целом ряде	1	1
70	том что для	1	1
71	этой точки зрения	3	1
72	то что я	1	1
73	к действительности не	1	1
74	на какой бы	1	1
75	при этом либо	1	1
76	в соответствии с	1	1
77	и тем более	1	1
78	в конечном счете	4	1
79	но все же	1	1
80	всего в том	1	1
81	удивительно поэтому что	1	1
82	в этой книге	1	1
83	и т.д которая	1	1
84	в том числе	1	1
85	в каком отношении	1	1
86	в силу своей	3	1
87	тем не менее	2	1
