N	2gram	Voloshinov_1	StatiiOP
1	и в	38	44
2	в том	2	36
3	что в	1	30
4	том что	3	29
5	в этом	10	21
6	вовсе не	2	19
7	не только	27	18
8	то что	8	18
9	было бы	7	17
10	о том	4	17
11	а в	5	17
12	а не	6	16
13	и не	14	16
14	может быть	13	15
15	в области	5	14
16	как в	2	13
17	можно было	4	13
18	не в	6	12
19	в первой	2	12
20	самом деле	4	11
21	в этой	6	11
22	того чтобы	7	11
23	у нас	4	11
24	точки зрения	10	11
25	но в	5	10
26	ясно что	2	10
27	для того	9	10
28	что он	2	10
29	только в	6	10
30	но и	13	10
31	также и	2	9
32	как и	10	9
33	в отношении	2	9
34	в то	9	9
35	так и	6	9
36	во второй	3	9
37	если бы	4	9
38	того что	4	9
39	в его	6	9
40	с другой	1	9
41	например в	1	8
42	во всех	6	8
43	все же	7	8
44	но ведь	6	8
45	это не	3	8
46	из них	3	8
47	с точки	5	8
48	и его	7	8
49	не может	12	8
50	на эти	2	7
51	я не	1	7
52	в самом	4	7
53	так например	1	7
54	таким образом	7	7
55	другой стороны	1	7
56	для нас	3	7
57	этом отношении	2	7
58	до сих	1	7
59	прежде всего	21	7
60	сих пор	2	7
61	сказать что	3	7
62	на самом	3	6
63	со стороны	1	6
64	из этих	1	6
65	в своей	2	6
66	потому что	5	6
67	что и	3	6
68	так что	1	6
69	для него	3	6
70	именно в	1	6
71	в той	5	6
72	что же	8	6
73	но это	2	6
74	хотя бы	18	6
75	вряд ли	3	5
76	и то	3	5
77	то же	14	5
78	той же	5	5
79	в целом	4	5
80	все эти	2	5
81	в нем	4	5
82	в слове	3	5
83	в котором	3	5
84	в которых	2	5
85	не менее	1	5
86	никогда не	7	5
87	так как	7	5
88	тем что	2	5
89	и даже	3	5
90	там где	1	5
91	что мы	11	5
92	все это	4	5
93	была бы	1	5
94	совершенно не	3	5
95	жизни и	3	5
96	того времени	4	5
97	так же	4	5
98	как это	5	4
99	это и	1	4
100	в которой	7	4
101	вопрос о	2	4
102	в основу	1	4
103	столь же	1	4
104	в новом	1	4
105	бы и	2	4
106	что это	4	4
107	на то	1	4
108	является не	1	4
109	но все	4	4
110	я считаю	2	4
111	но если	1	4
112	дело не	1	4
113	же время	7	4
114	это слово	2	4
115	как будто	1	4
116	в ее	3	4
117	языка и	4	4
118	что у	3	4
119	на вопрос	1	4
120	и что	1	4
121	этот вопрос	2	4
122	в качестве	4	4
123	же и	1	4
124	как раз	1	4
125	не было	2	4
126	даже не	1	4
127	к которому	1	4
128	на эту	1	4
129	должна была	2	4
130	в частности	3	4
131	как бы	28	4
132	тем более	1	4
133	еще более	2	4
134	или иного	5	4
135	того или	5	4
136	гораздо более	2	4
137	же как	1	3
138	того же	1	3
139	и без	4	3
140	тем же	3	3
141	в ней	8	3
142	еще не	3	3
143	в чем	1	3
144	из двух	2	3
145	но не	2	3
146	ответ на	2	3
147	или иное	4	3
148	к сожалению	1	3
149	в истории	1	3
150	с этим	2	3
151	как к	1	3
152	не являются	1	3
153	то в	1	3
154	точку зрения	3	3
155	что так	1	3
156	ведь и	2	3
157	не значит	1	3
158	связанные с	2	3
159	в другом	1	3
160	и с	5	3
161	лишь в	4	3
162	и тем	6	3
163	ни в	1	3
164	о которой	1	3
165	тому что	5	3
166	в г	1	3
167	в конце	6	3
168	а на	2	3
169	в основе	2	3
170	в каком	2	3
171	должны быть	1	3
172	что оно	3	3
173	должен быть	2	3
174	то или	4	3
175	не трудно	1	3
176	об этом	3	3
177	поэтому в	1	3
178	и вообще	2	3
179	между тем	3	3
180	в какой	2	3
181	и так	6	3
182	вопроса о	4	3
183	в виде	1	3
184	в начале	3	3
185	возможно что	1	3
186	а с	5	3
187	что для	1	3
188	на этот	1	3
189	в тех	3	3
190	да и	4	3
191	материал для	1	3
192	эти вопросы	2	3
193	с этой	1	3
194	вопрос в	1	3
195	не является	5	3
196	и для	3	3
197	не существует	4	3
198	в результате	1	3
199	будто бы	1	3
200	в таком	1	3
201	отношения к	3	2
202	мы имеем	2	2
203	мы не	9	2
204	бы что	1	2
205	оба эти	1	2
206	в сущности	1	2
207	в числе	1	2
208	ответа на	1	2
209	быть в	1	2
210	конечно это	1	2
211	в сторону	1	2
212	отношение к	2	2
213	иногда и	1	2
214	за пределы	1	2
215	более чем	1	2
216	в своем	1	2
217	есть в	1	2
218	смысле этого	2	2
219	целый ряд	3	2
220	от этого	1	2
221	в литературном	1	2
222	ни один	2	2
223	чуть ли	2	2
224	бы не	2	2
225	думать что	1	2
226	в себе	9	2
227	и те	1	2
228	не могла	1	2
229	в наших	1	2
230	вообще не	1	2
231	при этом	9	2
232	он не	2	2
233	всех этих	1	2
234	он должен	3	2
235	этого вопроса	1	2
236	при помощи	1	2
237	в данной	3	2
238	его в	4	2
239	должен был	1	2
240	не всегда	2	2
241	и уже	3	2
242	бы мы	3	2
243	которые в	2	2
244	их в	3	2
245	является вполне	1	2
246	да ведь	2	2
247	тем самым	7	2
248	как можно	1	2
249	что эта	1	2
250	она не	1	2
251	на него	4	2
252	говорить о	1	2
253	ничего не	8	2
254	тем не	1	2
255	убедиться в	1	2
256	в сознании	3	2
257	ли не	2	2
258	и такие	1	2
259	кем и	1	2
260	что при	1	2
261	о них	1	2
262	и это	7	2
263	без всякого	1	2
264	и сам	2	2
265	нужно было	2	2
266	для этого	1	2
267	то есть	4	2
268	материала и	1	2
269	другом месте	1	2
270	может не	1	2
271	должно было	3	2
272	нет это	1	2
273	и все	4	2
274	с нашей	1	2
275	и во	1	2
276	отметить что	1	2
277	крайней мере	1	2
278	не надо	1	2
279	статье о	1	2
280	к нему	2	2
281	по своей	2	2
282	достаточно для	2	2
283	из которого	1	2
284	конечно не	3	2
285	уже в	5	2
286	ведь если	2	2
287	свидетельствует о	1	2
288	если в	1	2
289	право и	1	2
290	могло бы	1	2
291	допустим что	2	2
292	у него	1	2
293	даже и	2	2
294	еще и	2	2
295	превращается в	1	2
296	это прежде	1	2
297	по крайней	1	2
298	языка не	1	2
299	так называемой	4	2
300	если не	3	2
301	ни на	3	2
302	и потому	2	2
303	и их	5	2
304	этот знак	1	2
305	этого слова	3	2
306	этом случае	3	2
307	научное изучение	1	2
308	и тогда	2	2
309	но для	3	2
310	что то	2	2
311	о котором	1	2
312	зрения в	2	2
313	в этих	2	2
314	что этот	1	2
315	несмотря на	2	2
316	дело с	1	2
317	не знает	3	2
318	в своих	2	2
319	в вопросе	1	1
320	если б	4	1
321	можно говорить	1	1
322	и ясных	1	1
323	до него	1	1
324	чтобы не	1	1
325	художественного произведения	1	1
326	увидим ниже	1	1
327	по отдельным	1	1
328	показаться что	2	1
329	и есть	1	1
330	и всем	1	1
331	чего не	1	1
332	на две	1	1
333	знаков препинания	1	1
334	что эти	2	1
335	в какой-то	2	1
336	гостях у	1	1
337	от которых	2	1
338	том какое	1	1
339	в зависимости	5	1
340	и этот	1	1
341	мы называем	4	1
342	анекдот не	1	1
343	его не	2	1
344	к нашей	2	1
345	если я	1	1
346	не личная	1	1
347	и последующих	1	1
348	этом не	1	1
349	личности от	1	1
350	так чтобы	1	1
351	статье здесь	1	1
352	личная а	1	1
353	но даже	2	1
354	с нашими	1	1
355	широкого и	1	1
356	зависимости от	5	1
357	так а	1	1
358	в сцене	1	1
359	от всей	1	1
360	и на	6	1
361	же мере	1	1
362	между собой	2	1
363	за свое	1	1
364	истории а	1	1
365	с его	7	1
366	о языке	2	1
367	б с	1	1
368	но как	2	1
369	знак и	2	1
370	и стилистической	1	1
371	должны были	2	1
372	очевидно что	2	1
373	стилистических особенностей	1	1
374	нет и	3	1
375	теперь не	1	1
376	знакомства с	3	1
377	требует и	1	1
378	как говорит	1	1
379	вопросов которые	2	1
380	в одной	1	1
381	перед нами	3	1
382	кроме того	2	1
383	на человека	1	1
384	хотя и	3	1
385	и понимания	1	1
386	и к	4	1
387	зрения как	2	1
388	или иную	3	1
389	важно для	1	1
390	и конечно	2	1
391	языка правда	1	1
392	указания на	1	1
393	существует лишь	1	1
394	он в	1	1
395	значения уже	1	1
396	в нашем	5	1
397	с их	1	1
398	бы только	1	1
399	время этот	1	1
400	и до	1	1
401	другом случае	1	1
402	их другими	1	1
403	имеет для	1	1
404	своей речи	1	1
405	как он	1	1
406	если он	3	1
407	сейчас не	1	1
408	время и	1	1
409	и частично	1	1
