N	4gram	Potebnia_M_1	Psycholo
1	заключается в том что	1	7
2	одной и той же	3	4
3	точно так же как	1	2
4	в то же время	3	2
5	все более и более	2	2
6	и в том как	1	1
7	то должно быть возможно	1	1
8	но и в том	1	1
9	в том смысле что	1	1
10	потому что в противном	2	1
11	в том что при	1	1
12	не что иное как	2	1
13	бы то ни было	1	1
14	с этой точки зрения	1	1
15	во что бы то	1	1
16	сам по себе не	1	1
17	должно быть возможно и	1	1
18	и в том что	1	1
19	что в противном случае	2	1
20	бы то ни стало	1	1
21	что в таком случае	2	1
22	а между тем в	1	1
23	одного и того же	2	1
24	что бы то ни	1	1
25	указывает на то что	1	1
26	в том что все	1	1
27	всех времен и народов	1	1
28	привело к тому что	1	1
29	было бы так же	1	1
