N	2gram	Vygotskiy__4	RusskieA
1	и в	33	36
2	не только	7	22
3	том что	22	19
4	что в	21	19
5	в том	21	17
6	но и	3	16
7	так как	12	15
8	во время	6	14
9	и другие	1	13
10	в этом	28	12
11	и т	6	10
12	и на	5	10
13	в этот	1	10
14	это не	6	10
15	как и	5	10
16	как мы	4	10
17	вместе с	8	10
18	потому что	24	10
19	т д	2	9
20	об этом	4	9
21	а в	4	9
22	с тем	4	8
23	у нас	4	8
24	о том	20	8
25	один из	2	8
26	мы увидим	2	8
27	из них	4	8
28	может быть	22	8
29	как это	14	8
30	что они	6	7
31	так и	3	7
32	между тем	1	7
33	что и	3	7
34	и других	4	7
35	представляют собой	1	7
36	полагает что	5	6
37	мы не	5	6
38	в виде	3	6
39	так например	4	6
40	таким образом	13	6
41	при этом	2	6
42	в день	1	6
43	не имеет	2	6
44	это делалось	1	6
45	в них	2	6
46	и не	13	6
47	все это	13	6
48	для нас	7	6
49	будто бы	1	6
50	в новый	1	6
51	то что	44	6
52	как в	3	5
53	все же	5	5
54	в которых	3	5
55	того как	1	5
56	как будто	8	5
57	и у	1	5
58	одно из	2	5
59	в течение	1	5
60	как бы	25	5
61	мы имеем	2	4
62	в первый	3	4
63	еще не	1	4
64	во всех	2	4
65	представляет собой	2	4
66	после этого	6	4
67	с собой	1	4
68	из этих	2	4
69	в их	2	4
70	что этот	3	4
71	тому что	6	4
72	а иногда	1	4
73	на кладбище	3	4
74	одна из	4	4
75	связи с	2	4
76	что на	1	4
77	к тому	12	4
78	его с	1	4
79	так в	1	4
80	и что	25	4
81	и их	1	4
82	тем что	3	4
83	а с	2	4
84	и др	1	4
85	в некоторых	1	4
86	в тех	2	4
87	того что	4	4
88	по существу	2	4
89	но это	1	4
90	в связи	1	4
91	не может	10	4
92	только в	4	4
93	к этому	4	4
94	если в	1	3
95	которые не	1	3
96	в своем	7	3
97	не можем	3	3
98	что это	13	3
99	думать что	2	3
100	и те	1	3
101	на этом	3	3
102	то же	9	3
103	но все	2	3
104	он же	1	3
105	далеко не	3	3
106	несмотря на	1	3
107	в этих	1	3
108	точки зрения	6	3
109	с точки	4	3
110	она в	1	3
111	но они	1	3
112	их в	3	3
113	ничего не	2	3
114	к таким	2	3
115	начиная с	1	3
116	то есть	13	3
117	а также	1	3
118	связаны с	1	3
119	только на	1	3
120	слова в	1	3
121	в одном	3	3
122	и из	3	3
123	на этот	3	3
124	так же	13	3
125	в это	2	3
126	этого слова	3	3
127	и некоторые	1	3
128	на других	1	3
129	и к	2	3
130	в свою	1	3
131	например в	3	2
132	между двумя	2	2
133	к другому	1	2
134	что иное	1	2
135	как не	1	2
136	это время	2	2
137	в ней	6	2
138	иное как	1	2
139	природы и	1	2
140	друг к	1	2
141	на самом	6	2
142	но не	3	2
143	обстояло дело	1	2
144	значение и	1	2
145	не просто	4	2
146	независимо от	1	2
147	что именно	3	2
148	с этим	5	2
149	мы можем	5	2
150	и как	5	2
151	в круг	2	2
152	но в	2	2
153	та же	3	2
154	в целом	5	2
155	все эти	6	2
156	в нашем	1	2
157	в дальнейшем	1	2
158	и до	3	2
159	выводу что	1	2
160	как он	5	2
161	к выводу	1	2
162	что она	10	2
163	в нем	7	2
164	всех этих	3	2
165	чем те	1	2
166	его от	1	2
167	главным образом	1	2
168	и с	2	2
169	к другу	1	2
170	в жизни	4	2
171	такой же	2	2
172	в один	1	2
173	привело к	1	2
174	если угодно	1	2
175	и более	1	2
176	для этого	8	2
177	она не	3	2
178	что ему	2	2
179	у него	6	2
180	так называемый	1	2
181	до того	1	2
182	но даже	1	2
183	и здесь	3	2
184	и другим	2	2
185	день и	1	2
186	ничего общего	1	2
187	как они	1	2
188	свою очередь	1	2
189	ни одно	2	2
190	что у	4	2
191	что от	1	2
192	до нового	2	2
193	составные части	1	2
194	с ним	5	2
195	на все	2	2
196	другой характер	1	2
197	должно было	2	2
198	в его	10	2
199	к ней	1	2
200	на другие	1	2
201	этот вопрос	4	2
202	в какой	5	2
203	но ни	1	2
204	показывают что	1	2
205	мы попытаемся	1	2
206	так что	7	2
207	этому вопросу	1	2
208	его и	2	2
209	но что	1	2
210	не было	3	2
211	в особенности	1	2
212	себя и	1	2
213	с ней	1	2
214	до конца	7	2
215	не на	2	2
216	а не	6	2
217	в частности	4	2
218	и потому	2	2
219	там где	1	2
220	останавливаться на	1	2
221	только для	1	2
222	мы видим	6	2
223	и для	3	2
224	тем и	2	2
225	не объясняет	1	2
226	или в	1	2
227	когда он	7	2
228	мы должны	6	2
229	не что	1	2
230	в отдельности	1	2
231	в своих	3	2
232	который должен	1	1
233	говоря о	1	1
234	также и	2	1
235	же как	3	1
236	таком случае	1	1
237	переходит к	1	1
238	самом деле	12	1
239	мы начнем	1	1
240	прощения за	1	1
241	в первом	1	1
242	из самых	1	1
243	которое могло	1	1
244	по которым	2	1
245	на две	2	1
246	что эти	2	1
247	и ее	2	1
248	с таким	2	1
249	над ней	1	1
250	и за	3	1
251	мы уже	5	1
252	в несколько	1	1
253	этого нет	1	1
254	указать что	1	1
255	что если	3	1
256	которую мы	1	1
257	а где	1	1
258	вопрос о	2	1
259	к новой	1	1
260	имеет свою	1	1
261	то вероятно	1	1
262	на глазах	1	1
263	говорить о	3	1
264	с детства	1	1
265	которое в	1	1
266	того же	1	1
267	и он	3	1
268	именно эти	1	1
269	не был	2	1
270	его словам	1	1
271	всего этого	1	1
272	в чем	1	1
273	с его	2	1
274	имеем здесь	1	1
275	целом ряде	1	1
276	не все	2	1
277	по отношению	1	1
278	в общем	1	1
279	с совершенно	4	1
280	очевидно что	1	1
281	себе и	2	1
282	мы сейчас	2	1
283	значение имеет	3	1
284	относится к	1	1
285	это имело	1	1
286	и должны	1	1
287	в истории	1	1
288	же цели	1	1
289	есть указания	1	1
290	что во	1	1
291	же с	1	1
292	общего с	1	1
293	показать что	7	1
294	совершенно другой	2	1
295	что касается	2	1
296	однако не	2	1
297	перед нами	6	1
298	целый ряд	5	1
299	и наконец	2	1
300	и каким	1	1
301	тем же	1	1
302	увидим что	3	1
303	от этого	3	1
304	поэтому и	1	1
305	значения как	1	1
306	очень многие	1	1
307	в которой	4	1
308	говорят о	1	1
309	из жизни	1	1
310	не оставляет	1	1
311	ни одна	1	1
312	в себе	6	1
313	смысла но	1	1
314	тому же	3	1
315	на то	10	1
316	для защиты	1	1
317	не имеют	1	1
318	о начале	1	1
319	он не	11	1
320	он должен	1	1
321	борьбе против	1	1
322	однако он	1	1
323	подобно тому	1	1
324	которое как	1	1
325	называя его	1	1
326	здесь мы	3	1
327	что все	11	1
328	в совершенно	1	1
329	те же	2	1
330	его в	3	1
331	уже знаем	3	1
332	должен был	3	1
333	ни в	3	1
334	этом мы	1	1
335	в этой	9	1
336	со своими	1	1
337	первых трех	1	1
338	можно считать	1	1
339	форма и	1	1
340	когда вся	2	1
341	смысл и	4	1
342	но если	3	1
343	полностью в	1	1
344	никак не	6	1
345	записи в	2	1
346	взгляд на	2	1
347	слова совершенно	1	1
348	и без	1	1
349	во времена	1	1
350	место в	2	1
351	не столько	1	1
352	что до	1	1
353	и сопоставить	1	1
354	весь ход	1	1
355	одном из	1	1
356	ее на	2	1
357	точку зрения	1	1
358	того времени	1	1
359	которые в	1	1
360	начнем с	1	1
361	и эти	2	1
362	так называемое	1	1
363	не могли	1	1
364	что после	1	1
365	из самих	1	1
366	самой важной	1	1
367	с такими	1	1
